
time,gFx,gFy,gFz,ax,ay,az,
0.004,-0.04,0.05,1.01,0.07,0.08,-0.04,
0.004,-0.05,0.04,1.01,0.07,0.08,-0.04,
0.004,-0.05,0.04,1.01,-0.09,-0.06,0.05,
0.004,-0.05,0.03,1.01,-0.09,-0.06,0.05,
0.005,-0.05,0.03,1.02,-0.09,-0.06,0.05,
0.005,-0.05,0.03,1.02,-0.22,-0.17,0.10,
0.01,-0.06,0.02,1.02,-0.22,-0.17,0.10,
0.01,-0.06,0.02,1.02,-0.22,-0.17,0.10,
0.01,-0.06,0.02,1.02,-0.30,-0.26,0.16,
0.01,-0.06,0.02,1.02,-0.30,-0.26,0.16,
0.013,-0.05,0.02,1.03,-0.30,-0.26,0.16,
0.013,-0.05,0.02,1.03,-0.34,-0.34,0.19,
0.014,-0.05,0.02,1.02,-0.34,-0.34,0.19,
0.016,-0.05,0.02,1.03,-0.34,-0.34,0.19,
0.017,-0.05,0.02,1.03,-0.32,-0.34,0.27,
0.019,-0.04,0.03,1.03,-0.32,-0.34,0.27,
0.029,-0.04,0.03,1.02,-0.32,-0.34,0.27,
0.03,-0.04,0.03,1.02,-0.26,-0.33,0.29,
0.03,-0.04,0.03,1.02,-0.26,-0.33,0.29,
0.03,-0.04,0.03,1.02,-0.26,-0.33,0.29,
0.031,-0.04,0.03,1.02,-0.16,-0.27,0.27,
0.031,-0.03,0.04,1.02,-0.16,-0.27,0.27,
0.031,-0.03,0.04,1.03,-0.16,-0.27,0.27,
0.031,-0.03,0.04,1.03,-0.13,-0.21,0.20,
0.034,-0.02,0.05,1.03,-0.13,-0.21,0.20,
0.05,-0.02,0.05,1.03,-0.13,-0.21,0.20,
0.051,-0.02,0.05,1.03,-0.06,-0.14,0.25,
0.051,-0.01,0.05,1.02,-0.06,-0.14,0.25,
0.051,-0.02,0.05,1.02,-0.06,-0.14,0.25,
0.052,-0.02,0.05,1.02,0.07,-0.06,0.29,
0.052,-0.01,0.05,1.01,0.07,-0.06,0.29,
0.052,-0.02,0.06,1.01,0.07,-0.06,0.29,
0.052,-0.02,0.06,1.01,0.12,-0.03,0.21,
0.052,-0.01,0.06,1.01,0.12,-0.03,0.21,
0.053,-0.02,0.06,1.02,0.12,-0.03,0.21,
0.053,-0.02,0.06,1.02,0.16,0.03,0.12,
0.053,-0.02,0.06,1.02,0.16,0.03,0.12,
0.063,-0.01,0.06,1.02,0.16,0.03,0.12,
0.063,-0.01,0.06,1.02,0.18,0.04,0.16,
0.064,-0.01,0.06,1.03,0.18,0.04,0.16,
0.064,-0.01,0.06,1.03,0.18,0.04,0.20,
0.064,-0.01,0.06,1.03,0.18,0.04,0.20,
0.064,-0.01,0.06,1.04,0.18,0.04,0.20,
0.068,-0.01,0.07,1.03,0.18,0.04,0.20,
0.068,-0.01,0.07,1.03,0.25,0.05,0.30,
