
time,gFx,gFy,gFz,ax,ay,az,
0.003,0.02,0.09,1.03,-0.49,-0.22,0.27,
0.004,0.04,0.09,1.03,-0.49,-0.22,0.27,
0.004,0.04,0.09,1.03,-0.34,-0.41,0.27,
0.004,0.05,0.10,1.03,-0.34,-0.41,0.27,
0.005,0.05,0.10,1.05,-0.34,-0.41,0.27,
0.005,0.05,0.10,1.05,-0.17,-0.52,0.36,
0.005,0.06,0.10,1.04,-0.17,-0.52,0.36,
0.013,0.07,0.10,1.04,-0.17,-0.52,0.36,
0.013,0.07,0.10,1.04,-0.01,-0.53,0.45,
0.013,0.07,0.10,1.03,-0.01,-0.53,0.45,
0.013,0.08,0.11,1.03,-0.01,-0.53,0.45,
0.013,0.08,0.11,1.03,0.12,-0.54,0.46,
0.014,0.09,0.11,1.02,0.12,-0.54,0.46,
0.017,0.10,0.11,1.02,0.12,-0.54,0.46,
0.017,0.10,0.11,1.02,0.24,-0.49,0.36,
0.024,0.12,0.12,1.00,0.24,-0.49,0.36,
0.024,0.13,0.12,1.00,0.24,-0.49,0.36,
0.025,0.13,0.12,1.00,0.43,-0.45,0.24,
0.025,0.14,0.13,0.99,0.43,-0.45,0.24,
0.027,0.14,0.13,0.99,0.68,-0.39,0.04,
0.027,0.15,0.13,0.98,0.68,-0.39,0.04,
0.028,0.15,0.14,0.98,0.68,-0.39,0.04,
0.032,0.15,0.16,0.97,0.68,-0.39,0.04,
0.032,0.15,0.16,0.97,0.89,-0.31,-0.07,
0.034,0.15,0.18,0.97,0.89,-0.31,-0.07,
0.044,0.14,0.19,0.97,0.89,-0.31,-0.07,
0.045,0.14,0.19,0.97,0.97,-0.09,-0.17,
0.045,0.13,0.20,0.96,0.97,-0.09,-0.17,
0.045,0.12,0.21,0.96,0.97,-0.09,-0.17,
0.046,0.12,0.21,0.96,0.94,0.20,-0.22,
0.046,0.11,0.22,0.95,0.94,0.20,-0.22,
0.046,0.11,0.22,0.95,0.94,0.20,-0.22,
0.046,0.11,0.22,0.95,0.73,0.36,-0.32,
0.049,0.10,0.23,0.96,0.73,0.36,-0.32,
0.052,0.10,0.23,0.97,0.73,0.36,-0.32,
0.052,0.10,0.23,0.97,0.59,0.53,-0.38,
0.06,0.09,0.23,0.98,0.59,0.53,-0.38,
0.061,0.08,0.23,0.99,0.59,0.53,-0.38,
0.061,0.08,0.23,0.99,0.50,0.61,-0.26,
0.061,0.07,0.22,1.01,0.50,0.61,-0.26,
0.062,0.06,0.20,1.01,0.50,0.61,-0.26,
0.062,0.06,0.20,1.01,0.38,0.62,-0.06,
0.064,0.04,0.20,1.02,0.38,0.62,-0.06,
0.066,0.03,0.19,1.01,0.38,0.62,-0.06,
0.067,0.03,0.19,1.01,0.18,0.45,0.18,
0.068,0.02,0.17,1.02,0.18,0.45,0.18,
0.077,-0.00,0.15,1.02,0.18,0.45,0.18,
0.078,-0.00,0.15,1.02,-0.06,0.25,0.21,
0.078,-0.01,0.14,1.02,-0.06,0.25,0.21,
0.078,-0.03,0.13,1.02,-0.06,0.25,0.21,
0.079,-0.03,0.13,1.02,-0.28,-0.04,0.26,
0.079,-0.03,0.12,1.01,-0.28,-0.04,0.26,
0.082,-0.04,0.11,1.00,-0.28,-0.04,0.26,
0.082,-0.04,0.11,1.00,-0.54,-0.26,0.24,
0.083,-0.05,0.10,1.01,-0.54,-0.26,0.24,
0.094,-0.04,0.09,1.00,-0.54,-0.26,0.24,
0.095,-0.04,0.09,1.00,-0.69,-0.48,0.12,
0.095,-0.04,0.09,1.00,-0.69,-0.48,0.12,
0.095,-0.04,0.09,0.99,-0.69,-0.48,0.12,
0.095,-0.04,0.09,0.99,-0.78,-0.66,0.09,
0.096,-0.04,0.08,0.99,-0.78,-0.66,0.09,
0.096,-0.03,0.08,0.99,-0.78,-0.66,0.09,
0.096,-0.03,0.08,0.99,-0.73,-0.74,0.01,
0.099,-0.02,0.07,1.00,-0.73,-0.74,0.01,
0.101,0.01,0.08,1.04,-0.73,-0.74,0.01,
0.101,0.01,0.08,1.04,-0.63,-0.81,-0.06,
0.112,0.03,0.08,1.04,-0.63,-0.81,-0.06,
0.113,0.03,0.08,1.03,-0.63,-0.81,-0.06,
0.113,0.03,0.08,1.03,-0.35,-0.83,0.25,
0.113,0.03,0.08,1.03,-0.35,-0.83,0.25,
0.113,0.03,0.08,1.02,-0.35,-0.83,0.25,
0.113,0.03,0.08,1.02,-0.08,-0.77,0.40,
0.114,0.04,0.09,1.00,-0.08,-0.77,0.40,
0.116,0.04,0.09,1.00,-0.08,-0.77,0.40,
0.116,0.04,0.09,1.00,-0.04,-0.78,0.27,
0.118,0.04,0.10,0.99,-0.04,-0.78,0.27,
0.126,0.05,0.11,0.98,-0.04,-0.78,0.27,
0.127,0.05,0.11,0.98,0.05,-0.71,0.06,
0.127,0.06,0.11,0.98,0.05,-0.71,0.06,
0.128,0.05,0.12,0.98,0.05,-0.71,0.06,
0.128,0.05,0.12,0.98,0.11,-0.60,-0.07,
0.128,0.07,0.13,0.97,0.11,-0.60,-0.07,
0.131,0.14,0.13,0.93,0.11,-0.60,-0.07,
0.131,0.14,0.13,0.93,0.21,-0.47,-0.13,
0.133,0.17,0.14,0.90,0.21,-0.47,-0.13,
0.145,0.17,0.14,0.90,0.70,-0.38,-0.39,
0.146,0.15,0.15,0.90,0.70,-0.38,-0.39,
0.146,0.13,0.15,0.90,0.70,-0.38,-0.39,
0.146,0.12,0.16,0.90,0.70,-0.38,-0.39,
0.147,0.12,0.16,0.90,1.23,-0.26,-0.91,
0.147,0.10,0.17,0.88,1.23,-0.26,-0.91,
0.147,0.10,0.17,0.88,1.23,-0.26,-0.91,
0.147,0.10,0.17,0.88,0.85,-0.16,-0.92,
0.147,0.09,0.17,0.87,0.85,-0.16,-0.92,
0.151,0.08,0.17,0.87,0.85,-0.16,-0.92,
0.151,0.08,0.17,0.87,0.64,-0.08,-1.04,
0.152,0.07,0.18,0.85,0.64,-0.08,-1.04,
0.159,0.07,0.17,0.84,0.64,-0.08,-1.04,
0.16,0.07,0.17,0.84,0.46,-0.06,-1.15,
0.16,0.06,0.17,0.84,0.46,-0.06,-1.15,
0.162,0.06,0.17,0.83,0.46,-0.06,-1.15,
0.162,0.06,0.17,0.83,0.35,-0.05,-1.34,
0.162,0.05,0.18,0.83,0.35,-0.05,-1.34,
0.166,0.05,0.18,0.82,0.35,-0.05,-1.34,
0.166,0.05,0.18,0.82,0.25,-0.08,-1.47,
0.167,0.05,0.18,0.81,0.25,-0.08,-1.47,
0.174,0.05,0.17,0.82,0.25,-0.08,-1.47,
0.174,0.05,0.17,0.82,0.21,-0.07,-1.59,
0.175,0.04,0.17,0.80,0.21,-0.07,-1.59,
0.175,0.05,0.17,0.80,0.21,-0.07,-1.59,
0.175,0.05,0.17,0.80,0.17,-0.10,-1.63,
0.177,0.05,0.17,0.80,0.17,-0.10,-1.63,
0.18,0.04,0.17,0.81,0.17,-0.10,-1.63,
0.18,0.04,0.17,0.81,0.17,-0.17,-1.74,
0.182,0.04,0.18,0.81,0.17,-0.17,-1.74,
0.185,0.04,0.18,0.81,0.17,-0.17,-1.74,
0.185,0.04,0.18,0.81,0.17,-0.15,-1.72,
0.19,0.04,0.18,0.82,0.17,-0.15,-1.72,
0.191,0.04,0.19,0.82,0.17,-0.15,-1.72,
0.191,0.04,0.19,0.82,0.13,-0.12,-1.64,
0.192,0.04,0.19,0.83,0.13,-0.12,-1.64,
0.194,0.04,0.19,0.83,0.13,-0.12,-1.64,
0.195,0.04,0.19,0.83,0.18,-0.05,-1.53,
0.197,0.04,0.19,0.83,0.18,-0.05,-1.53,
0.199,0.04,0.18,0.83,0.18,-0.05,-1.53,
0.199,0.04,0.18,0.83,0.16,-0.02,-1.46,
0.208,0.04,0.18,0.83,0.16,-0.02,-1.46,
0.209,0.05,0.18,0.83,0.16,-0.02,-1.46,
0.209,0.05,0.18,0.83,0.21,-0.06,-1.42,
0.209,0.05,0.17,0.83,0.21,-0.06,-1.42,
0.209,0.06,0.17,0.82,0.21,-0.06,-1.42,
0.21,0.06,0.17,0.82,0.23,-0.09,-1.40,
0.212,0.06,0.17,0.83,0.23,-0.09,-1.40,
0.214,0.06,0.17,0.82,0.23,-0.09,-1.40,
0.215,0.06,0.17,0.82,0.32,-0.17,-1.46,
0.216,0.07,0.16,0.82,0.32,-0.17,-1.46,
0.229,0.07,0.16,0.82,0.32,-0.17,-1.46,
0.23,0.07,0.16,0.82,0.40,-0.19,-1.42,
0.23,0.07,0.17,0.82,0.40,-0.19,-1.42,
0.233,0.08,0.17,0.81,0.40,-0.19,-1.42,
0.233,0.08,0.17,0.81,0.48,-0.25,-1.46,
0.233,0.08,0.17,0.80,0.48,-0.25,-1.46,
0.234,0.07,0.17,0.80,0.48,-0.25,-1.46,
0.234,0.07,0.17,0.80,0.55,-0.19,-1.52,
0.234,0.08,0.18,0.80,0.55,-0.19,-1.52,
0.234,0.07,0.17,0.80,0.55,-0.19,-1.52,
0.235,0.07,0.17,0.80,0.56,-0.14,-1.63,
0.243,0.07,0.17,0.79,0.56,-0.14,-1.63,
0.243,0.06,0.17,0.78,0.56,-0.14,-1.63,
