
time,gFx,gFy,gFz,ax,ay,az,
0.005,0.04,0.09,0.99,-0.02,-0.14,0.06,
0.006,0.04,0.10,0.98,-0.02,-0.14,0.06,
0.006,0.04,0.10,0.98,-0.02,-0.15,0.02,
0.006,0.04,0.09,0.98,-0.02,-0.15,0.02,
0.007,0.03,0.10,0.98,-0.02,-0.15,0.02,
0.007,0.03,0.10,0.98,0.00,-0.18,-0.07,
0.007,0.03,0.10,0.97,0.00,-0.18,-0.07,
0.007,0.03,0.10,0.97,0.00,-0.18,-0.07,
0.007,0.03,0.10,0.97,-0.06,-0.20,-0.16,
0.008,0.03,0.10,0.97,-0.06,-0.20,-0.16,
0.012,0.03,0.10,0.96,-0.06,-0.20,-0.16,
0.012,0.03,0.10,0.96,-0.07,-0.19,-0.22,
0.013,0.02,0.10,0.96,-0.07,-0.19,-0.22,
0.015,0.02,0.10,0.96,-0.07,-0.19,-0.22,
0.016,0.02,0.10,0.96,-0.10,-0.18,-0.28,
0.019,0.03,0.10,0.96,-0.10,-0.18,-0.28,
0.021,0.02,0.10,0.96,-0.10,-0.18,-0.28,
0.022,0.02,0.10,0.96,-0.14,-0.19,-0.28,
0.023,0.02,0.10,0.96,-0.14,-0.19,-0.28,
0.026,0.02,0.11,0.96,-0.14,-0.19,-0.28,
0.026,0.02,0.11,0.96,-0.12,-0.17,-0.34,
0.034,0.02,0.11,0.96,-0.12,-0.17,-0.34,
0.034,0.02,0.11,0.96,-0.12,-0.17,-0.34,
0.035,0.02,0.11,0.96,-0.16,-0.12,-0.32,
0.035,0.02,0.11,0.95,-0.16,-0.12,-0.32,
0.035,0.02,0.11,0.95,-0.15,-0.09,-0.35,
0.036,0.02,0.11,0.96,-0.15,-0.09,-0.35,
0.038,0.02,0.11,0.96,-0.15,-0.09,-0.35,
0.041,0.02,0.12,0.96,-0.15,-0.09,-0.35,
0.041,0.02,0.12,0.96,-0.11,-0.07,-0.38,
0.044,0.02,0.12,0.96,-0.11,-0.07,-0.38,
0.046,0.03,0.12,0.96,-0.11,-0.07,-0.38,
0.046,0.03,0.12,0.96,-0.05,-0.03,-0.32,
0.048,0.03,0.12,0.97,-0.05,-0.03,-0.32,
0.051,0.03,0.13,0.97,-0.05,-0.03,-0.32,
0.051,0.03,0.13,0.97,-0.03,0.03,-0.29,
0.053,0.03,0.13,0.97,-0.03,0.03,-0.29,
0.057,0.03,0.13,0.98,-0.03,0.03,-0.29,
0.057,0.03,0.13,0.98,0.02,0.07,-0.19,
0.058,0.03,0.14,0.98,0.02,0.07,-0.19,
0.061,0.03,0.14,0.98,0.06,0.15,-0.14,
0.062,0.04,0.13,0.99,0.06,0.15,-0.14,
0.063,0.04,0.14,0.99,0.06,0.15,-0.14,
0.065,0.04,0.14,0.99,0.06,0.15,-0.14,
0.066,0.04,0.14,0.99,0.13,0.19,-0.06,
0.069,0.05,0.14,0.99,0.13,0.19,-0.06,
0.072,0.05,0.14,0.99,0.13,0.19,-0.06,
0.072,0.05,0.14,0.99,0.17,0.26,-0.02,
0.074,0.06,0.14,1.00,0.17,0.26,-0.02,
0.076,0.06,0.14,1.01,0.17,0.26,-0.02,
0.076,0.06,0.14,1.01,0.27,0.27,0.03,
0.084,0.06,0.15,1.00,0.27,0.27,0.03,
0.085,0.07,0.14,1.00,0.27,0.27,0.03,
0.086,0.07,0.14,1.00,0.35,0.29,0.12,
0.086,0.07,0.14,1.00,0.35,0.29,0.12,
0.086,0.07,0.14,1.00,0.35,0.29,0.12,
0.086,0.07,0.14,1.00,0.37,0.30,0.09,
0.088,0.07,0.14,1.00,0.37,0.30,0.09,
0.09,0.07,0.14,1.00,0.37,0.30,0.09,
0.091,0.07,0.14,1.00,0.41,0.27,0.09,
0.093,0.07,0.14,0.99,0.41,0.27,0.09,
0.103,0.06,0.14,0.99,0.41,0.27,0.09,
0.104,0.06,0.14,0.99,0.40,0.28,0.05,
0.104,0.06,0.15,0.99,0.40,0.28,0.05,
0.104,0.05,0.15,1.00,0.40,0.28,0.05,
0.104,0.05,0.15,1.00,0.38,0.28,-0.00,
0.105,0.05,0.14,1.00,0.38,0.28,-0.00,
0.105,0.05,0.15,0.99,0.38,0.28,-0.00,
0.105,0.05,0.15,0.99,0.30,0.30,0.01,
0.109,0.04,0.14,0.99,0.30,0.30,0.01,
0.11,0.04,0.14,0.99,0.22,0.26,-0.00,
0.11,0.04,0.14,0.99,0.22,0.26,-0.00,
0.112,0.03,0.14,0.99,0.22,0.26,-0.00,
0.115,0.03,0.13,0.98,0.22,0.26,-0.00,
0.116,0.03,0.13,0.98,0.12,0.19,-0.03,
0.119,0.03,0.13,0.98,0.12,0.19,-0.03,
0.122,0.03,0.13,0.98,0.04,0.19,-0.06,
0.122,0.02,0.13,0.98,0.04,0.19,-0.06,
