
time,gFx,gFy,gFz,ax,ay,az,
0.005,-0.08,0.07,0.98,-0.88,-0.09,0.04,
0.006,-0.08,0.07,0.98,-0.77,-0.08,-0.09,
0.006,-0.07,0.08,0.98,-0.77,-0.08,-0.09,
0.006,-0.06,0.08,0.97,-0.77,-0.08,-0.09,
0.006,-0.06,0.08,0.97,-0.65,-0.05,-0.13,
0.007,-0.05,0.08,0.97,-0.65,-0.05,-0.13,
0.007,-0.05,0.08,0.97,-0.65,-0.05,-0.13,
0.007,-0.05,0.08,0.97,-0.50,0.01,-0.21,
0.007,-0.04,0.08,0.97,-0.50,0.01,-0.21,
0.012,-0.04,0.09,0.97,-0.50,0.01,-0.21,
0.013,-0.04,0.09,0.97,-0.32,0.03,-0.24,
0.013,-0.03,0.09,0.97,-0.32,0.03,-0.24,
0.017,-0.03,0.09,0.96,-0.32,0.03,-0.24,
0.017,-0.03,0.09,0.96,-0.24,0.05,-0.28,
0.017,-0.03,0.09,0.97,-0.24,0.05,-0.28,
0.02,-0.03,0.09,0.97,-0.24,0.05,-0.28,
0.02,-0.03,0.09,0.97,-0.15,0.10,-0.30,
0.022,-0.03,0.09,0.96,-0.15,0.10,-0.30,
0.025,-0.02,0.09,0.97,-0.15,0.10,-0.30,
0.025,-0.02,0.09,0.97,-0.11,0.12,-0.28,
0.038,-0.02,0.09,0.97,-0.11,0.12,-0.28,
0.039,-0.02,0.09,0.97,-0.11,0.12,-0.28,
0.04,-0.02,0.09,0.97,-0.07,0.08,-0.30,
0.04,-0.01,0.09,0.98,-0.07,0.08,-0.30,
0.04,-0.01,0.09,0.98,-0.07,0.08,-0.30,
0.04,-0.01,0.09,0.98,-0.02,0.08,-0.25,
0.04,-0.01,0.08,0.98,-0.02,0.08,-0.25,
0.04,-0.00,0.09,0.99,-0.02,0.08,-0.25,
0.041,-0.00,0.09,0.99,0.08,0.08,-0.20,
0.041,0.01,0.09,0.98,0.08,0.08,-0.20,
0.056,0.00,0.09,0.99,0.08,0.08,-0.20,
0.056,0.00,0.09,0.99,0.14,0.04,-0.14,
0.057,0.01,0.09,1.00,0.14,0.04,-0.14,
0.057,0.01,0.09,1.01,0.14,0.04,-0.14,
0.057,0.01,0.09,1.01,0.21,0.08,-0.10,
0.057,0.01,0.08,1.01,0.21,0.08,-0.10,
0.058,0.01,0.08,1.01,0.22,0.06,0.08,
0.058,0.01,0.08,1.02,0.22,0.06,0.08,
0.058,0.01,0.07,1.03,0.22,0.06,0.08,
0.059,0.01,0.07,1.02,0.22,0.06,0.08,
0.059,0.01,0.07,1.02,0.27,0.00,0.18,
0.07,0.02,0.07,1.03,0.27,0.00,0.18,
0.07,0.02,0.07,1.03,0.27,0.00,0.18,
0.071,0.02,0.07,1.03,0.25,-0.06,0.28,
0.071,0.02,0.07,1.05,0.25,-0.06,0.28,
0.071,0.03,0.08,1.05,0.25,-0.06,0.28,
0.071,0.03,0.08,1.05,0.33,-0.08,0.35,
0.071,0.03,0.08,1.05,0.33,-0.08,0.35,
0.074,0.02,0.08,1.07,0.33,-0.08,0.35,
0.075,0.02,0.08,1.07,0.36,-0.04,0.50,
0.077,0.03,0.08,1.07,0.36,-0.04,0.50,
0.088,0.03,0.08,1.07,0.36,-0.04,0.50,
0.089,0.03,0.08,1.07,0.36,0.01,0.61,
0.089,0.03,0.08,1.07,0.36,0.01,0.61,
0.089,0.03,0.08,1.07,0.36,0.01,0.61,
0.089,0.03,0.08,1.07,0.39,0.05,0.68,
0.089,0.03,0.08,1.07,0.39,0.05,0.68,
0.09,0.03,0.08,1.07,0.39,0.05,0.68,
0.09,0.03,0.08,1.07,0.39,0.05,0.70,
0.091,0.03,0.08,1.07,0.39,0.05,0.70,
0.103,0.03,0.08,1.07,0.38,0.02,0.71,
0.104,0.03,0.08,1.07,0.38,0.02,0.71,
0.104,0.02,0.08,1.07,0.38,0.02,0.71,
0.104,0.02,0.08,1.06,0.38,0.02,0.71,
0.105,0.02,0.08,1.06,0.37,0.06,0.66,
0.105,0.02,0.08,1.05,0.37,0.06,0.66,
0.105,0.01,0.08,1.05,0.37,0.06,0.66,
0.105,0.01,0.08,1.05,0.31,0.06,0.62,
0.106,0.01,0.09,1.04,0.31,0.06,0.62,
0.109,0.00,0.08,1.04,0.31,0.06,0.62,
0.109,0.00,0.08,1.04,0.23,0.06,0.50,
0.118,-0.00,0.08,1.03,0.23,0.06,0.50,
0.119,-0.00,0.08,1.03,0.15,0.04,0.39,
0.119,-0.00,0.08,1.01,0.15,0.04,0.39,
0.119,-0.01,0.08,1.02,0.15,0.04,0.39,
0.119,-0.01,0.08,1.02,0.07,0.03,0.19,
0.12,-0.02,0.08,1.01,0.07,0.03,0.19,
0.121,-0.02,0.08,1.01,0.07,0.03,0.19,
0.124,-0.02,0.08,1.00,0.07,0.03,0.19,
0.124,-0.02,0.08,1.00,-0.02,-0.04,0.13,
0.127,-0.02,0.08,0.99,-0.02,-0.04,0.13,
0.136,-0.02,0.07,0.98,-0.02,-0.04,0.13,
0.136,-0.02,0.07,0.98,-0.07,-0.01,0.02,
0.137,-0.02,0.07,0.98,-0.07,-0.01,0.02,
0.137,-0.02,0.07,0.98,-0.07,-0.01,0.02,
0.137,-0.02,0.07,0.98,-0.10,-0.08,-0.14,
0.137,-0.02,0.07,0.98,-0.10,-0.08,-0.14,
0.138,-0.02,0.07,0.98,-0.08,-0.10,-0.19,
0.138,-0.01,0.07,0.97,-0.08,-0.10,-0.19,
0.14,-0.01,0.07,0.97,-0.08,-0.10,-0.19,
0.143,0.00,0.06,0.97,-0.08,-0.10,-0.19,
0.143,0.00,0.06,0.97,-0.01,-0.13,-0.24,
0.155,0.01,0.06,0.98,-0.01,-0.13,-0.24,
0.155,0.01,0.06,0.97,-0.01,-0.13,-0.24,
0.156,0.01,0.06,0.97,0.07,-0.17,-0.29,
0.156,0.01,0.06,0.97,0.07,-0.17,-0.29,
