
time,gFx,gFy,gFz,ax,ay,az,
0.005,-0.03,0.14,1.01,0.13,0.22,-0.11,
0.005,-0.03,0.14,1.01,0.02,0.24,-0.03,
0.005,-0.04,0.14,1.02,0.02,0.24,-0.03,
0.006,-0.04,0.13,1.02,0.02,0.24,-0.03,
0.006,-0.04,0.13,1.02,-0.03,0.26,0.10,
0.006,-0.05,0.13,1.03,-0.03,0.26,0.10,
0.006,-0.06,0.13,1.03,-0.03,0.26,0.10,
0.006,-0.06,0.13,1.03,-0.15,0.27,0.22,
0.012,-0.05,0.12,1.02,-0.15,0.27,0.22,
0.012,-0.06,0.12,1.03,-0.15,0.27,0.22,
0.013,-0.06,0.12,1.03,-0.25,0.21,0.34,
0.014,-0.06,0.12,1.03,-0.25,0.21,0.34,
0.016,-0.06,0.11,1.03,-0.25,0.21,0.34,
0.017,-0.06,0.11,1.03,-0.30,0.13,0.25,
0.019,-0.06,0.11,1.03,-0.30,0.13,0.25,
0.022,-0.06,0.11,1.03,-0.30,0.06,0.29,
0.022,-0.07,0.11,1.03,-0.30,0.06,0.29,
0.027,-0.07,0.10,1.03,-0.30,0.06,0.29,
0.028,-0.07,0.11,1.02,-0.30,0.06,0.29,
0.028,-0.07,0.11,1.02,-0.36,0.03,0.28,
0.029,-0.07,0.11,1.02,-0.36,0.03,0.28,
0.031,-0.06,0.11,1.01,-0.36,0.03,0.28,
0.031,-0.06,0.11,1.01,-0.40,-0.00,0.26,
0.035,-0.07,0.09,1.02,-0.40,-0.00,0.26,
0.037,-0.08,0.08,1.03,-0.40,-0.00,0.26,
0.037,-0.08,0.08,1.03,-0.34,0.02,0.13,
0.039,-0.09,0.06,1.03,-0.34,0.02,0.13,
0.041,-0.08,0.05,1.04,-0.34,0.02,0.13,
0.041,-0.08,0.05,1.04,-0.39,-0.22,0.26,
0.045,-0.08,0.06,1.04,-0.39,-0.22,0.26,
0.046,-0.09,0.05,1.04,-0.39,-0.22,0.26,
0.046,-0.09,0.05,1.04,-0.49,-0.48,0.34,
0.049,-0.09,0.05,1.04,-0.49,-0.48,0.34,
0.051,-0.09,0.06,1.05,-0.49,-0.48,0.34,
0.051,-0.09,0.06,1.05,-0.50,-0.50,0.38,
