
time,gFx,gFy,gFz,ax,ay,az,
0.005,0.06,0.20,1.03,0.18,-0.02,0.62,
0.005,0.06,0.20,1.03,0.18,-0.02,0.62,
0.006,0.07,0.20,1.02,0.18,-0.02,0.62,
0.006,0.07,0.20,1.02,0.14,-0.08,0.55,
0.006,0.08,0.20,1.00,0.14,-0.08,0.55,
0.006,0.07,0.20,0.99,0.14,-0.08,0.55,
0.006,0.07,0.20,0.99,0.23,-0.16,0.36,
0.007,0.08,0.20,0.99,0.23,-0.16,0.36,
0.008,0.07,0.20,0.98,0.23,-0.16,0.36,
0.015,0.07,0.20,0.97,0.23,-0.16,0.36,
0.015,0.07,0.20,0.97,0.24,-0.15,0.16,
0.015,0.06,0.20,0.96,0.24,-0.15,0.16,
0.016,0.06,0.20,0.96,0.22,-0.15,0.02,
0.016,0.05,0.21,0.96,0.22,-0.15,0.02,
0.017,0.05,0.22,0.96,0.22,-0.15,0.02,
0.021,0.04,0.22,0.96,0.22,-0.15,0.02,
0.021,0.04,0.22,0.96,0.12,-0.06,-0.11,
0.023,0.03,0.21,0.95,0.12,-0.06,-0.11,
0.025,0.02,0.22,0.95,0.12,-0.06,-0.11,
0.026,0.02,0.22,0.95,0.01,0.01,-0.17,
0.029,0.02,0.22,0.96,0.01,0.01,-0.17,
0.03,0.02,0.22,0.96,-0.13,0.02,-0.20,
0.031,0.02,0.22,0.96,-0.13,0.02,-0.20,
0.033,0.03,0.22,0.96,-0.13,0.02,-0.20,
0.036,0.03,0.23,0.94,-0.13,0.02,-0.20,
0.036,0.03,0.23,0.94,-0.17,0.03,-0.11,
0.038,0.05,0.25,0.90,-0.17,0.03,-0.11,
0.041,0.14,0.27,0.90,-0.17,0.03,-0.11,
0.041,0.14,0.27,0.90,-0.07,0.10,-0.26,
0.044,0.17,0.26,0.89,-0.07,0.10,-0.26,
0.046,0.14,0.26,0.92,-0.07,0.10,-0.26,
0.046,0.14,0.26,0.92,0.59,0.46,-0.73,
0.047,0.10,0.26,0.94,0.59,0.46,-0.73,
0.05,0.10,0.26,0.94,1.24,0.51,-0.64,
0.05,0.07,0.26,0.95,1.24,0.51,-0.64,
0.053,0.03,0.26,0.96,1.24,0.51,-0.64,
0.056,-0.01,0.25,0.97,1.24,0.51,-0.64,
0.056,-0.01,0.25,0.97,0.59,0.51,-0.31,
0.058,-0.03,0.24,0.98,0.59,0.51,-0.31,
0.061,-0.06,0.23,1.00,0.59,0.51,-0.31,
0.061,-0.06,0.23,1.00,-0.10,0.44,-0.10,
0.062,-0.08,0.22,1.01,-0.10,0.44,-0.10,
0.065,-0.10,0.21,1.02,-0.10,0.44,-0.10,
0.065,-0.10,0.21,1.02,-0.66,0.27,0.16,
0.068,-0.11,0.19,1.03,-0.66,0.27,0.16,
0.07,-0.12,0.18,1.03,-0.66,0.27,0.16,
0.071,-0.12,0.18,1.03,-1.04,0.08,0.39,
0.073,-0.12,0.18,1.03,-1.04,0.08,0.39,
0.075,-0.10,0.17,1.02,-1.04,0.08,0.39,
0.076,-0.10,0.17,1.02,-1.29,-0.19,0.55,
0.078,-0.08,0.16,1.01,-1.29,-0.19,0.55,
0.08,-0.08,0.16,1.01,-1.21,-0.31,0.47,
0.08,-0.06,0.17,1.00,-1.21,-0.31,0.47,
0.082,-0.03,0.18,1.00,-1.21,-0.31,0.47,
0.085,0.00,0.18,0.99,-1.21,-0.31,0.47,
0.086,0.00,0.18,0.99,-0.81,-0.36,0.30,
0.088,0.06,0.21,0.97,-0.81,-0.36,0.30,
0.09,0.22,0.27,0.83,-0.81,-0.36,0.30,
0.09,0.22,0.27,0.83,-0.25,-0.21,0.16,
0.094,0.22,0.28,0.83,-0.25,-0.21,0.16,
0.094,0.19,0.29,0.88,-0.25,-0.21,0.16,
0.095,0.19,0.29,0.88,1.26,0.35,-0.76,
0.097,0.19,0.31,0.89,1.26,0.35,-0.76,
0.1,0.18,0.34,0.91,1.26,0.35,-0.76,
0.1,0.18,0.34,0.91,1.86,0.85,-1.18,
0.103,0.17,0.35,0.93,1.86,0.85,-1.18,
0.105,0.17,0.35,0.93,1.66,1.23,-0.72,
0.105,0.16,0.36,0.95,1.66,1.23,-0.72,
0.107,0.14,0.37,0.97,1.66,1.23,-0.72,
0.111,0.14,0.37,0.98,1.66,1.23,-0.72,
0.112,0.14,0.37,0.98,1.43,1.52,-0.33,
0.112,0.13,0.37,0.99,1.43,1.52,-0.33,
0.114,0.13,0.36,1.00,1.43,1.52,-0.33,
0.115,0.13,0.36,1.00,1.20,1.67,0.01,
0.117,0.12,0.35,1.00,1.20,1.67,0.01,
0.12,0.12,0.35,1.00,1.08,1.59,0.19,
0.12,0.12,0.34,1.01,1.08,1.59,0.19,
0.121,0.12,0.32,1.01,1.08,1.59,0.19,
0.131,0.11,0.31,1.02,1.08,1.59,0.19,
0.132,0.11,0.31,1.02,1.00,1.42,0.30,
0.132,0.10,0.29,1.03,1.00,1.42,0.30,
0.132,0.10,0.29,1.03,0.93,1.14,0.39,
0.132,0.10,0.27,1.02,0.93,1.14,0.39,
0.133,0.09,0.26,1.02,0.93,1.14,0.39,
0.134,0.08,0.25,1.02,0.93,1.14,0.39,
0.134,0.08,0.25,1.02,0.82,0.82,0.46,
0.136,0.07,0.24,1.03,0.82,0.82,0.46,
0.139,0.06,0.23,1.03,0.82,0.82,0.46,
0.139,0.06,0.23,1.03,0.69,0.58,0.40,
0.141,0.05,0.22,1.02,0.69,0.58,0.40,
0.144,0.04,0.22,1.02,0.69,0.58,0.40,
0.144,0.04,0.22,1.02,0.53,0.43,0.48,
0.146,0.03,0.22,1.01,0.53,0.43,0.48,
0.149,0.02,0.22,1.01,0.53,0.43,0.48,
0.149,0.02,0.22,1.01,0.35,0.31,0.41,
0.151,0.02,0.22,1.01,0.35,0.31,0.41,
0.154,0.02,0.22,1.01,0.18,0.32,0.29,
0.154,0.01,0.22,1.00,0.18,0.32,0.29,
0.156,-0.00,0.22,1.00,0.18,0.32,0.29,
0.16,-0.01,0.22,0.99,0.18,0.32,0.29,
0.163,-0.01,0.22,0.99,0.05,0.29,0.24,
0.163,-0.02,0.22,0.99,0.05,0.29,0.24,
0.164,-0.02,0.22,1.00,0.05,0.29,0.24,
0.164,-0.02,0.22,1.00,-0.09,0.32,0.13,
0.166,-0.03,0.22,0.99,-0.09,0.32,0.13,
0.169,-0.03,0.22,0.99,-0.18,0.32,0.11,
0.169,-0.03,0.22,1.00,-0.18,0.32,0.11,
0.171,-0.04,0.22,0.99,-0.18,0.32,0.11,
0.174,-0.05,0.21,1.00,-0.18,0.32,0.11,
0.174,-0.05,0.21,1.00,-0.28,0.31,0.13,
0.177,-0.05,0.21,1.00,-0.28,0.31,0.13,
0.179,-0.05,0.21,1.00,-0.37,0.29,0.12,
0.18,-0.05,0.20,0.99,-0.37,0.29,0.12,
0.181,-0.06,0.20,0.99,-0.37,0.29,0.12,
0.184,-0.07,0.20,0.99,-0.37,0.29,0.12,
0.184,-0.07,0.20,0.99,-0.44,0.21,0.11,
0.186,-0.08,0.20,0.99,-0.44,0.21,0.11,
0.189,-0.08,0.19,0.99,-0.44,0.21,0.11,
0.19,-0.08,0.19,0.99,-0.52,0.18,0.07,
0.191,-0.09,0.19,0.99,-0.52,0.18,0.07,
0.194,-0.09,0.18,0.99,-0.52,0.18,0.07,
0.194,-0.09,0.18,0.99,-0.65,0.12,0.07,
0.195,-0.10,0.18,0.99,-0.65,0.12,0.07,
0.198,-0.11,0.18,0.99,-0.65,0.12,0.07,
0.199,-0.11,0.18,0.99,-0.73,0.04,0.08,
0.201,-0.12,0.17,0.99,-0.73,0.04,0.08,
0.203,-0.12,0.17,0.99,-0.88,-0.00,0.05,
0.204,-0.13,0.17,0.99,-0.88,-0.00,0.05,
0.205,-0.13,0.17,0.99,-0.88,-0.00,0.05,
0.208,-0.15,0.17,1.00,-0.88,-0.00,0.05,
0.209,-0.15,0.17,1.00,-1.02,-0.07,0.06,
0.211,-0.15,0.16,1.00,-1.02,-0.07,0.06,
0.213,-0.16,0.17,1.00,-1.02,-0.07,0.06,
0.213,-0.16,0.17,1.00,-1.18,-0.09,0.12,
0.215,-0.17,0.16,1.01,-1.18,-0.09,0.12,
0.218,-0.18,0.16,1.00,-1.18,-0.09,0.12,
0.219,-0.18,0.16,1.00,-1.33,-0.11,0.19,
0.22,-0.18,0.16,0.99,-1.33,-0.11,0.19,
0.223,-0.19,0.15,1.00,-1.33,-0.11,0.19,
0.223,-0.19,0.15,1.00,-1.47,-0.14,0.19,
0.225,-0.19,0.16,0.99,-1.47,-0.14,0.19,
0.23,-0.19,0.16,0.99,-1.59,-0.20,0.11,
0.23,-0.20,0.16,0.99,-1.59,-0.20,0.11,
0.23,-0.20,0.15,1.00,-1.59,-0.20,0.11,
