
time,gFx,gFy,gFz,ax,ay,az,
0.003,-0.02,0.15,0.99,0.09,0.10,0.09,
0.003,-0.02,0.15,0.98,0.09,0.10,0.09,
0.003,-0.02,0.15,0.98,0.12,0.13,-0.04,
0.003,-0.02,0.16,0.99,0.12,0.13,-0.04,
0.006,-0.02,0.16,0.99,0.12,0.15,-0.03,
0.006,-0.01,0.16,0.99,0.12,0.15,-0.03,
0.008,-0.01,0.16,0.99,0.12,0.15,-0.03,
0.011,-0.01,0.16,0.99,0.15,0.20,-0.01,
0.011,-0.01,0.16,1.00,0.15,0.20,-0.01,
0.02,-0.01,0.16,1.01,0.15,0.20,-0.01,
0.02,-0.01,0.17,1.01,0.15,0.20,-0.01,
0.02,-0.01,0.17,1.01,0.18,0.21,0.06,
0.02,-0.02,0.16,1.03,0.18,0.21,0.06,
0.021,-0.02,0.16,1.03,0.18,0.27,0.16,
0.021,-0.02,0.16,1.04,0.18,0.27,0.16,
0.023,-0.03,0.16,1.05,0.18,0.27,0.16,
0.026,-0.03,0.16,1.04,0.18,0.27,0.16,
0.026,-0.03,0.16,1.04,0.11,0.22,0.39,
0.034,-0.03,0.16,1.04,0.11,0.22,0.39,
0.034,-0.04,0.16,1.05,0.11,0.22,0.39,
0.034,-0.04,0.16,1.05,0.03,0.21,0.50,
0.034,-0.04,0.16,1.04,0.03,0.21,0.50,
0.036,-0.05,0.15,1.04,0.03,0.21,0.50,
0.036,-0.05,0.15,1.04,-0.05,0.21,0.52,
0.038,-0.05,0.14,1.04,-0.05,0.21,0.52,
0.041,-0.06,0.14,1.04,-0.05,0.21,0.52,
0.041,-0.06,0.14,1.04,-0.11,0.14,0.47,
0.043,-0.07,0.12,1.05,-0.11,0.14,0.47,
0.049,-0.07,0.11,1.05,-0.11,0.14,0.47,
0.049,-0.07,0.11,1.05,-0.21,0.04,0.49,
0.05,-0.08,0.10,1.05,-0.21,0.04,0.49,
0.05,-0.08,0.10,1.04,-0.21,0.04,0.49,
0.05,-0.08,0.10,1.04,-0.32,-0.17,0.55,
0.053,-0.09,0.09,1.04,-0.32,-0.17,0.55,
0.055,-0.09,0.09,1.04,-0.41,-0.34,0.48,
0.056,-0.08,0.10,1.03,-0.41,-0.34,0.48,
0.058,-0.09,0.10,1.03,-0.41,-0.34,0.48,
0.06,-0.09,0.10,1.03,-0.41,-0.34,0.48,
0.061,-0.09,0.10,1.03,-0.44,-0.37,0.39,
0.066,-0.09,0.11,1.03,-0.44,-0.37,0.39,
0.067,-0.09,0.11,1.03,-0.48,-0.31,0.37,
0.067,-0.09,0.11,1.02,-0.48,-0.31,0.37,
0.068,-0.09,0.11,1.03,-0.48,-0.31,0.37,
