
time,gFx,gFy,gFz,ax,ay,az,
0.004,0.04,0.13,1.03,0.15,0.01,-0.09,
0.005,0.04,0.13,1.03,0.11,-0.01,0.10,
0.005,0.05,0.13,1.03,0.11,-0.01,0.10,
0.005,0.05,0.13,1.04,0.11,-0.01,0.10,
0.005,0.05,0.13,1.04,0.17,-0.03,0.33,
0.005,0.05,0.13,1.04,0.17,-0.03,0.33,
0.006,0.05,0.14,1.05,0.17,-0.03,0.33,
0.007,0.05,0.14,1.05,0.19,-0.02,0.47,
0.016,0.05,0.14,1.06,0.19,-0.02,0.47,
0.017,0.05,0.14,1.05,0.19,-0.02,0.47,
0.017,0.05,0.14,1.05,0.25,-0.02,0.53,
0.017,0.05,0.14,1.05,0.25,-0.02,0.53,
0.017,0.05,0.15,1.05,0.25,-0.02,0.53,
0.018,0.05,0.15,1.05,0.21,0.04,0.63,
0.019,0.05,0.15,1.05,0.21,0.04,0.63,
0.021,0.05,0.15,1.05,0.21,0.04,0.63,
0.022,0.05,0.15,1.05,0.23,0.09,0.59,
0.024,0.04,0.15,1.04,0.23,0.09,0.59,
0.029,0.04,0.15,1.04,0.23,0.09,0.59,
0.029,0.04,0.15,1.04,0.23,0.11,0.56,
0.029,0.04,0.15,1.03,0.23,0.11,0.56,
0.031,0.04,0.15,1.02,0.23,0.11,0.56,
0.031,0.04,0.15,1.02,0.13,0.11,0.44,
0.034,0.04,0.15,1.02,0.13,0.11,0.44,
0.037,0.04,0.15,1.02,0.12,0.12,0.37,
0.037,0.05,0.15,1.00,0.12,0.12,0.37,
0.039,0.05,0.16,1.01,0.12,0.12,0.37,
0.042,0.05,0.16,1.00,0.12,0.12,0.37,
0.042,0.05,0.16,1.00,0.19,0.09,0.20,
0.044,0.05,0.15,1.00,0.19,0.09,0.20,
0.046,0.05,0.15,0.99,0.19,0.09,0.20,
0.046,0.05,0.15,0.99,0.21,0.14,0.13,
0.049,0.06,0.15,0.99,0.21,0.14,0.13,
0.052,0.06,0.14,0.99,0.21,0.14,0.13,
0.052,0.06,0.14,0.99,0.22,0.10,0.06,
0.054,0.06,0.14,0.99,0.22,0.10,0.06,
0.057,0.06,0.14,0.99,0.22,0.10,0.06,
0.057,0.06,0.14,0.99,0.34,-0.02,-0.01,
0.06,0.05,0.14,1.00,0.34,-0.02,-0.01,
0.061,0.04,0.14,1.00,0.34,-0.02,-0.01,
0.061,0.04,0.14,1.00,0.29,-0.06,-0.02,
0.064,0.03,0.14,1.01,0.29,-0.06,-0.02,
0.067,0.02,0.14,1.01,0.29,-0.06,-0.02,
0.067,0.02,0.14,1.01,0.16,-0.04,0.06,
0.069,0.01,0.15,1.01,0.16,-0.04,0.06,
0.072,0.02,0.15,1.01,0.16,-0.04,0.06,
0.072,0.02,0.15,1.01,0.01,-0.04,0.17,
0.074,0.02,0.15,1.02,0.01,-0.04,0.17,
0.077,0.03,0.15,1.02,0.01,-0.04,0.17,
0.077,0.03,0.15,1.02,-0.06,0.02,0.20,
0.078,0.03,0.15,1.02,-0.06,0.02,0.20,
0.081,0.03,0.15,1.02,-0.06,0.02,0.20,
0.081,0.03,0.15,1.02,0.02,0.00,0.26,
0.084,0.03,0.15,1.01,0.02,0.00,0.26,
0.087,0.04,0.15,1.01,0.02,0.00,0.26,
0.087,0.04,0.15,1.01,0.10,0.03,0.24,
0.089,0.03,0.15,1.01,0.10,0.03,0.24,
0.091,0.03,0.15,1.00,0.10,0.03,0.24,
0.091,0.03,0.15,1.00,0.13,-0.03,0.21,
0.094,0.03,0.14,1.00,0.13,-0.03,0.21,
0.097,0.03,0.14,1.00,0.14,-0.03,0.15,
0.097,0.03,0.14,1.00,0.14,-0.03,0.15,
0.099,0.03,0.14,0.99,0.14,-0.03,0.15,
0.101,0.03,0.14,0.99,0.14,-0.13,0.06,
0.101,0.03,0.15,0.99,0.14,-0.13,0.06,
0.104,0.03,0.14,0.99,0.14,-0.13,0.06,
0.106,0.02,0.15,0.99,0.14,-0.13,0.06,
0.106,0.02,0.15,0.99,0.12,-0.11,-0.02,
0.109,0.02,0.15,0.98,0.12,-0.11,-0.02,
0.113,0.02,0.15,0.99,0.12,-0.11,-0.02,
0.114,0.02,0.15,0.99,0.09,-0.13,-0.02,
0.114,0.02,0.15,0.99,0.09,-0.13,-0.02,
0.116,0.02,0.15,0.98,0.09,-0.13,-0.02,
0.116,0.02,0.15,0.98,0.08,-0.10,-0.06,
0.118,0.02,0.15,0.98,0.08,-0.10,-0.06,
0.121,0.02,0.15,0.98,0.08,-0.10,-0.06,
0.121,0.02,0.15,0.98,0.05,-0.09,-0.06,
0.123,0.01,0.15,0.98,0.05,-0.09,-0.06,
0.126,0.01,0.15,0.98,0.05,-0.09,-0.06,
0.126,0.01,0.15,0.98,0.04,-0.05,-0.08,
0.128,0.01,0.15,0.98,0.04,-0.05,-0.08,
0.13,0.01,0.15,0.98,0.04,-0.05,-0.08,
0.131,0.01,0.15,0.98,-0.00,-0.06,-0.11,
0.133,0.01,0.15,0.98,-0.00,-0.06,-0.11,
0.136,0.01,0.16,0.98,-0.00,-0.06,-0.11,
0.136,0.01,0.16,0.98,-0.01,-0.07,-0.08,
0.138,0.01,0.15,0.98,-0.01,-0.07,-0.08,
0.14,0.01,0.15,0.99,-0.01,-0.07,-0.08,
0.14,0.01,0.15,0.99,-0.00,-0.06,-0.11,
0.144,0.01,0.15,0.99,-0.00,-0.06,-0.11,
0.146,0.01,0.16,0.98,-0.00,-0.06,-0.11,
0.146,0.01,0.16,0.98,0.02,-0.12,-0.02,
0.148,0.01,0.16,1.00,0.02,-0.12,-0.02,
0.15,0.01,0.16,0.99,0.02,-0.12,-0.02,
0.15,0.01,0.16,0.99,0.03,-0.06,-0.03,
0.153,0.01,0.16,0.99,0.03,-0.06,-0.03,
0.156,0.01,0.16,0.99,0.03,-0.06,-0.03,
0.156,0.01,0.16,0.99,0.02,-0.06,0.03,
0.157,0.01,0.16,0.99,0.02,-0.06,0.03,
0.16,0.02,0.16,0.99,0.02,-0.06,0.03,
0.163,0.02,0.16,0.99,-0.01,-0.04,0.01,
0.163,0.01,0.16,0.99,-0.01,-0.04,0.01,
0.165,0.01,0.16,0.99,-0.01,-0.04,0.01,
0.166,0.01,0.16,0.99,0.04,-0.04,0.03,
0.168,0.02,0.16,0.98,0.04,-0.04,0.03,
0.17,0.01,0.16,0.97,0.04,-0.04,0.03,
0.17,0.01,0.16,0.97,0.03,-0.05,-0.01,
0.172,0.02,0.16,0.97,0.03,-0.05,-0.01,
0.175,0.02,0.17,0.96,0.03,-0.05,-0.01,
0.175,0.02,0.17,0.96,0.06,-0.08,-0.10,
0.177,0.02,0.16,0.95,0.06,-0.08,-0.10,
0.18,0.02,0.16,0.96,0.06,-0.08,-0.10,
0.18,0.02,0.16,0.96,0.11,-0.06,-0.22,
0.183,0.02,0.16,0.94,0.11,-0.06,-0.22,
0.185,0.02,0.16,0.94,0.11,-0.06,-0.22,
0.185,0.02,0.16,0.94,0.12,-0.11,-0.32,
0.187,0.02,0.16,0.92,0.12,-0.11,-0.32,
0.19,0.02,0.16,0.93,0.12,-0.11,-0.32,
0.19,0.02,0.16,0.93,0.15,-0.13,-0.46,
0.193,0.02,0.16,0.93,0.15,-0.13,-0.46,
0.196,0.02,0.16,0.92,0.15,-0.13,-0.46,
0.196,0.02,0.16,0.92,0.15,-0.14,-0.61,
0.198,0.02,0.16,0.91,0.15,-0.14,-0.61,
0.2,0.02,0.16,0.91,0.12,-0.14,-0.60,
0.201,0.02,0.17,0.90,0.12,-0.14,-0.60,
0.203,0.02,0.17,0.90,0.12,-0.14,-0.60,
0.205,0.02,0.17,0.89,0.12,-0.14,-0.60,
0.205,0.02,0.17,0.89,0.13,-0.11,-0.79,
0.207,0.01,0.17,0.89,0.13,-0.11,-0.79,
0.209,0.01,0.17,0.88,0.13,-0.11,-0.79,
0.211,0.01,0.17,0.88,0.14,-0.08,-0.86,
0.212,0.01,0.17,0.87,0.14,-0.08,-0.86,
