
time,gFx,gFy,gFz,ax,ay,az,
0.004,-0.05,0.09,0.99,-0.56,-0.31,0.30,
0.004,-0.05,0.09,0.99,-0.47,-0.28,0.11,
0.005,-0.04,0.09,0.98,-0.47,-0.28,0.11,
0.005,-0.03,0.09,0.98,-0.47,-0.28,0.11,
0.005,-0.03,0.09,0.98,-0.33,-0.16,-0.07,
0.005,0.02,0.09,0.96,-0.33,-0.16,-0.07,
0.005,0.07,0.08,0.92,-0.33,-0.16,-0.07,
0.006,0.07,0.08,0.92,-0.18,-0.12,-0.15,
0.008,0.04,0.10,0.93,-0.18,-0.12,-0.15,
0.009,0.01,0.11,0.93,-0.18,-0.12,-0.15,
0.011,0.01,0.11,0.93,0.61,-0.19,-0.57,
0.013,-0.01,0.13,0.93,0.61,-0.19,-0.57,
0.021,-0.03,0.14,0.94,0.61,-0.19,-0.57,
0.022,-0.03,0.14,0.94,0.36,0.02,-0.64,
0.022,-0.03,0.15,0.96,0.36,0.02,-0.64,
0.022,-0.04,0.16,0.95,0.36,0.02,-0.64,
0.022,-0.04,0.16,0.95,-0.03,0.27,-0.59,
0.022,-0.05,0.17,0.96,-0.03,0.27,-0.59,
0.025,-0.05,0.17,0.96,-0.03,0.27,-0.59,
0.025,-0.05,0.17,0.96,-0.19,0.44,-0.38,
0.027,-0.05,0.17,0.96,-0.19,0.44,-0.38,
0.029,-0.04,0.17,0.96,-0.19,0.44,-0.38,
0.03,-0.04,0.17,0.96,-0.34,0.58,-0.35,
0.039,-0.04,0.17,0.96,-0.34,0.58,-0.35,
0.039,-0.03,0.16,0.96,-0.34,0.58,-0.35,
0.04,-0.03,0.16,0.96,-0.33,0.57,-0.34,
0.04,-0.03,0.17,0.96,-0.33,0.57,-0.34,
0.04,-0.02,0.16,0.97,-0.33,0.57,-0.34,
0.04,-0.02,0.16,0.97,-0.20,0.53,-0.30,
0.042,-0.02,0.16,0.98,-0.20,0.53,-0.30,
0.045,-0.01,0.16,0.99,-0.20,0.53,-0.30,
0.045,-0.01,0.16,0.99,-0.10,0.51,-0.23,
0.055,-0.01,0.16,0.99,-0.10,0.51,-0.23,
0.056,-0.00,0.16,0.99,-0.10,0.51,-0.23,
0.056,-0.00,0.16,0.99,-0.01,0.44,-0.09,
0.056,-0.00,0.15,1.00,-0.01,0.44,-0.09,
0.056,-0.00,0.15,1.00,0.06,0.42,-0.03,
0.056,-0.00,0.16,1.00,0.06,0.42,-0.03,
0.057,-0.00,0.15,1.01,0.06,0.42,-0.03,
0.06,-0.00,0.16,1.01,0.06,0.42,-0.03,
0.06,-0.00,0.16,1.01,0.08,0.40,0.07,
0.062,-0.01,0.15,1.01,0.08,0.40,0.07,
0.07,-0.01,0.15,1.01,0.08,0.40,0.07,
0.071,-0.01,0.15,1.01,0.08,0.38,0.14,
0.071,-0.01,0.15,1.01,0.08,0.38,0.14,
0.071,-0.01,0.15,1.01,0.05,0.37,0.16,
0.072,-0.01,0.15,1.00,0.05,0.37,0.16,
0.072,-0.01,0.15,1.00,0.05,0.37,0.16,
0.075,-0.02,0.14,1.01,0.05,0.37,0.16,
0.075,-0.02,0.14,1.01,-0.00,0.36,0.12,
0.077,-0.02,0.15,1.01,-0.00,0.36,0.12,
0.079,-0.02,0.14,1.00,-0.00,0.36,0.12,
0.08,-0.02,0.14,1.00,-0.04,0.31,0.13,
0.09,-0.03,0.14,1.01,-0.04,0.31,0.13,
0.09,-0.03,0.14,1.01,-0.04,0.31,0.13,
0.091,-0.03,0.14,1.01,-0.09,0.29,0.13,
0.091,-0.03,0.14,1.01,-0.09,0.29,0.13,
0.091,-0.03,0.14,1.01,-0.09,0.29,0.13,
0.091,-0.03,0.14,1.01,-0.17,0.28,0.12,
0.092,-0.03,0.14,1.01,-0.17,0.28,0.12,
0.094,-0.04,0.14,1.01,-0.17,0.28,0.12,
0.094,-0.04,0.14,1.01,-0.15,0.27,0.15,
0.096,-0.05,0.14,1.02,-0.15,0.27,0.15,
0.104,-0.05,0.14,1.02,-0.15,0.27,0.15,
0.105,-0.05,0.14,1.02,-0.21,0.27,0.18,
0.105,-0.06,0.14,1.02,-0.21,0.27,0.18,
0.105,-0.06,0.14,1.02,-0.34,0.28,0.23,
0.105,-0.06,0.14,1.02,-0.34,0.28,0.23,
0.107,-0.07,0.15,1.02,-0.34,0.28,0.23,
0.109,-0.07,0.15,1.02,-0.34,0.28,0.23,
0.109,-0.07,0.15,1.02,-0.40,0.26,0.26,
0.112,-0.08,0.15,1.02,-0.40,0.26,0.26,
0.122,-0.08,0.15,1.02,-0.40,0.26,0.26,
0.122,-0.08,0.15,1.02,-0.53,0.36,0.23,
0.123,-0.08,0.15,1.02,-0.53,0.36,0.23,
0.123,-0.09,0.15,1.02,-0.53,0.36,0.23,
0.123,-0.09,0.15,1.02,-0.60,0.38,0.24,
0.123,-0.09,0.15,1.02,-0.60,0.38,0.24,
0.123,-0.09,0.15,1.02,-0.60,0.38,0.24,
0.124,-0.09,0.15,1.02,-0.64,0.39,0.24,
0.126,-0.10,0.15,1.02,-0.64,0.39,0.24,
0.128,-0.10,0.15,1.01,-0.64,0.39,0.24,
0.128,-0.10,0.15,1.01,-0.69,0.37,0.26,
0.136,-0.10,0.15,1.02,-0.69,0.37,0.26,
0.137,-0.10,0.15,1.01,-0.69,0.37,0.26,
0.137,-0.10,0.15,1.01,-0.76,0.37,0.19,
0.138,-0.10,0.14,1.01,-0.76,0.37,0.19,
0.138,-0.10,0.14,1.01,-0.76,0.37,0.19,
0.138,-0.10,0.14,1.01,-0.77,0.34,0.18,
0.14,-0.10,0.13,1.01,-0.77,0.34,0.18,
0.143,-0.10,0.13,1.00,-0.77,0.34,0.18,
0.143,-0.10,0.13,1.00,-0.78,0.27,0.12,
0.145,-0.10,0.13,1.00,-0.78,0.27,0.12,
0.153,-0.10,0.13,1.00,-0.78,0.27,0.12,
