
time,gFx,gFy,gFz,ax,ay,az,
0.008,-0.04,-0.00,1.00,-0.77,-0.68,-0.25,
0.008,-0.04,-0.00,1.01,-0.77,-0.68,-0.25,
0.008,-0.04,-0.00,1.01,-0.74,-0.90,-0.08,
0.009,-0.04,-0.01,1.01,-0.74,-0.90,-0.08,
0.009,-0.02,-0.00,1.02,-0.74,-0.90,-0.08,
0.009,-0.02,-0.00,1.02,-0.69,-0.98,0.08,
0.009,-0.01,0.00,1.02,-0.69,-0.98,0.08,
0.01,-0.01,0.01,1.02,-0.69,-0.98,0.08,
0.01,-0.01,0.01,1.02,-0.59,-1.01,0.17,
0.01,-0.01,0.02,1.02,-0.59,-1.01,0.17,
0.01,0.00,0.03,1.02,-0.59,-1.01,0.17,
0.01,0.00,0.03,1.02,-0.43,-0.91,0.24,
0.015,0.01,0.03,1.02,-0.43,-0.91,0.24,
0.015,0.01,0.03,1.02,-0.34,-0.74,0.25,
0.016,0.01,0.04,1.02,-0.34,-0.74,0.25,
0.026,0.01,0.05,1.01,-0.34,-0.74,0.25,
0.026,0.02,0.06,1.01,-0.34,-0.74,0.25,
0.026,0.02,0.06,1.01,-0.25,-0.59,0.19,
0.026,0.03,0.07,1.00,-0.25,-0.59,0.19,
0.027,0.04,0.09,1.00,-0.25,-0.59,0.19,
0.027,0.04,0.09,1.00,-0.15,-0.40,0.15,
0.028,0.05,0.10,1.00,-0.15,-0.40,0.15,
0.031,0.06,0.11,1.00,-0.15,-0.40,0.15,
0.031,0.06,0.11,1.00,0.02,-0.17,0.05,
0.049,0.07,0.12,1.00,0.02,-0.17,0.05,
0.049,0.08,0.12,1.01,0.02,-0.17,0.05,
0.05,0.08,0.12,1.01,0.26,0.05,0.01,
0.05,0.10,0.13,1.01,0.26,0.05,0.01,
0.05,0.10,0.13,1.01,0.48,0.22,0.06,
0.05,0.11,0.14,1.01,0.48,0.22,0.06,
0.051,0.12,0.15,1.02,0.48,0.22,0.06,
0.051,0.13,0.15,1.02,0.48,0.22,0.06,
0.051,0.13,0.15,1.02,0.71,0.42,0.15,
0.051,0.13,0.16,1.02,0.71,0.42,0.15,
0.052,0.13,0.16,1.01,0.71,0.42,0.15,
0.052,0.13,0.16,1.01,0.94,0.53,0.25,
0.053,0.12,0.17,1.00,0.94,0.53,0.25,
0.056,0.12,0.17,1.00,1.00,0.67,0.22,
0.056,0.11,0.16,0.99,1.00,0.67,0.22,
0.058,0.09,0.16,0.97,1.00,0.67,0.22,
0.061,0.07,0.16,0.96,1.00,0.67,0.22,
0.061,0.07,0.16,0.96,0.85,0.66,-0.03,
0.062,0.05,0.15,0.95,0.85,0.66,-0.03,
0.068,0.05,0.15,0.95,0.51,0.63,-0.30,
0.068,0.03,0.14,0.94,0.51,0.63,-0.30,
0.068,0.01,0.13,0.94,0.51,0.63,-0.30,
0.07,-0.01,0.12,0.94,0.51,0.63,-0.30,
0.07,-0.01,0.12,0.94,0.16,0.47,-0.52,
0.072,-0.03,0.11,0.93,0.16,0.47,-0.52,
0.076,-0.04,0.10,0.92,0.16,0.47,-0.52,
0.076,-0.04,0.10,0.92,-0.23,0.30,-0.58,
0.078,-0.06,0.09,0.92,-0.23,0.30,-0.58,
0.08,-0.07,0.08,0.93,-0.23,0.30,-0.58,
0.081,-0.07,0.08,0.93,-0.51,0.07,-0.67,
0.084,-0.07,0.07,0.93,-0.51,0.07,-0.67,
0.086,-0.08,0.07,0.93,-0.51,0.07,-0.67,
0.086,-0.08,0.07,0.93,-0.83,-0.11,-0.67,
0.088,-0.07,0.06,0.93,-0.83,-0.11,-0.67,
0.09,-0.07,0.06,0.93,-0.92,-0.25,-0.64,
0.091,-0.07,0.06,0.94,-0.92,-0.25,-0.64,
0.092,-0.07,0.05,0.94,-0.92,-0.25,-0.64,
0.096,-0.06,0.05,0.96,-0.92,-0.25,-0.64,
0.096,-0.06,0.05,0.96,-0.88,-0.35,-0.57,
0.097,-0.05,0.05,0.97,-0.88,-0.35,-0.57,
0.1,-0.04,0.05,0.99,-0.88,-0.35,-0.57,
0.1,-0.04,0.05,0.99,-0.81,-0.41,-0.41,
0.102,-0.03,0.05,1.00,-0.81,-0.41,-0.41,
0.105,-0.02,0.05,1.00,-0.81,-0.41,-0.41,
0.105,-0.02,0.05,1.00,-0.64,-0.38,-0.14,
0.108,-0.01,0.06,1.01,-0.64,-0.38,-0.14,
0.11,-0.00,0.07,1.02,-0.64,-0.38,-0.14,
0.111,-0.00,0.07,1.02,-0.44,-0.35,0.06,
0.113,0.01,0.07,1.02,-0.44,-0.35,0.06,
0.115,0.01,0.07,1.02,-0.26,-0.25,0.23,
0.116,0.01,0.07,1.03,-0.26,-0.25,0.23,
0.117,0.02,0.08,1.03,-0.26,-0.25,0.23,
0.12,0.03,0.09,1.02,-0.26,-0.25,0.23,
0.121,0.03,0.09,1.02,-0.13,-0.15,0.29,
0.122,0.03,0.09,1.01,-0.13,-0.15,0.29,
0.124,0.04,0.10,1.01,-0.13,-0.15,0.29,
0.125,0.04,0.10,1.01,-0.02,-0.04,0.29,
0.126,0.05,0.11,1.00,-0.02,-0.04,0.29,
0.13,0.06,0.11,0.99,-0.02,-0.04,0.29,
0.13,0.06,0.11,0.99,0.14,0.05,0.17,
0.131,0.07,0.12,0.99,0.14,0.05,0.17,
0.137,0.07,0.12,0.99,0.14,0.05,0.17,
0.137,0.07,0.12,0.99,0.30,0.23,-0.03,
0.137,0.07,0.12,0.99,0.30,0.23,-0.03,
0.139,0.07,0.12,0.99,0.40,0.31,-0.05,
0.139,0.08,0.12,1.00,0.40,0.31,-0.05,
0.141,0.08,0.12,1.01,0.40,0.31,-0.05,
0.144,0.08,0.12,1.01,0.44,0.33,0.02,
0.144,0.08,0.12,1.01,0.44,0.33,0.02,
0.147,0.07,0.12,1.02,0.44,0.33,0.02,
0.15,0.08,0.13,1.02,0.44,0.33,0.02,
0.151,0.08,0.13,1.02,0.47,0.34,0.15,
0.152,0.09,0.13,1.03,0.47,0.34,0.15,
0.154,0.09,0.14,1.03,0.47,0.34,0.15,
0.155,0.09,0.14,1.03,0.44,0.36,0.26,
0.156,0.10,0.14,1.02,0.44,0.36,0.26,
0.16,0.10,0.14,1.01,0.44,0.36,0.26,
0.16,0.10,0.14,1.01,0.56,0.44,0.30,
0.162,0.11,0.14,0.98,0.56,0.44,0.30,
0.164,0.11,0.14,0.98,0.67,0.44,0.15,
0.164,0.12,0.14,0.97,0.67,0.44,0.15,
0.167,0.12,0.14,0.96,0.67,0.44,0.15,
0.17,0.11,0.14,0.95,0.67,0.44,0.15,
0.17,0.11,0.14,0.95,0.79,0.46,-0.16,
0.171,0.10,0.14,0.95,0.79,0.46,-0.16,
0.174,0.10,0.13,0.94,0.79,0.46,-0.16,
0.174,0.10,0.13,0.94,0.77,0.43,-0.35,
0.176,0.08,0.13,0.93,0.77,0.43,-0.35,
0.179,0.07,0.12,0.92,0.77,0.43,-0.35,
0.18,0.07,0.12,0.92,0.67,0.41,-0.51,
0.181,0.06,0.11,0.92,0.67,0.41,-0.51,
0.184,0.05,0.10,0.91,0.67,0.41,-0.51,
0.184,0.05,0.10,0.91,0.41,0.30,-0.64,
0.187,0.03,0.09,0.91,0.41,0.30,-0.64,
0.189,0.03,0.09,0.91,0.17,0.08,-0.78,
0.189,0.02,0.08,0.91,0.17,0.08,-0.78,
0.192,0.01,0.07,0.91,0.17,0.08,-0.78,
0.195,0.00,0.06,0.92,0.17,0.08,-0.78,
