
time,gFx,gFy,gFz,ax,ay,az,
0.006,0.01,0.14,0.96,-0.27,-0.35,-0.08,
0.007,0.01,0.14,0.96,-0.27,-0.35,-0.08,
0.007,0.01,0.14,0.96,-0.25,-0.32,-0.14,
0.007,0.01,0.14,0.96,-0.25,-0.32,-0.14,
0.007,0.01,0.14,0.96,-0.25,-0.32,-0.14,
0.007,0.01,0.14,0.96,-0.21,-0.26,-0.23,
0.008,0.01,0.15,0.97,-0.21,-0.26,-0.23,
0.008,0.01,0.15,0.97,-0.15,-0.17,-0.25,
0.008,0.02,0.16,0.97,-0.15,-0.17,-0.25,
0.012,0.01,0.17,0.96,-0.15,-0.17,-0.25,
0.013,0.01,0.17,0.97,-0.15,-0.17,-0.25,
0.013,0.01,0.17,0.97,-0.13,-0.08,-0.19,
0.023,0.01,0.17,0.97,-0.13,-0.08,-0.19,
0.024,0.01,0.17,0.97,-0.13,-0.08,-0.19,
0.024,0.01,0.17,0.97,-0.12,0.08,-0.20,
0.024,0.01,0.17,0.97,-0.12,0.08,-0.20,
0.024,0.01,0.17,0.97,-0.12,0.08,-0.20,
0.025,0.01,0.17,0.97,-0.11,0.12,-0.14,
0.025,0.02,0.17,0.97,-0.11,0.12,-0.14,
0.028,0.02,0.16,0.98,-0.11,0.12,-0.14,
0.028,0.02,0.16,0.98,-0.07,0.11,-0.13,
0.03,0.02,0.16,0.98,-0.07,0.11,-0.13,
0.038,0.02,0.16,0.99,-0.07,0.11,-0.13,
0.039,0.02,0.16,0.99,0.01,0.08,-0.10,
0.039,0.02,0.16,0.98,0.01,0.08,-0.10,
0.039,0.02,0.16,0.99,0.01,0.08,-0.10,
0.039,0.02,0.16,0.99,0.04,0.07,-0.00,
0.04,0.02,0.16,0.99,0.04,0.07,-0.00,
0.042,0.02,0.16,0.99,0.04,0.07,-0.00,
0.043,0.02,0.16,0.99,0.08,0.05,-0.04,
0.045,0.02,0.15,0.99,0.08,0.05,-0.04,
0.047,0.02,0.15,1.00,0.08,0.05,-0.04,
0.048,0.02,0.15,1.00,0.06,0.07,0.00,
0.056,0.02,0.16,1.00,0.06,0.07,0.00,
0.057,0.01,0.16,1.01,0.06,0.07,0.00,
0.057,0.01,0.16,1.01,0.06,0.04,0.06,
0.057,0.01,0.16,1.02,0.06,0.04,0.06,
0.057,0.01,0.15,1.03,0.06,0.04,0.06,
0.058,0.01,0.15,1.03,0.03,0.12,0.17,
0.06,0.00,0.15,1.03,0.03,0.12,0.17,
0.062,0.00,0.15,1.04,0.03,0.12,0.17,
0.063,0.00,0.15,1.04,-0.01,0.10,0.32,
0.072,0.00,0.14,1.04,-0.01,0.10,0.32,
0.073,0.00,0.14,1.04,-0.01,0.10,0.32,
0.073,0.00,0.14,1.04,-0.05,0.04,0.45,
0.073,-0.00,0.13,1.03,-0.05,0.04,0.45,
0.073,-0.01,0.13,1.04,-0.05,0.04,0.45,
0.074,-0.01,0.13,1.04,-0.05,-0.04,0.48,
0.074,-0.02,0.13,1.05,-0.05,-0.04,0.48,
0.078,-0.02,0.13,1.05,-0.14,-0.14,0.47,
0.078,-0.02,0.12,1.05,-0.14,-0.14,0.47,
0.08,-0.03,0.12,1.05,-0.14,-0.14,0.47,
0.089,-0.03,0.12,1.05,-0.26,-0.17,0.56,
0.09,-0.03,0.12,1.05,-0.26,-0.17,0.56,
0.09,-0.03,0.12,1.06,-0.26,-0.17,0.56,
0.09,-0.03,0.12,1.05,-0.26,-0.17,0.56,
0.091,-0.03,0.12,1.05,-0.32,-0.18,0.55,
0.091,-0.03,0.12,1.06,-0.32,-0.18,0.55,
0.092,-0.02,0.13,1.07,-0.32,-0.18,0.55,
0.093,-0.02,0.13,1.07,-0.35,-0.19,0.61,
0.095,-0.02,0.13,1.06,-0.35,-0.19,0.61,
0.097,-0.02,0.13,1.06,-0.35,-0.19,0.61,
0.098,-0.02,0.13,1.06,-0.28,-0.16,0.69,
0.108,-0.02,0.13,1.05,-0.28,-0.16,0.69,
0.109,-0.01,0.13,1.05,-0.28,-0.16,0.69,
0.109,-0.01,0.13,1.05,-0.24,-0.11,0.65,
0.109,-0.00,0.13,1.04,-0.24,-0.11,0.65,
0.11,-0.00,0.13,1.04,-0.13,-0.09,0.55,
0.11,0.01,0.14,1.03,-0.13,-0.09,0.55,
0.11,0.01,0.14,1.02,-0.13,-0.09,0.55,
0.112,0.01,0.14,1.02,-0.13,-0.09,0.55,
0.113,0.01,0.14,1.02,0.01,-0.08,0.40,
0.125,0.02,0.14,1.01,0.01,-0.08,0.40,
0.125,0.02,0.14,1.00,0.01,-0.08,0.40,
0.125,0.02,0.14,1.00,0.09,-0.08,0.29,
0.126,0.02,0.15,1.00,0.09,-0.08,0.29,
0.126,0.02,0.16,0.99,0.09,-0.08,0.29,
0.126,0.02,0.16,0.99,0.17,-0.03,0.14,
0.127,0.02,0.16,0.98,0.17,-0.03,0.14,
0.127,0.02,0.16,0.98,0.17,-0.03,0.14,
0.127,0.02,0.16,0.98,0.22,0.05,-0.03,
0.129,0.02,0.17,0.98,0.22,0.05,-0.03,
0.14,0.02,0.17,0.97,0.22,0.05,-0.03,
0.14,0.02,0.17,0.97,0.21,0.12,-0.10,
0.141,0.02,0.18,0.97,0.21,0.12,-0.10,
0.141,0.03,0.18,0.96,0.21,0.12,-0.10,
0.141,0.03,0.18,0.96,0.23,0.22,-0.17,
0.142,0.03,0.18,0.96,0.23,0.22,-0.17,
0.142,0.03,0.18,0.96,0.23,0.22,-0.17,
0.142,0.03,0.18,0.96,0.23,0.27,-0.26,
0.144,0.03,0.19,0.95,0.23,0.27,-0.26,
0.146,0.04,0.19,0.95,0.23,0.27,-0.26,
0.146,0.04,0.19,0.95,0.31,0.28,-0.36,
0.155,0.04,0.18,0.95,0.31,0.28,-0.36,
0.156,0.04,0.19,0.95,0.31,0.28,-0.36,
0.156,0.04,0.19,0.95,0.37,0.32,-0.40,
0.156,0.05,0.19,0.94,0.37,0.32,-0.40,
0.156,0.05,0.18,0.93,0.37,0.32,-0.40,
0.157,0.05,0.18,0.93,0.43,0.31,-0.41,
0.158,0.05,0.18,0.94,0.43,0.31,-0.41,
0.161,0.06,0.18,0.94,0.43,0.31,-0.41,
0.161,0.06,0.18,0.94,0.49,0.29,-0.51,
0.163,0.06,0.18,0.94,0.49,0.29,-0.51,
0.17,0.05,0.19,0.95,0.49,0.29,-0.51,
0.171,0.05,0.19,0.95,0.53,0.27,-0.49,
0.172,0.05,0.19,0.94,0.53,0.27,-0.49,
0.172,0.05,0.19,0.94,0.53,0.27,-0.49,
0.172,0.05,0.19,0.94,0.54,0.25,-0.46,
0.173,0.06,0.19,0.94,0.54,0.25,-0.46,
0.176,0.05,0.19,0.95,0.54,0.25,-0.46,
0.177,0.05,0.19,0.95,0.52,0.30,-0.45,
0.179,0.05,0.18,0.94,0.52,0.30,-0.45,
0.181,0.05,0.18,0.95,0.52,0.30,-0.45,
0.181,0.05,0.18,0.95,0.52,0.28,-0.42,
0.186,0.05,0.18,0.95,0.52,0.28,-0.42,
0.186,0.05,0.18,0.95,0.52,0.28,-0.42,
0.186,0.05,0.18,0.95,0.48,0.21,-0.42,
0.189,0.04,0.18,0.95,0.48,0.21,-0.42,
0.192,0.04,0.17,0.95,0.48,0.21,-0.42,
0.192,0.04,0.17,0.95,0.46,0.19,-0.40,
0.194,0.04,0.17,0.94,0.46,0.19,-0.40,
0.196,0.04,0.17,0.94,0.46,0.19,-0.40,
0.197,0.04,0.17,0.94,0.38,0.12,-0.38,
0.198,0.03,0.16,0.94,0.38,0.12,-0.38,
0.208,0.03,0.16,0.94,0.38,0.12,-0.38,
0.208,0.03,0.16,0.94,0.37,0.09,-0.45,
0.208,0.03,0.16,0.94,0.37,0.09,-0.45,
0.209,0.02,0.16,0.94,0.37,0.09,-0.45,
0.209,0.02,0.16,0.94,0.31,0.03,-0.47,
0.209,0.02,0.16,0.93,0.31,0.03,-0.47,
0.211,0.01,0.16,0.93,0.31,0.03,-0.47,
0.211,0.01,0.16,0.93,0.21,-0.00,-0.48,
0.213,0.01,0.15,0.93,0.21,-0.00,-0.48,
0.223,0.01,0.15,0.93,0.21,-0.00,-0.48,
0.224,0.01,0.15,0.93,0.13,-0.05,-0.55,
0.224,-0.00,0.15,0.93,0.13,-0.05,-0.55,
0.224,-0.00,0.15,0.92,0.13,-0.05,-0.55,
0.224,-0.00,0.15,0.92,0.07,-0.09,-0.54,
0.225,-0.01,0.15,0.92,0.07,-0.09,-0.54,
0.226,-0.01,0.14,0.92,0.07,-0.09,-0.54,
0.226,-0.01,0.14,0.92,-0.04,-0.10,-0.59,
0.228,-0.01,0.15,0.91,-0.04,-0.10,-0.59,
0.231,-0.01,0.14,0.91,-0.04,-0.10,-0.59,
0.231,-0.01,0.14,0.91,-0.08,-0.17,-0.66,
0.24,-0.01,0.14,0.91,-0.08,-0.17,-0.66,
0.24,-0.02,0.14,0.90,-0.08,-0.17,-0.66,
0.24,-0.02,0.14,0.90,-0.13,-0.19,-0.70,
0.241,-0.02,0.14,0.90,-0.13,-0.19,-0.70,
0.241,-0.02,0.14,0.90,-0.13,-0.19,-0.70,
0.241,-0.02,0.14,0.90,-0.16,-0.23,-0.78,
0.242,-0.02,0.14,0.88,-0.16,-0.23,-0.78,
0.246,-0.02,0.15,0.87,-0.16,-0.23,-0.78,
0.246,-0.02,0.15,0.87,-0.21,-0.21,-0.84,
0.248,-0.02,0.14,0.87,-0.21,-0.21,-0.84,
0.256,-0.02,0.15,0.87,-0.21,-0.21,-0.84,
0.257,-0.02,0.15,0.87,-0.21,-0.20,-1.04,
0.257,-0.03,0.15,0.85,-0.21,-0.20,-1.04,
0.257,-0.02,0.15,0.85,-0.21,-0.20,-1.04,
0.258,-0.02,0.15,0.85,-0.22,-0.21,-1.09,
0.258,-0.02,0.15,0.85,-0.22,-0.21,-1.09,
0.261,-0.02,0.15,0.84,-0.22,-0.21,-1.09,
0.261,-0.02,0.15,0.84,-0.20,-0.18,-1.22,
0.262,-0.02,0.15,0.84,-0.20,-0.18,-1.22,
0.27,-0.01,0.15,0.83,-0.20,-0.18,-1.22,
0.27,-0.01,0.15,0.83,-0.17,-0.16,-1.31,
0.271,-0.01,0.16,0.83,-0.17,-0.16,-1.31,
0.271,-0.01,0.16,0.83,-0.17,-0.16,-1.31,
0.271,-0.01,0.16,0.83,-0.11,-0.13,-1.42,
0.273,-0.01,0.16,0.83,-0.11,-0.13,-1.42,
0.276,-0.01,0.16,0.82,-0.11,-0.13,-1.42,
0.276,-0.01,0.16,0.82,-0.10,-0.09,-1.44,
0.278,-0.01,0.16,0.82,-0.10,-0.09,-1.44,
0.28,-0.00,0.16,0.83,-0.10,-0.09,-1.44,
0.281,-0.00,0.16,0.83,-0.05,-0.06,-1.46,
0.287,0.00,0.16,0.83,-0.05,-0.06,-1.46,
0.287,0.01,0.17,0.83,-0.05,-0.06,-1.46,
0.287,0.01,0.17,0.83,-0.01,-0.04,-1.44,
0.288,0.00,0.16,0.84,-0.01,-0.04,-1.44,
0.291,0.00,0.16,0.84,-0.01,-0.04,-1.44,
0.291,0.00,0.16,0.84,0.07,-0.04,-1.42,
0.292,0.01,0.16,0.84,0.07,-0.04,-1.42,
0.295,0.01,0.16,0.84,0.07,-0.04,-1.42,
0.296,0.01,0.16,0.84,0.05,-0.04,-1.28,
0.298,0.02,0.16,0.84,0.05,-0.04,-1.28,
0.309,0.01,0.16,0.84,0.05,-0.04,-1.28,
0.309,0.01,0.16,0.84,0.10,-0.05,-1.29,
0.31,0.01,0.16,0.85,0.10,-0.05,-1.29,
0.31,0.01,0.16,0.85,0.15,-0.09,-1.23,
0.31,0.01,0.16,0.85,0.15,-0.09,-1.23,
0.31,0.01,0.16,0.86,0.15,-0.09,-1.23,
0.311,0.02,0.16,0.86,0.15,-0.09,-1.23,
0.311,0.02,0.16,0.86,0.13,-0.04,-1.17,
0.312,0.01,0.16,0.86,0.13,-0.04,-1.17,
0.323,0.01,0.16,0.86,0.16,-0.07,-1.08,
0.323,0.02,0.16,0.86,0.16,-0.07,-1.08,
0.323,0.02,0.16,0.86,0.16,-0.07,-1.08,
0.323,0.02,0.16,0.86,0.16,-0.07,-1.08,
0.324,0.02,0.16,0.86,0.17,-0.03,-1.08,
0.324,0.02,0.16,0.87,0.17,-0.03,-1.08,
0.325,0.02,0.16,0.87,0.17,-0.03,-1.08,
0.327,0.02,0.16,0.87,0.22,-0.04,-1.03,
0.327,0.03,0.16,0.87,0.22,-0.04,-1.03,
0.329,0.03,0.16,0.87,0.22,-0.04,-1.03,
0.329,0.03,0.16,0.87,0.24,-0.04,-0.97,
0.341,0.04,0.16,0.87,0.24,-0.04,-0.97,
0.342,0.03,0.16,0.87,0.24,-0.04,-0.97,
0.343,0.03,0.16,0.87,0.28,-0.05,-0.97,
0.343,0.03,0.15,0.87,0.28,-0.05,-0.97,
0.343,0.03,0.15,0.87,0.34,-0.05,-0.92,
0.344,0.04,0.15,0.88,0.34,-0.05,-0.92,
0.344,0.04,0.15,0.88,0.34,-0.05,-0.92,
0.345,0.04,0.15,0.88,0.34,-0.05,-0.92,
0.345,0.04,0.15,0.88,0.34,-0.09,-0.90,
0.346,0.04,0.15,0.89,0.34,-0.09,-0.90,
0.355,0.04,0.14,0.89,0.34,-0.09,-0.90,
0.356,0.04,0.14,0.89,0.36,-0.11,-0.83,
0.356,0.04,0.14,0.89,0.36,-0.11,-0.83,
0.356,0.04,0.13,0.89,0.36,-0.11,-0.83,
0.357,0.04,0.13,0.89,0.38,-0.14,-0.75,
0.357,0.04,0.14,0.89,0.38,-0.14,-0.75,
0.359,0.04,0.13,0.90,0.38,-0.14,-0.75,
0.359,0.04,0.13,0.90,0.38,-0.21,-0.72,
0.361,0.04,0.13,0.90,0.38,-0.21,-0.72,
0.364,0.04,0.13,0.90,0.38,-0.26,-0.71,
0.365,0.04,0.13,0.90,0.38,-0.26,-0.71,
0.37,0.05,0.12,0.91,0.38,-0.26,-0.71,
0.371,0.05,0.12,0.91,0.41,-0.30,-0.61,
0.371,0.05,0.12,0.90,0.41,-0.30,-0.61,
0.372,0.05,0.11,0.90,0.41,-0.30,-0.61,
0.374,0.06,0.11,0.91,0.41,-0.30,-0.61,
0.374,0.06,0.11,0.91,0.43,-0.37,-0.60,
0.376,0.06,0.11,0.91,0.43,-0.37,-0.60,
0.379,0.06,0.11,0.91,0.43,-0.37,-0.60,
0.379,0.06,0.11,0.91,0.49,-0.45,-0.59,
0.389,0.06,0.10,0.90,0.49,-0.45,-0.59,
0.39,0.07,0.10,0.90,0.49,-0.45,-0.59,
0.39,0.07,0.10,0.90,0.52,-0.45,-0.56,
0.391,0.07,0.10,0.90,0.52,-0.45,-0.56,
0.391,0.07,0.10,0.90,0.52,-0.45,-0.56,
0.392,0.07,0.10,0.90,0.59,-0.51,-0.61,
0.393,0.07,0.09,0.90,0.59,-0.51,-0.61,
0.394,0.07,0.09,0.89,0.59,-0.51,-0.61,
0.395,0.07,0.09,0.89,0.62,-0.52,-0.62,
0.396,0.07,0.09,0.90,0.62,-0.52,-0.62,
0.409,0.08,0.08,0.89,0.62,-0.52,-0.62,
0.41,0.08,0.08,0.89,0.63,-0.62,-0.67,
0.411,0.08,0.08,0.88,0.63,-0.62,-0.67,
0.411,0.08,0.07,0.87,0.63,-0.62,-0.67,
0.412,0.08,0.07,0.87,0.65,-0.70,-0.69,
0.413,0.07,0.07,0.87,0.65,-0.70,-0.69,
0.413,0.07,0.07,0.86,0.65,-0.70,-0.69,
0.414,0.07,0.07,0.86,0.66,-0.80,-0.84,
0.414,0.07,0.06,0.86,0.66,-0.80,-0.84,
0.415,0.07,0.06,0.86,0.62,-0.87,-0.95,
0.415,0.07,0.06,0.85,0.62,-0.87,-0.95,
0.416,0.06,0.06,0.84,0.62,-0.87,-0.95,
0.435,0.06,0.06,0.83,0.62,-0.87,-0.95,
0.435,0.06,0.06,0.83,0.59,-0.90,-1.05,
0.436,0.06,0.06,0.83,0.59,-0.90,-1.05,
0.436,0.06,0.06,0.82,0.59,-0.90,-1.05,
0.436,0.06,0.06,0.82,0.53,-0.91,-1.22,
0.436,0.05,0.07,0.81,0.53,-0.91,-1.22,
0.437,0.06,0.07,0.80,0.53,-0.91,-1.22,
0.437,0.06,0.07,0.80,0.50,-0.90,-1.34,
0.437,0.06,0.08,0.79,0.50,-0.90,-1.34,
0.437,0.07,0.08,0.78,0.50,-0.90,-1.34,
0.438,0.07,0.08,0.78,0.48,-0.86,-1.54,
0.438,0.07,0.08,0.77,0.48,-0.86,-1.54,
0.438,0.07,0.08,0.77,0.55,-0.76,-1.69,
0.439,0.06,0.09,0.77,0.55,-0.76,-1.69,
0.44,0.07,0.09,0.78,0.55,-0.76,-1.69,
0.443,0.07,0.09,0.77,0.55,-0.76,-1.69,
0.443,0.07,0.09,0.77,0.57,-0.72,-1.83,
0.445,0.08,0.10,0.78,0.57,-0.72,-1.83,
0.449,0.08,0.10,0.78,0.63,-0.63,-1.78,
0.45,0.08,0.10,0.79,0.63,-0.63,-1.78,
0.45,0.08,0.10,0.79,0.63,-0.63,-1.78,
0.453,0.08,0.11,0.80,0.63,-0.63,-1.78,
0.453,0.08,0.11,0.80,0.69,-0.54,-1.68,
0.455,0.09,0.11,0.80,0.69,-0.54,-1.68,
0.458,0.09,0.11,0.80,0.71,-0.47,-1.58,
0.458,0.09,0.11,0.80,0.71,-0.47,-1.58,
0.46,0.09,0.11,0.82,0.71,-0.47,-1.58,
0.463,0.10,0.11,0.83,0.71,-0.47,-1.58,
0.464,0.10,0.11,0.83,0.79,-0.40,-1.49,
0.467,0.10,0.11,0.84,0.79,-0.40,-1.49,
0.469,0.10,0.11,0.84,0.83,-0.42,-1.26,
0.469,0.11,0.11,0.84,0.83,-0.42,-1.26,
0.47,0.12,0.11,0.85,0.83,-0.42,-1.26,
0.473,0.12,0.11,0.85,0.89,-0.39,-1.12,
0.474,0.12,0.12,0.86,0.89,-0.39,-1.12,
0.476,0.13,0.11,0.86,0.89,-0.39,-1.12,
0.478,0.13,0.11,0.86,1.01,-0.38,-0.94,
0.479,0.13,0.11,0.86,1.01,-0.38,-0.94,
0.48,0.13,0.11,0.87,1.01,-0.38,-0.94,
0.488,0.14,0.11,0.87,1.01,-0.38,-0.94,
0.489,0.14,0.11,0.87,1.09,-0.39,-0.89,
0.49,0.14,0.11,0.87,1.09,-0.39,-0.89,
0.491,0.14,0.11,0.87,1.09,-0.39,-0.89,
0.492,0.14,0.11,0.87,1.12,-0.40,-0.84,
0.497,0.15,0.11,0.87,1.12,-0.40,-0.84,
0.498,0.15,0.11,0.87,1.12,-0.40,-0.84,
0.499,0.15,0.11,0.87,1.17,-0.40,-0.83,
0.499,0.15,0.12,0.86,1.17,-0.40,-0.83,
0.5,0.15,0.12,0.86,1.20,-0.40,-0.83,
0.5,0.15,0.12,0.87,1.20,-0.40,-0.83,
0.501,0.15,0.12,0.86,1.20,-0.40,-0.83,
0.505,0.15,0.12,0.86,1.20,-0.40,-0.83,
0.506,0.15,0.12,0.86,1.17,-0.38,-0.84,
0.506,0.15,0.12,0.86,1.17,-0.38,-0.84,
0.508,0.15,0.13,0.86,1.17,-0.38,-0.84,
0.508,0.15,0.13,0.86,1.18,-0.31,-0.87,
0.511,0.15,0.12,0.85,1.18,-0.31,-0.87,
0.514,0.15,0.12,0.85,1.18,-0.29,-0.88,
0.514,0.15,0.13,0.85,1.18,-0.29,-0.88,
0.516,0.14,0.13,0.85,1.18,-0.29,-0.88,
0.52,0.14,0.13,0.85,1.13,-0.31,-0.93,
