
time,gFx,gFy,gFz,ax,ay,az,
0.003,0.02,0.17,0.94,-0.01,-0.05,-0.34,
0.003,0.02,0.17,0.94,0.06,-0.06,-0.45,
0.003,0.02,0.17,0.94,0.06,-0.06,-0.45,
0.004,0.03,0.17,0.94,0.06,-0.06,-0.45,
0.004,0.03,0.17,0.94,0.14,-0.05,-0.46,
0.004,0.03,0.17,0.96,0.14,-0.05,-0.46,
0.004,0.03,0.17,0.97,0.14,-0.05,-0.46,
0.005,0.03,0.17,0.97,0.16,-0.05,-0.40,
0.009,0.02,0.17,0.97,0.16,-0.05,-0.40,
0.01,0.02,0.17,0.98,0.16,-0.05,-0.40,
0.01,0.02,0.17,0.98,0.19,-0.01,-0.20,
0.012,0.02,0.17,0.99,0.19,-0.01,-0.20,
0.015,0.02,0.17,1.00,0.19,-0.01,-0.20,
0.015,0.02,0.17,1.00,0.13,0.02,-0.08,
0.017,0.01,0.17,1.01,0.13,0.02,-0.08,
0.02,0.01,0.17,1.03,0.13,0.02,-0.08,
0.02,0.01,0.17,1.03,0.11,-0.01,0.14,
0.022,0.00,0.16,1.03,0.11,-0.01,0.14,
0.027,-0.00,0.16,1.03,0.11,-0.01,0.14,
0.028,-0.00,0.16,1.03,0.02,-0.03,0.35,
0.028,-0.01,0.16,1.04,0.02,-0.03,0.35,
0.029,-0.01,0.16,1.04,0.02,-0.03,0.35,
0.03,-0.01,0.16,1.04,-0.05,-0.07,0.41,
0.032,-0.01,0.16,1.04,-0.05,-0.07,0.41,
0.035,-0.01,0.16,1.04,-0.05,-0.07,0.41,
0.035,-0.01,0.16,1.04,-0.13,-0.07,0.54,
0.036,-0.01,0.16,1.03,-0.13,-0.07,0.54,
0.039,-0.02,0.16,1.04,-0.13,-0.07,0.54,
0.04,-0.02,0.16,1.04,-0.12,-0.06,0.50,
0.042,-0.02,0.17,1.03,-0.12,-0.06,0.50,
0.044,-0.02,0.17,1.03,-0.18,-0.04,0.50,
0.044,-0.01,0.16,1.02,-0.18,-0.04,0.50,
0.047,-0.02,0.16,1.02,-0.18,-0.04,0.50,
0.049,-0.02,0.17,1.02,-0.18,-0.04,0.50,
0.05,-0.02,0.17,1.02,-0.17,-0.04,0.42,
0.052,-0.02,0.17,1.01,-0.17,-0.04,0.42,
