
time,gFx,gFy,gFz,ax,ay,az,
0.003,-0.03,0.07,0.95,0.03,-0.15,-1.21,
0.004,-0.03,0.07,0.95,-0.02,-0.01,-1.01,
0.004,-0.03,0.07,0.97,-0.02,-0.01,-1.01,
0.004,-0.03,0.07,0.99,-0.02,-0.01,-1.01,
0.004,-0.03,0.07,0.99,0.03,0.09,-0.63,
0.005,-0.04,0.08,1.01,0.03,0.09,-0.63,
0.005,-0.04,0.08,1.03,0.03,0.09,-0.63,
0.005,-0.04,0.08,1.03,0.02,0.15,-0.18,
0.005,-0.04,0.08,1.04,0.02,0.15,-0.18,
0.006,-0.04,0.08,1.04,-0.06,0.25,0.23,
0.006,-0.04,0.08,1.06,-0.06,0.25,0.23,
0.006,-0.05,0.09,1.07,-0.06,0.25,0.23,
0.011,-0.05,0.08,1.08,-0.06,0.25,0.23,
0.011,-0.05,0.08,1.08,-0.09,0.30,0.50,
0.011,-0.04,0.08,1.08,-0.09,0.30,0.50,
0.013,-0.04,0.07,1.08,-0.09,0.30,0.50,
0.014,-0.04,0.07,1.08,-0.13,0.35,0.72,
0.015,-0.04,0.08,1.07,-0.13,0.35,0.72,
0.018,-0.04,0.07,1.06,-0.13,0.35,0.72,
0.018,-0.04,0.07,1.06,-0.09,0.28,0.75,
0.02,-0.03,0.07,1.05,-0.09,0.28,0.75,
0.022,-0.03,0.07,1.05,-0.09,0.28,0.75,
0.022,-0.03,0.07,1.05,-0.06,0.26,0.64,
0.03,-0.03,0.07,1.06,-0.06,0.26,0.64,
0.03,-0.03,0.07,1.06,0.00,0.19,0.50,
0.03,-0.03,0.07,1.05,0.00,0.19,0.50,
0.031,-0.03,0.07,1.06,0.00,0.19,0.50,
0.033,-0.03,0.07,1.06,0.00,0.19,0.50,
0.033,-0.03,0.07,1.06,-0.05,0.17,0.51,
0.034,-0.02,0.07,1.06,-0.05,0.17,0.51,
0.038,-0.03,0.07,1.06,-0.05,0.17,0.51,
0.038,-0.03,0.07,1.06,-0.00,0.19,0.51,
0.04,-0.03,0.07,1.06,-0.00,0.19,0.51,
0.042,-0.03,0.07,1.06,0.00,0.17,0.55,
0.042,-0.03,0.07,1.06,0.00,0.17,0.55,
0.044,-0.03,0.06,1.06,0.00,0.17,0.55,
0.047,-0.03,0.06,1.06,-0.05,0.16,0.56,
0.047,-0.02,0.05,1.05,-0.05,0.16,0.56,
0.05,-0.02,0.05,1.05,-0.05,0.16,0.56,
0.053,-0.02,0.05,1.05,0.01,0.05,0.49,
0.053,-0.02,0.05,1.04,0.01,0.05,0.49,
0.055,-0.01,0.05,1.04,0.01,0.05,0.49,
0.063,-0.01,0.05,1.03,0.01,0.05,0.49,
0.064,-0.01,0.05,1.03,0.03,0.01,0.42,
0.064,-0.01,0.05,1.01,0.03,0.01,0.42,
0.064,-0.01,0.04,1.01,0.03,0.01,0.42,
0.064,-0.01,0.04,1.01,0.08,-0.06,0.27,
0.065,-0.02,0.05,1.01,0.08,-0.06,0.27,
0.067,-0.01,0.05,1.00,0.08,-0.06,0.27,
0.068,-0.01,0.05,1.00,0.11,-0.08,0.08,
0.069,-0.01,0.05,1.00,0.11,-0.08,0.08,
0.072,-0.01,0.06,1.00,0.11,-0.08,0.08,
0.072,-0.01,0.06,1.00,0.08,-0.07,-0.03,
0.079,-0.00,0.06,0.99,0.08,-0.07,-0.03,
0.08,-0.00,0.06,0.99,0.13,-0.00,-0.10,
0.081,-0.00,0.07,1.00,0.13,-0.00,-0.10,
0.081,0.00,0.07,1.00,0.13,-0.00,-0.10,
0.081,-0.00,0.08,1.00,0.13,-0.00,-0.10,
0.082,-0.00,0.08,1.00,0.14,0.07,-0.10,
0.084,-0.00,0.08,1.00,0.14,0.07,-0.10,
0.088,-0.00,0.08,1.00,0.14,0.07,-0.10,
0.089,-0.00,0.08,1.00,0.18,0.17,-0.06,
0.089,-0.01,0.08,1.00,0.18,0.17,-0.06,
0.092,-0.00,0.08,0.99,0.18,0.17,-0.06,
0.093,-0.00,0.08,0.99,0.16,0.24,-0.09,
0.094,0.00,0.08,0.99,0.16,0.24,-0.09,
0.098,0.00,0.08,0.99,0.16,0.24,-0.09,
0.098,0.00,0.08,0.99,0.12,0.22,-0.11,
0.099,0.01,0.09,0.98,0.12,0.22,-0.11,
0.103,0.01,0.09,0.98,0.12,0.22,-0.11,
0.103,0.01,0.09,0.98,0.19,0.23,-0.12,
0.104,0.01,0.08,0.98,0.19,0.23,-0.12,
0.108,0.01,0.09,0.97,0.19,0.23,-0.12,
0.108,0.01,0.09,0.97,0.24,0.26,-0.22,
0.109,0.01,0.09,0.97,0.24,0.26,-0.22,
0.111,0.00,0.08,0.97,0.24,0.26,-0.22,
0.111,0.00,0.08,0.97,0.29,0.25,-0.31,
0.114,0.00,0.08,0.97,0.29,0.25,-0.31,
0.117,0.00,0.08,0.97,0.20,0.21,-0.34,
0.117,0.00,0.08,0.97,0.20,0.21,-0.34,
0.119,-0.01,0.07,0.97,0.20,0.21,-0.34,
0.122,-0.01,0.07,0.97,0.20,0.21,-0.34,
0.122,-0.01,0.07,0.97,0.17,0.17,-0.36,
0.124,-0.01,0.06,0.96,0.17,0.17,-0.36,
0.127,-0.01,0.06,0.96,0.08,0.08,-0.37,
0.127,-0.01,0.06,0.96,0.08,0.08,-0.37,
0.128,-0.01,0.05,0.96,0.08,0.08,-0.37,
0.132,-0.01,0.04,0.96,0.08,0.08,-0.37,
0.132,-0.01,0.04,0.96,0.08,-0.01,-0.40,
0.134,-0.01,0.04,0.95,0.08,-0.01,-0.40,
0.136,-0.01,0.03,0.95,0.08,-0.01,-0.40,
0.136,-0.01,0.03,0.95,0.06,-0.15,-0.44,
0.139,-0.02,0.03,0.95,0.06,-0.15,-0.44,
0.141,-0.02,0.03,0.95,0.06,-0.15,-0.44,
0.142,-0.02,0.03,0.95,0.05,-0.23,-0.51,
0.143,-0.03,0.03,0.95,0.05,-0.23,-0.51,
0.147,-0.03,0.03,0.96,0.05,-0.23,-0.51,
0.147,-0.03,0.03,0.96,-0.05,-0.30,-0.53,
0.149,-0.02,0.03,0.96,-0.05,-0.30,-0.53,
0.151,-0.02,0.03,0.96,-0.09,-0.28,-0.49,
0.154,-0.02,0.03,0.96,-0.09,-0.28,-0.49,
