
time,gFx,gFy,gFz,ax,ay,az,
0.006,0.01,0.21,0.98,-0.29,0.02,-0.35,
0.007,0.01,0.21,0.98,-0.23,0.08,-0.16,
0.007,0.02,0.22,0.99,-0.23,0.08,-0.16,
0.007,0.02,0.21,1.00,-0.23,0.08,-0.16,
0.008,0.02,0.21,1.00,-0.17,0.07,0.08,
0.008,0.03,0.22,1.01,-0.17,0.07,0.08,
0.008,0.03,0.22,1.01,-0.07,0.11,0.26,
0.008,0.03,0.22,1.02,-0.07,0.11,0.26,
0.009,0.03,0.22,1.02,-0.07,0.11,0.26,
0.009,0.03,0.22,1.02,-0.07,0.11,0.26,
0.009,0.03,0.22,1.02,0.01,0.15,0.45,
0.009,0.03,0.22,1.03,0.01,0.15,0.45,
0.014,0.04,0.22,1.02,0.01,0.15,0.45,
0.014,0.04,0.22,1.02,0.06,0.20,0.51,
0.015,0.04,0.22,1.02,0.06,0.20,0.51,
0.015,0.04,0.22,1.01,0.06,0.20,0.51,
0.015,0.04,0.22,1.01,0.10,0.22,0.54,
0.018,0.04,0.22,1.01,0.10,0.22,0.54,
0.021,0.04,0.22,1.01,0.10,0.22,0.54,
0.021,0.04,0.22,1.01,0.12,0.20,0.47,
0.024,0.04,0.22,1.00,0.12,0.20,0.47,
0.026,0.04,0.23,0.99,0.12,0.20,0.47,
0.026,0.04,0.23,0.99,0.14,0.24,0.36,
0.032,0.04,0.22,0.99,0.14,0.24,0.36,
0.033,0.03,0.23,0.99,0.14,0.24,0.36,
0.033,0.03,0.23,0.99,0.11,0.25,0.24,
0.033,0.03,0.23,0.98,0.11,0.25,0.24,
0.036,0.02,0.22,0.98,0.11,0.25,0.24,
0.036,0.02,0.22,0.98,0.04,0.27,0.18,
0.037,0.02,0.23,0.97,0.04,0.27,0.18,
0.041,0.02,0.23,0.97,0.04,0.27,0.18,
0.041,0.02,0.23,0.97,-0.03,0.27,0.06,
0.043,0.02,0.23,0.97,-0.03,0.27,0.06,
0.046,0.02,0.23,0.97,-0.08,0.28,-0.02,
0.046,0.01,0.22,0.97,-0.08,0.28,-0.02,
0.048,0.00,0.22,0.96,-0.08,0.28,-0.02,
0.05,0.01,0.22,0.96,-0.08,0.28,-0.02,
0.051,0.01,0.22,0.96,-0.13,0.26,-0.02,
0.053,-0.00,0.21,0.97,-0.13,0.26,-0.02,
0.056,0.00,0.21,0.96,-0.13,0.26,-0.02,
0.056,0.00,0.21,0.96,-0.22,0.19,-0.10,
0.058,0.01,0.20,0.96,-0.22,0.19,-0.10,
0.064,0.01,0.20,0.96,-0.26,0.14,-0.08,
0.064,0.01,0.21,0.97,-0.26,0.14,-0.08,
0.065,0.02,0.21,0.98,-0.26,0.14,-0.08,
0.065,0.03,0.21,0.98,-0.26,0.14,-0.08,
0.065,0.03,0.21,0.98,-0.18,0.09,-0.05,
0.069,0.04,0.22,0.97,-0.18,0.09,-0.05,
0.071,0.04,0.22,0.98,-0.18,0.09,-0.05,
0.071,0.04,0.22,0.98,-0.04,0.13,0.07,
0.073,0.05,0.22,0.98,-0.04,0.13,0.07,
0.075,0.05,0.22,0.98,-0.04,0.13,0.07,
0.076,0.05,0.22,0.98,0.07,0.20,0.01,
0.077,0.06,0.22,0.99,0.07,0.20,0.01,
0.081,0.06,0.22,1.00,0.07,0.20,0.01,
0.081,0.06,0.22,1.00,0.17,0.24,0.11,
0.082,0.06,0.21,1.00,0.17,0.24,0.11,
0.085,0.06,0.21,1.00,0.25,0.21,0.17,
0.086,0.06,0.21,1.01,0.25,0.21,0.17,
0.087,0.06,0.20,1.01,0.25,0.21,0.17,
0.091,0.06,0.20,1.02,0.25,0.21,0.17,
0.091,0.06,0.20,1.02,0.28,0.16,0.29,
0.093,0.06,0.20,1.02,0.28,0.16,0.29,
0.095,0.05,0.20,1.02,0.28,0.16,0.29,
0.096,0.05,0.20,1.02,0.27,0.07,0.40,
0.098,0.05,0.19,1.03,0.27,0.07,0.40,
0.1,0.05,0.20,1.03,0.27,0.07,0.40,
0.1,0.05,0.20,1.03,0.21,0.06,0.45,
0.103,0.04,0.19,1.04,0.21,0.06,0.45,
0.106,0.04,0.20,1.04,0.21,0.06,0.45,
0.106,0.04,0.20,1.04,0.19,0.03,0.53,
0.108,0.04,0.20,1.04,0.19,0.03,0.53,
0.111,0.04,0.20,1.04,0.12,0.03,0.59,
0.111,0.04,0.20,1.04,0.12,0.03,0.59,
0.114,0.04,0.20,1.04,0.12,0.03,0.59,
0.115,0.04,0.20,1.05,0.12,0.03,0.59,
0.115,0.04,0.20,1.05,0.09,0.05,0.62,
0.118,0.04,0.20,1.06,0.09,0.05,0.62,
0.12,0.04,0.20,1.06,0.09,0.05,0.62,
0.12,0.04,0.20,1.06,0.10,0.07,0.69,
0.123,0.04,0.21,1.05,0.10,0.07,0.69,
0.125,0.04,0.21,1.06,0.10,0.07,0.69,
0.126,0.04,0.21,1.06,0.08,0.12,0.78,
0.127,0.04,0.20,1.07,0.08,0.12,0.78,
0.13,0.05,0.20,1.06,0.08,0.12,0.78,
0.13,0.05,0.20,1.06,0.11,0.15,0.76,
0.132,0.05,0.20,1.06,0.11,0.15,0.76,
0.135,0.05,0.20,1.06,0.12,0.09,0.83,
0.135,0.06,0.20,1.06,0.12,0.09,0.83,
0.137,0.06,0.21,1.06,0.12,0.09,0.83,
0.14,0.06,0.21,1.07,0.12,0.09,0.83,
0.141,0.06,0.21,1.07,0.22,0.11,0.76,
0.142,0.07,0.21,1.06,0.22,0.11,0.76,
0.145,0.06,0.21,1.06,0.22,0.11,0.76,
0.146,0.06,0.21,1.06,0.26,0.16,0.84,
0.147,0.07,0.21,1.06,0.26,0.16,0.84,
0.149,0.07,0.21,1.07,0.26,0.16,0.84,
0.15,0.07,0.21,1.07,0.31,0.17,0.80,
0.152,0.07,0.21,1.07,0.31,0.17,0.80,
0.155,0.07,0.21,1.06,0.31,0.17,0.80,
0.156,0.07,0.21,1.06,0.36,0.15,0.81,
0.158,0.08,0.21,1.06,0.36,0.15,0.81,
0.16,0.08,0.21,1.06,0.40,0.14,0.77,
0.16,0.08,0.21,1.06,0.40,0.14,0.77,
0.162,0.08,0.21,1.06,0.40,0.14,0.77,
0.165,0.08,0.21,1.06,0.40,0.14,0.77,
0.167,0.08,0.21,1.06,0.45,0.14,0.79,
0.167,0.08,0.21,1.06,0.45,0.14,0.79,
0.17,0.08,0.21,1.06,0.49,0.18,0.75,
0.17,0.09,0.21,1.05,0.49,0.18,0.75,
0.172,0.09,0.21,1.05,0.49,0.18,0.75,
0.175,0.09,0.21,1.05,0.49,0.18,0.75,
0.175,0.09,0.21,1.05,0.53,0.15,0.70,
0.177,0.09,0.21,1.05,0.53,0.15,0.70,
0.181,0.09,0.22,1.05,0.53,0.15,0.70,
0.182,0.09,0.22,1.05,0.56,0.16,0.66,
0.182,0.09,0.22,1.05,0.56,0.16,0.66,
0.185,0.09,0.22,1.05,0.59,0.19,0.62,
0.185,0.10,0.22,1.04,0.59,0.19,0.62,
0.186,0.09,0.22,1.03,0.59,0.19,0.62,
0.19,0.09,0.22,1.03,0.59,0.19,0.62,
0.19,0.09,0.22,1.03,0.60,0.23,0.56,
0.192,0.10,0.22,1.03,0.60,0.23,0.56,
0.195,0.10,0.22,1.03,0.60,0.23,0.56,
0.195,0.10,0.22,1.03,0.62,0.23,0.46,
0.198,0.10,0.22,1.02,0.62,0.23,0.46,
0.199,0.10,0.22,1.03,0.62,0.23,0.46,
0.199,0.10,0.22,1.03,0.71,0.24,0.39,
0.202,0.11,0.22,1.02,0.71,0.24,0.39,
0.204,0.10,0.21,1.02,0.71,0.24,0.39,
0.205,0.10,0.21,1.02,0.70,0.22,0.38,
0.207,0.10,0.22,1.02,0.70,0.22,0.38,
0.209,0.10,0.22,1.02,0.74,0.18,0.35,
0.209,0.10,0.22,1.02,0.74,0.18,0.35,
0.211,0.11,0.22,1.02,0.74,0.18,0.35,
0.214,0.11,0.22,1.02,0.74,0.18,0.35,
