
time,gFx,gFy,gFz,ax,ay,az,
0.004,0.03,0.13,1.01,-0.40,-0.37,0.14,
0.004,0.03,0.13,1.01,-0.39,-0.37,0.19,
0.004,0.02,0.13,1.01,-0.39,-0.37,0.19,
0.005,0.01,0.14,1.01,-0.39,-0.37,0.19,
0.005,0.01,0.14,1.01,-0.36,-0.27,0.30,
0.005,0.01,0.14,1.01,-0.36,-0.27,0.30,
0.005,0.00,0.15,1.01,-0.36,-0.27,0.30,
0.005,0.00,0.15,1.01,-0.50,-0.19,0.24,
0.006,0.01,0.15,1.01,-0.50,-0.19,0.24,
0.009,0.04,0.15,1.00,-0.50,-0.19,0.24,
0.009,0.04,0.15,1.00,-0.56,-0.06,0.25,
0.01,0.14,0.15,0.98,-0.56,-0.06,0.25,
0.013,0.15,0.15,0.97,-0.56,-0.06,0.25,
0.013,0.15,0.15,0.97,-0.36,-0.05,0.22,
0.015,0.10,0.15,0.99,-0.36,-0.05,0.22,
0.023,0.06,0.16,1.00,-0.36,-0.05,0.22,
0.023,0.06,0.16,1.00,0.84,-0.02,-0.10,
0.024,0.05,0.16,1.00,0.84,-0.02,-0.10,
0.024,0.02,0.16,1.02,0.84,-0.02,-0.10,
0.024,0.02,0.16,1.02,0.23,0.03,0.07,
0.025,0.00,0.16,1.03,0.23,0.03,0.07,
0.028,-0.01,0.16,1.04,0.23,0.03,0.07,
0.029,-0.01,0.16,1.04,-0.21,0.14,0.24,
0.031,-0.02,0.16,1.04,-0.21,0.14,0.24,
0.033,-0.02,0.15,1.04,-0.21,0.14,0.24,
0.033,-0.02,0.15,1.04,-0.55,0.15,0.45,
0.035,-0.02,0.15,1.05,-0.55,0.15,0.45,
0.038,0.05,0.16,1.01,-0.55,0.15,0.45,
0.039,0.05,0.16,1.01,-0.70,0.14,0.51,
0.04,0.14,0.17,0.93,-0.70,0.14,0.51,
0.043,0.12,0.17,0.97,-0.70,0.14,0.51,
0.043,0.12,0.17,0.97,-0.28,0.11,0.38,
0.046,0.11,0.18,0.99,-0.28,0.11,0.38,
0.048,0.10,0.19,1.00,-0.28,0.11,0.38,
0.049,0.10,0.19,1.00,0.85,0.30,-0.36,
0.05,0.11,0.20,1.01,0.85,0.30,-0.36,
0.053,0.10,0.21,1.03,0.85,0.30,-0.36,
0.053,0.10,0.21,1.03,0.56,0.46,0.06,
0.055,0.10,0.22,1.04,0.56,0.46,0.06,
0.058,0.10,0.22,1.04,0.55,0.65,0.29,
0.058,0.11,0.23,1.05,0.55,0.65,0.29,
0.06,0.11,0.24,1.05,0.55,0.65,0.29,
0.064,0.12,0.24,1.05,0.55,0.65,0.29,
0.064,0.12,0.24,1.05,0.57,0.84,0.56,
0.065,0.12,0.24,1.06,0.57,0.84,0.56,
0.067,0.13,0.24,1.06,0.57,0.84,0.56,
0.068,0.13,0.24,1.06,0.65,0.96,0.62,
0.07,0.13,0.24,1.05,0.65,0.96,0.62,
0.075,0.13,0.24,1.05,0.65,0.96,0.62,
0.075,0.13,0.24,1.05,0.72,0.95,0.66,
0.075,0.13,0.23,1.05,0.72,0.95,0.66,
0.078,0.13,0.23,1.04,0.72,0.95,0.66,
0.078,0.13,0.23,1.04,0.78,0.93,0.58,
0.079,0.12,0.23,1.04,0.78,0.93,0.58,
0.083,0.12,0.23,1.04,0.78,0.93,0.58,
0.083,0.12,0.23,1.04,0.78,0.88,0.52,
0.085,0.11,0.23,1.04,0.78,0.88,0.52,
0.091,0.10,0.22,1.04,0.78,0.88,0.52,
0.091,0.10,0.22,1.04,0.69,0.80,0.50,
0.091,0.09,0.22,1.03,0.69,0.80,0.50,
0.092,0.08,0.21,1.03,0.69,0.80,0.50,
0.092,0.08,0.21,1.03,0.54,0.75,0.44,
0.095,0.07,0.21,1.03,0.54,0.75,0.44,
0.097,0.06,0.21,1.02,0.54,0.75,0.44,
0.097,0.06,0.21,1.02,0.35,0.68,0.39,
0.099,0.05,0.21,1.02,0.35,0.68,0.39,
0.102,0.04,0.20,1.02,0.35,0.68,0.39,
0.103,0.04,0.20,1.02,0.11,0.58,0.34,
0.105,0.04,0.20,1.01,0.11,0.58,0.34,
0.107,0.04,0.20,1.01,-0.03,0.50,0.25,
0.107,0.03,0.20,1.01,-0.03,0.50,0.25,
