
time,gFx,gFy,gFz,ax,ay,az,
0.003,0.04,0.17,0.97,-0.13,-0.39,-0.25,
0.003,0.04,0.17,0.97,-0.18,-0.34,-0.27,
0.004,0.04,0.17,0.97,-0.18,-0.34,-0.27,
0.004,0.04,0.18,0.97,-0.18,-0.34,-0.27,
0.004,0.04,0.18,0.97,-0.11,-0.24,-0.20,
0.005,0.04,0.18,0.97,-0.11,-0.24,-0.20,
0.01,0.05,0.19,0.97,-0.11,-0.24,-0.20,
0.01,0.05,0.19,0.97,-0.08,-0.14,-0.22,
0.01,0.05,0.19,0.97,-0.08,-0.14,-0.22,
0.011,0.05,0.19,0.97,-0.00,-0.02,-0.21,
0.011,0.05,0.20,0.97,-0.00,-0.02,-0.21,
0.014,0.06,0.21,0.97,-0.00,-0.02,-0.21,
0.016,0.06,0.21,0.97,-0.00,-0.02,-0.21,
0.016,0.06,0.21,0.97,0.07,0.14,-0.18,
0.019,0.06,0.22,0.97,0.07,0.14,-0.18,
0.024,0.06,0.22,0.98,0.07,0.14,-0.18,
0.025,0.06,0.22,0.98,0.12,0.26,-0.18,
0.025,0.07,0.23,0.98,0.12,0.26,-0.18,
0.026,0.07,0.23,0.97,0.12,0.26,-0.18,
0.026,0.07,0.23,0.97,0.17,0.36,-0.14,
0.028,0.07,0.23,0.98,0.17,0.36,-0.14,
0.031,0.08,0.23,0.98,0.17,0.36,-0.14,
0.031,0.08,0.23,0.98,0.24,0.48,-0.12,
0.034,0.08,0.23,0.98,0.24,0.48,-0.12,
0.043,0.08,0.23,0.98,0.24,0.48,-0.12,
0.043,0.08,0.23,0.98,0.33,0.49,-0.13,
0.043,0.08,0.23,0.98,0.33,0.49,-0.13,
0.044,0.08,0.22,0.98,0.33,0.49,-0.13,
0.044,0.08,0.22,0.98,0.35,0.49,-0.10,
0.044,0.09,0.22,0.99,0.35,0.49,-0.10,
0.046,0.08,0.22,0.98,0.35,0.49,-0.10,
0.046,0.08,0.22,0.98,0.38,0.47,-0.11,
0.049,0.08,0.22,0.98,0.38,0.47,-0.11,
0.051,0.08,0.22,0.98,0.38,0.47,-0.11,
0.051,0.08,0.22,0.98,0.41,0.43,-0.09,
0.06,0.08,0.21,0.98,0.41,0.43,-0.09,
0.06,0.08,0.21,0.99,0.41,0.43,-0.09,
0.06,0.08,0.21,0.99,0.35,0.38,-0.09,
0.061,0.07,0.21,0.99,0.35,0.38,-0.09,
0.061,0.07,0.21,0.99,0.35,0.33,-0.09,
0.061,0.08,0.20,0.98,0.35,0.33,-0.09,
0.064,0.07,0.20,0.98,0.35,0.33,-0.09,
0.066,0.07,0.19,0.97,0.35,0.33,-0.09,
0.066,0.07,0.19,0.97,0.31,0.28,-0.10,
0.068,0.07,0.18,0.97,0.31,0.28,-0.10,
0.076,0.06,0.18,0.98,0.31,0.28,-0.10,
0.076,0.06,0.18,0.98,0.24,0.18,-0.18,
0.077,0.06,0.19,0.98,0.24,0.18,-0.18,
0.077,0.06,0.18,0.98,0.24,0.18,-0.18,
0.077,0.06,0.18,0.98,0.21,0.06,-0.17,
0.078,0.05,0.18,0.99,0.21,0.06,-0.17,
0.08,0.05,0.18,0.99,0.21,0.06,-0.17,
0.08,0.05,0.18,0.99,0.17,0.09,-0.13,
0.082,0.05,0.18,0.99,0.17,0.09,-0.13,
0.098,0.05,0.18,0.99,0.09,0.06,-0.06,
0.099,0.05,0.18,1.00,0.09,0.06,-0.06,
0.099,0.05,0.18,1.00,0.09,0.06,-0.06,
0.1,0.05,0.18,0.99,0.09,0.06,-0.06,
0.1,0.05,0.18,0.99,0.06,0.05,0.02,
0.1,0.06,0.18,0.99,0.06,0.05,0.02,
0.1,0.06,0.18,0.99,0.06,0.05,0.02,
0.101,0.06,0.18,0.99,0.08,0.06,0.01,
0.101,0.06,0.18,0.99,0.08,0.06,0.01,
0.101,0.07,0.19,0.99,0.08,0.06,0.01,
0.101,0.07,0.19,0.99,0.12,0.04,0.00,
0.112,0.07,0.19,0.98,0.12,0.04,0.00,
0.112,0.07,0.19,0.97,0.12,0.04,0.00,
0.112,0.07,0.19,0.97,0.18,0.07,-0.03,
0.113,0.07,0.19,0.97,0.18,0.07,-0.03,
0.113,0.07,0.19,0.97,0.22,0.09,-0.15,
0.113,0.08,0.20,0.97,0.22,0.09,-0.15,
0.113,0.08,0.20,0.97,0.22,0.09,-0.15,
0.116,0.09,0.20,0.97,0.22,0.09,-0.15,
0.116,0.09,0.20,0.97,0.33,0.17,-0.23,
0.117,0.09,0.20,0.97,0.33,0.17,-0.23,
0.127,0.09,0.21,0.97,0.33,0.17,-0.23,
0.128,0.09,0.21,0.97,0.39,0.22,-0.20,
0.128,0.09,0.21,0.98,0.39,0.22,-0.20,
0.128,0.10,0.21,0.98,0.39,0.22,-0.20,
0.128,0.10,0.21,0.98,0.45,0.29,-0.22,
0.128,0.10,0.21,0.98,0.45,0.29,-0.22,
0.13,0.10,0.21,0.99,0.45,0.29,-0.22,
0.13,0.10,0.21,0.99,0.53,0.32,-0.15,
0.133,0.11,0.22,1.00,0.53,0.32,-0.15,
0.135,0.11,0.21,1.00,0.53,0.32,-0.15,
0.135,0.11,0.21,1.00,0.58,0.34,-0.05,
0.142,0.11,0.22,1.00,0.58,0.34,-0.05,
0.143,0.12,0.21,1.01,0.58,0.34,-0.05,
0.143,0.12,0.21,1.01,0.65,0.35,0.08,
0.144,0.12,0.21,1.02,0.65,0.35,0.08,
