
time,gFx,gFy,gFz,ax,ay,az,
0.007,0.02,0.05,1.00,0.04,-0.19,-0.09,
0.007,0.02,0.05,1.00,0.05,-0.12,-0.03,
0.007,0.02,0.05,0.99,0.05,-0.12,-0.03,
0.008,0.02,0.05,0.99,0.05,-0.12,-0.03,
0.008,0.02,0.05,0.99,0.05,-0.11,-0.02,
0.008,0.02,0.05,0.99,0.05,-0.11,-0.02,
0.008,0.02,0.05,0.99,0.05,-0.11,-0.02,
0.008,0.02,0.05,0.99,0.08,-0.09,-0.05,
0.009,0.03,0.06,1.00,0.08,-0.09,-0.05,
0.009,0.02,0.06,1.00,0.08,-0.09,-0.05,
0.009,0.02,0.06,1.00,0.08,-0.10,-0.03,
0.014,0.02,0.06,1.00,0.08,-0.10,-0.03,
0.015,0.02,0.06,1.00,0.08,-0.10,-0.03,
0.015,0.02,0.06,1.00,0.10,-0.04,0.01,
0.017,0.02,0.06,1.00,0.10,-0.04,0.01,
0.02,0.02,0.06,1.02,0.10,-0.04,0.01,
0.022,0.02,0.06,1.02,0.08,-0.04,0.05,
0.022,0.01,0.06,1.03,0.08,-0.04,0.05,
0.025,0.01,0.06,1.03,0.08,-0.04,0.05,
0.025,0.01,0.06,1.03,0.06,-0.05,0.17,
0.026,0.02,0.05,1.05,0.06,-0.05,0.17,
0.029,0.01,0.06,1.05,0.06,-0.05,0.17,
0.03,0.01,0.06,1.05,-0.01,-0.02,0.34,
0.032,0.01,0.05,1.05,-0.01,-0.02,0.34,
0.034,0.01,0.05,1.05,-0.01,-0.02,0.34,
0.035,0.01,0.05,1.05,0.01,-0.06,0.47,
0.037,0.02,0.05,1.05,0.01,-0.06,0.47,
0.039,0.02,0.04,1.05,0.01,-0.06,0.47,
0.039,0.02,0.04,1.05,-0.00,-0.09,0.49,
0.042,0.02,0.05,1.05,-0.00,-0.09,0.49,
0.044,0.01,0.05,1.05,-0.00,-0.09,0.49,
0.044,0.01,0.05,1.05,0.05,-0.15,0.48,
0.046,0.02,0.05,1.05,0.05,-0.15,0.48,
0.05,0.02,0.05,1.05,0.05,-0.15,0.48,
0.05,0.02,0.04,1.05,0.05,-0.15,0.48,
0.052,0.02,0.05,1.06,0.05,-0.15,0.48,
0.054,0.02,0.05,1.06,0.09,-0.15,0.52,
0.054,0.02,0.05,1.05,0.09,-0.15,0.52,
0.058,0.02,0.04,1.05,0.09,-0.15,0.52,
0.059,0.02,0.05,1.06,0.09,-0.15,0.52,
0.059,0.02,0.05,1.06,0.15,-0.15,0.54,
0.062,0.03,0.05,1.05,0.15,-0.15,0.54,
0.064,0.03,0.05,1.05,0.15,-0.15,0.54,
0.064,0.03,0.05,1.05,0.12,-0.16,0.53,
0.066,0.03,0.05,1.04,0.12,-0.16,0.53,
0.069,0.03,0.05,1.03,0.12,-0.16,0.53,
0.07,0.03,0.05,1.03,0.23,-0.13,0.47,
0.071,0.04,0.05,1.03,0.23,-0.13,0.47,
0.074,0.04,0.06,1.03,0.23,-0.13,0.47,
0.075,0.04,0.06,1.03,0.27,-0.13,0.36,
0.076,0.04,0.06,1.02,0.27,-0.13,0.36,
0.079,0.05,0.06,1.01,0.27,-0.13,0.36,
0.079,0.05,0.06,1.01,0.35,-0.08,0.27,
0.081,0.06,0.07,1.00,0.35,-0.08,0.27,
0.083,0.07,0.07,1.00,0.35,-0.08,0.27,
0.084,0.07,0.07,1.00,0.41,-0.05,0.09,
0.087,0.07,0.08,1.00,0.41,-0.05,0.09,
0.089,0.08,0.08,1.00,0.41,-0.05,0.09,
0.089,0.08,0.08,1.00,0.57,0.04,-0.02,
0.092,0.09,0.08,0.99,0.57,0.04,-0.02,
0.094,0.09,0.09,1.00,0.57,0.04,-0.02,
0.094,0.09,0.09,1.00,0.69,0.11,-0.02,
0.096,0.10,0.08,1.00,0.69,0.11,-0.02,
0.098,0.11,0.09,1.00,0.69,0.11,-0.02,
0.099,0.11,0.09,1.00,0.86,0.16,-0.05,
0.101,0.12,0.09,0.99,0.86,0.16,-0.05,
0.104,0.12,0.10,0.99,0.86,0.16,-0.05,
0.104,0.12,0.10,0.99,1.01,0.17,-0.05,
0.106,0.12,0.11,0.99,1.01,0.17,-0.05,
0.108,0.12,0.11,0.99,1.01,0.17,-0.05,
0.108,0.12,0.11,0.99,1.09,0.24,-0.08,
0.112,0.13,0.11,0.99,1.09,0.24,-0.08,
0.113,0.13,0.11,0.99,1.09,0.24,-0.08,
0.114,0.13,0.11,0.99,1.16,0.33,-0.09,
0.116,0.12,0.11,0.99,1.16,0.33,-0.09,
0.119,0.12,0.12,0.99,1.16,0.33,-0.09,
0.12,0.12,0.12,0.99,1.16,0.35,-0.10,
0.123,0.12,0.12,0.99,1.16,0.35,-0.10,
0.123,0.12,0.11,0.99,1.16,0.35,-0.10,
0.123,0.12,0.11,0.99,1.15,0.36,-0.12,
0.129,0.12,0.12,0.99,1.15,0.36,-0.12,
0.129,0.12,0.11,0.99,1.15,0.36,-0.12,
0.13,0.12,0.11,0.99,1.09,0.37,-0.10,
0.131,0.12,0.11,0.98,1.09,0.37,-0.10,
0.133,0.12,0.11,0.99,1.09,0.37,-0.10,
0.133,0.12,0.11,0.99,1.08,0.37,-0.09,
0.136,0.13,0.11,0.99,1.08,0.37,-0.09,
0.139,0.13,0.11,0.99,1.11,0.31,-0.15,
0.139,0.13,0.11,1.00,1.11,0.31,-0.15,
0.141,0.14,0.11,1.00,1.11,0.31,-0.15,
0.143,0.14,0.11,1.00,1.11,0.31,-0.15,
0.144,0.14,0.11,1.00,1.21,0.32,-0.07,
0.146,0.15,0.10,1.00,1.21,0.32,-0.07,
0.148,0.16,0.11,1.01,1.21,0.32,-0.07,
0.149,0.16,0.11,1.01,1.29,0.28,-0.03,
0.151,0.16,0.11,1.01,1.29,0.28,-0.03,
0.153,0.16,0.11,1.01,1.29,0.28,-0.03,
0.154,0.16,0.11,1.01,1.39,0.24,0.04,
0.156,0.16,0.11,1.02,1.39,0.24,0.04,
0.159,0.17,0.11,1.02,1.39,0.24,0.04,
0.164,0.17,0.11,1.02,1.46,0.28,0.12,
0.164,0.17,0.11,1.03,1.46,0.28,0.12,
0.165,0.17,0.11,1.03,1.50,0.30,0.20,
0.165,0.17,0.11,1.03,1.50,0.30,0.20,
0.166,0.17,0.11,1.03,1.50,0.30,0.20,
0.168,0.17,0.11,1.02,1.50,0.30,0.20,
0.169,0.17,0.11,1.02,1.52,0.30,0.28,
0.172,0.17,0.11,1.03,1.52,0.30,0.28,
0.173,0.17,0.11,1.03,1.52,0.30,0.28,
0.173,0.17,0.11,1.03,1.56,0.28,0.22,
0.175,0.17,0.11,1.02,1.56,0.28,0.22,
0.177,0.18,0.10,1.02,1.56,0.28,0.22,
0.178,0.18,0.10,1.02,1.56,0.24,0.25,
0.181,0.18,0.11,1.02,1.56,0.24,0.25,
