
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.17,0.01,0.32,0.01,0.09,0.97,
0.003,-0.19,0.00,0.12,0.01,0.09,0.97,
0.003,-0.19,0.00,0.12,0.01,0.09,0.96,
0.003,-0.19,0.00,0.12,0.01,0.09,0.95,
0.003,-0.16,-0.00,-0.07,0.01,0.09,0.95,
0.004,-0.16,-0.00,-0.07,0.01,0.09,0.95,
0.006,-0.16,-0.00,-0.07,0.01,0.09,0.94,
0.006,-0.14,0.00,-0.23,0.01,0.09,0.94,
0.009,-0.14,0.00,-0.23,0.01,0.09,0.94,
0.011,-0.14,0.00,-0.23,0.02,0.09,0.94,
0.011,-0.12,0.01,-0.32,0.02,0.09,0.94,
0.02,-0.12,0.01,-0.32,0.02,0.09,0.94,
0.02,-0.12,0.01,-0.32,0.02,0.09,0.94,
0.02,-0.07,0.02,-0.36,0.02,0.09,0.94,
0.02,-0.07,0.02,-0.36,0.02,0.09,0.94,
0.021,-0.07,0.02,-0.36,0.02,0.10,0.94,
0.021,-0.02,0.02,-0.36,0.02,0.10,0.94,
0.023,-0.02,0.02,-0.36,0.02,0.10,0.94,
0.026,-0.02,0.02,-0.36,0.02,0.10,0.94,
0.026,0.01,0.03,-0.36,0.02,0.10,0.94,
0.028,0.01,0.03,-0.36,0.03,0.10,0.94,
0.031,0.01,0.03,-0.36,0.03,0.10,0.95,
0.031,0.01,0.05,-0.34,0.03,0.10,0.95,
0.033,0.01,0.05,-0.34,0.03,0.10,0.95,
0.035,0.01,0.05,-0.34,0.03,0.10,0.95,
0.036,0.04,0.06,-0.30,0.03,0.10,0.95,
0.038,0.04,0.06,-0.30,0.03,0.10,0.95,
0.041,0.05,0.09,-0.26,0.03,0.10,0.95,
0.041,0.05,0.09,-0.26,0.03,0.10,0.95,
0.043,0.05,0.09,-0.26,0.03,0.10,0.95,
0.046,0.05,0.09,-0.26,0.03,0.10,0.96,
0.047,0.06,0.10,-0.23,0.03,0.10,0.96,
0.048,0.06,0.10,-0.23,0.03,0.10,0.96,
0.05,0.06,0.10,-0.23,0.03,0.10,0.96,
0.05,0.08,0.10,-0.20,0.03,0.10,0.96,
0.053,0.08,0.10,-0.20,0.03,0.10,0.96,
0.055,0.08,0.10,-0.20,0.03,0.10,0.96,
0.055,0.09,0.11,-0.17,0.03,0.10,0.96,
0.058,0.09,0.11,-0.17,0.03,0.10,0.96,
0.06,0.09,0.11,-0.17,0.03,0.10,0.96,
0.06,0.08,0.08,-0.14,0.03,0.10,0.96,
0.063,0.08,0.08,-0.14,0.02,0.10,0.96,
0.065,0.08,0.08,-0.14,0.02,0.09,0.96,
0.065,0.05,0.09,-0.14,0.02,0.09,0.96,
0.067,0.05,0.09,-0.14,0.02,0.10,0.96,
0.07,0.05,0.09,-0.14,0.02,0.10,0.96,
0.07,0.02,0.08,-0.13,0.02,0.10,0.96,
0.072,0.02,0.08,-0.13,0.02,0.10,0.96,
0.075,0.02,0.08,-0.13,0.01,0.10,0.96,
0.075,0.00,0.08,-0.13,0.01,0.10,0.96,
0.077,0.00,0.08,-0.13,0.01,0.10,0.96,
0.079,0.00,0.08,-0.13,0.01,0.10,0.96,
0.08,-0.06,0.10,-0.11,0.01,0.10,0.96,
0.082,-0.06,0.10,-0.11,0.01,0.10,0.96,
0.084,-0.06,0.10,-0.11,0.01,0.10,0.96,
0.085,-0.11,0.12,-0.10,0.01,0.10,0.96,
0.087,-0.11,0.12,-0.10,0.01,0.10,0.97,
0.089,-0.11,0.12,-0.10,0.01,0.10,0.97,
0.09,-0.15,0.11,-0.10,0.01,0.10,0.97,
0.092,-0.15,0.11,-0.10,0.01,0.09,0.97,
0.094,-0.15,0.11,-0.10,0.01,0.09,0.97,
0.094,-0.12,0.09,-0.06,0.01,0.09,0.97,
0.098,-0.12,0.09,-0.06,0.02,0.09,0.98,
0.099,-0.12,0.09,-0.06,0.02,0.09,0.98,
0.1,-0.11,0.06,-0.02,0.02,0.09,0.98,
0.102,-0.11,0.06,-0.02,0.02,0.09,0.98,
0.104,-0.11,0.06,-0.02,0.02,0.09,0.98,
0.104,-0.03,0.07,0.02,0.02,0.09,0.98,
0.106,-0.03,0.07,0.02,0.02,0.10,0.98,
0.109,-0.03,0.07,0.02,0.02,0.09,0.98,
0.109,-0.03,0.07,0.05,0.02,0.09,0.98,
0.112,-0.03,0.07,0.05,0.02,0.09,0.98,
0.114,-0.03,0.07,0.05,0.03,0.09,0.98,
0.114,-0.01,0.08,0.09,0.03,0.09,0.98,
0.116,-0.01,0.08,0.09,0.03,0.09,0.99,
0.119,-0.01,0.08,0.09,0.03,0.09,0.98,
0.119,0.01,0.07,0.09,0.03,0.09,0.98,
0.121,0.01,0.07,0.09,0.03,0.09,0.98,
0.123,0.01,0.07,0.09,0.03,0.09,0.98,
0.124,0.02,0.07,0.10,0.03,0.09,0.98,
0.126,0.02,0.07,0.10,0.03,0.09,0.98,
0.129,0.02,0.07,0.10,0.03,0.10,0.98,
0.129,0.04,0.07,0.09,0.03,0.10,0.98,
0.131,0.04,0.07,0.09,0.03,0.09,0.98,
0.133,0.04,0.07,0.09,0.03,0.10,0.98,
0.134,0.08,0.08,0.06,0.03,0.10,0.98,
0.136,0.08,0.08,0.06,0.03,0.09,0.98,
0.138,0.08,0.08,0.06,0.03,0.09,0.98,
0.138,0.07,0.08,0.05,0.03,0.09,0.98,
0.141,0.07,0.08,0.05,0.03,0.09,0.97,
0.143,0.07,0.08,0.05,0.03,0.09,0.97,
0.144,0.04,0.07,0.02,0.03,0.09,0.97,
0.146,0.04,0.07,0.02,0.03,0.09,0.97,
0.148,0.04,0.07,0.02,0.02,0.09,0.97,
0.148,0.03,0.04,-0.01,0.02,0.09,0.97,
0.151,0.03,0.04,-0.01,0.02,0.09,0.97,
0.153,0.03,0.04,-0.01,0.02,0.09,0.97,
0.153,-0.01,0.03,-0.06,0.02,0.09,0.97,
0.155,-0.01,0.03,-0.06,0.01,0.09,0.97,
0.158,-0.01,0.03,-0.06,0.01,0.09,0.97,
0.158,-0.05,0.02,-0.06,0.01,0.09,0.97,
0.161,-0.05,0.02,-0.06,0.01,0.09,0.97,
0.163,-0.05,0.02,-0.06,0.01,0.09,0.97,
0.163,-0.13,0.02,-0.07,0.01,0.09,0.97,
0.165,-0.13,0.02,-0.07,0.00,0.09,0.97,
0.168,-0.17,0.02,-0.09,0.00,0.09,0.97,
0.168,-0.17,0.02,-0.09,0.00,0.09,0.97,
0.17,-0.17,0.02,-0.09,0.00,0.09,0.97,
0.173,-0.17,0.02,-0.09,0.00,0.09,0.98,
0.173,-0.22,0.02,-0.06,0.00,0.09,0.98,
0.175,-0.22,0.02,-0.06,-0.00,0.09,0.98,
0.178,-0.22,0.02,-0.06,-0.00,0.09,0.98,
0.178,-0.24,0.01,-0.01,-0.00,0.09,0.98,
0.18,-0.24,0.01,-0.01,-0.00,0.09,0.98,
0.182,-0.24,0.01,-0.01,-0.00,0.09,0.99,
0.182,-0.26,0.03,0.05,-0.00,0.09,0.99,
0.185,-0.26,0.03,0.05,-0.00,0.09,0.99,
0.187,-0.26,0.03,0.05,-0.01,0.09,0.99,
0.187,-0.27,0.05,0.10,-0.01,0.09,0.99,
0.19,-0.27,0.05,0.10,-0.01,0.09,1.00,
0.192,-0.27,0.05,0.10,-0.01,0.09,1.00,
0.192,-0.29,0.04,0.16,-0.01,0.09,1.00,
0.198,-0.29,0.04,0.16,-0.01,0.09,1.00,
0.198,-0.29,0.04,0.16,-0.01,0.09,1.00,
0.199,-0.29,0.04,0.22,-0.01,0.09,1.00,
0.199,-0.29,0.04,0.22,-0.01,0.09,1.00,
0.202,-0.29,0.04,0.22,-0.01,0.09,1.01,
0.202,-0.30,0.05,0.25,-0.01,0.09,1.01,
0.204,-0.30,0.05,0.25,-0.01,0.09,1.00,
0.207,-0.30,0.05,0.25,-0.01,0.09,1.00,
0.209,-0.31,0.06,0.28,-0.01,0.09,1.00,
0.209,-0.31,0.06,0.28,-0.00,0.09,1.00,
0.212,-0.31,0.06,0.28,-0.00,0.09,1.01,
0.213,-0.29,0.06,0.26,-0.00,0.09,1.01,
0.214,-0.29,0.06,0.26,-0.00,0.09,1.00,
