
time,ax,ay,az,gFx,gFy,gFz,
0.001,-0.02,0.00,-0.12,0.03,0.09,0.95,
0.001,-0.02,0.00,-0.12,0.02,0.09,0.95,
0.001,-0.01,-0.04,-0.21,0.02,0.09,0.95,
0.003,-0.01,-0.04,-0.21,0.02,0.09,0.95,
0.006,-0.01,-0.04,-0.21,0.02,0.09,0.95,
0.006,0.02,-0.04,-0.27,0.02,0.09,0.95,
0.008,0.02,-0.04,-0.27,0.02,0.09,0.95,
0.011,0.02,-0.04,-0.27,0.02,0.09,0.96,
0.011,0.00,-0.04,-0.25,0.02,0.09,0.96,
0.013,0.00,-0.04,-0.25,0.02,0.10,0.96,
0.016,0.00,-0.04,-0.25,0.02,0.10,0.96,
0.016,0.00,-0.04,-0.21,0.02,0.10,0.96,
0.018,0.00,-0.04,-0.21,0.02,0.10,0.97,
0.021,0.00,-0.04,-0.21,0.02,0.10,0.97,
0.021,-0.02,-0.01,-0.15,0.02,0.10,0.97,
0.023,-0.02,-0.01,-0.15,0.02,0.10,0.98,
0.026,-0.02,-0.01,-0.15,0.02,0.10,0.98,
0.026,-0.00,0.01,-0.06,0.02,0.10,0.98,
0.028,-0.00,0.01,-0.06,0.02,0.10,0.99,
0.031,-0.00,0.01,-0.06,0.02,0.10,0.99,
0.031,-0.01,0.01,0.04,0.02,0.10,0.99,
0.033,-0.01,0.01,0.04,0.02,0.10,0.99,
0.035,-0.01,0.01,0.04,0.02,0.10,1.00,
0.036,-0.01,0.00,0.11,0.02,0.10,1.00,
0.038,-0.01,0.00,0.11,0.03,0.10,1.00,
0.04,-0.01,0.00,0.11,0.03,0.10,1.00,
0.04,0.01,0.01,0.19,0.03,0.10,1.00,
0.043,0.01,0.01,0.19,0.03,0.10,1.00,
0.045,0.01,0.01,0.19,0.03,0.10,1.00,
0.045,0.04,0.02,0.25,0.03,0.10,1.00,
0.047,0.04,0.02,0.25,0.02,0.10,1.00,
0.05,0.04,0.02,0.25,0.02,0.10,1.00,
0.05,0.04,0.03,0.26,0.02,0.10,1.00,
0.052,0.04,0.03,0.26,0.02,0.10,1.00,
0.055,0.04,0.03,0.26,0.03,0.10,1.00,
0.055,0.02,0.05,0.25,0.03,0.10,1.00,
0.057,0.02,0.05,0.25,0.03,0.10,0.99,
0.06,0.02,0.05,0.25,0.03,0.10,0.99,
0.06,0.04,0.05,0.21,0.03,0.10,0.99,
0.065,0.04,0.05,0.21,0.03,0.10,0.98,
0.066,0.04,0.05,0.21,0.03,0.11,0.98,
0.066,0.07,0.07,0.14,0.03,0.11,0.98,
0.067,0.07,0.07,0.14,0.03,0.10,0.98,
0.07,0.07,0.07,0.14,0.03,0.11,0.97,
0.07,0.06,0.07,0.05,0.03,0.11,0.97,
0.072,0.06,0.07,0.05,0.03,0.11,0.97,
0.075,0.06,0.07,0.05,0.03,0.11,0.96,
0.075,0.07,0.07,-0.02,0.03,0.11,0.96,
0.077,0.07,0.07,-0.02,0.03,0.11,0.96,
0.08,0.07,0.07,-0.02,0.03,0.11,0.96,
0.08,0.04,0.07,-0.09,0.03,0.11,0.96,
0.082,0.04,0.07,-0.09,0.02,0.11,0.95,
0.085,0.04,0.07,-0.09,0.02,0.11,0.95,
0.085,0.02,0.08,-0.16,0.02,0.11,0.95,
0.087,0.02,0.08,-0.16,0.02,0.11,0.95,
0.089,0.02,0.08,-0.16,0.02,0.11,0.95,
0.089,-0.01,0.08,-0.23,0.02,0.11,0.95,
0.091,-0.01,0.08,-0.23,0.03,0.11,0.95,
0.094,-0.01,0.08,-0.23,0.02,0.10,0.95,
0.095,-0.00,0.06,-0.28,0.02,0.10,0.95,
0.097,-0.00,0.06,-0.28,0.03,0.10,0.95,
0.099,-0.00,0.06,-0.28,0.02,0.11,0.95,
0.099,0.02,0.06,-0.28,0.02,0.11,0.95,
0.101,0.02,0.06,-0.28,0.02,0.11,0.95,
0.104,0.02,0.06,-0.28,0.02,0.11,0.95,
0.104,0.01,0.05,-0.28,0.02,0.11,0.95,
0.106,0.01,0.05,-0.28,0.02,0.11,0.95,
0.109,0.01,0.05,-0.28,0.02,0.10,0.95,
