
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.03,0.02,0.05,0.02,0.05,0.96,
0.002,-0.03,0.02,0.05,0.02,0.06,0.95,
0.002,-0.05,0.04,-0.13,0.02,0.06,0.95,
0.003,-0.05,0.04,-0.13,0.02,0.06,0.95,
0.004,-0.05,0.04,-0.13,0.02,0.06,0.94,
0.004,-0.04,0.06,-0.27,0.02,0.06,0.94,
0.007,-0.04,0.06,-0.27,0.02,0.06,0.94,
0.009,-0.04,0.06,-0.27,0.02,0.06,0.94,
0.009,-0.04,0.06,-0.37,0.02,0.06,0.94,
0.012,-0.04,0.06,-0.37,0.03,0.06,0.94,
0.014,-0.04,0.06,-0.37,0.02,0.06,0.94,
0.015,-0.02,0.06,-0.41,0.02,0.06,0.94,
0.016,-0.02,0.06,-0.41,0.03,0.06,0.94,
0.019,-0.02,0.06,-0.41,0.03,0.06,0.94,
0.019,0.01,0.06,-0.42,0.03,0.06,0.94,
0.021,0.01,0.06,-0.42,0.03,0.06,0.94,
0.024,0.01,0.06,-0.42,0.03,0.06,0.94,
0.024,0.02,0.06,-0.41,0.03,0.06,0.94,
0.026,0.02,0.06,-0.41,0.03,0.06,0.95,
0.03,0.02,0.06,-0.41,0.03,0.06,0.95,
0.03,0.05,0.09,-0.37,0.03,0.06,0.95,
0.032,0.05,0.09,-0.37,0.03,0.06,0.95,
0.036,0.05,0.09,-0.37,0.03,0.06,0.96,
0.036,0.06,0.07,-0.30,0.03,0.06,0.96,
0.036,0.06,0.07,-0.30,0.03,0.06,0.96,
0.039,0.06,0.07,-0.30,0.03,0.05,0.97,
0.039,0.08,0.07,-0.25,0.03,0.05,0.97,
0.041,0.08,0.07,-0.25,0.04,0.05,0.97,
0.043,0.08,0.07,-0.25,0.04,0.05,0.97,
0.044,0.10,0.05,-0.17,0.04,0.05,0.97,
0.046,0.10,0.05,-0.17,0.03,0.05,0.98,
0.049,0.12,0.04,-0.10,0.03,0.05,0.98,
0.049,0.12,0.04,-0.10,0.03,0.05,0.98,
0.051,0.12,0.04,-0.10,0.03,0.05,0.98,
0.053,0.12,0.04,-0.10,0.03,0.05,0.99,
0.053,0.09,0.03,-0.03,0.03,0.05,0.99,
0.056,0.09,0.03,-0.03,0.03,0.05,0.99,
0.058,0.09,0.03,-0.03,0.03,0.05,0.99,
0.058,0.10,0.04,0.04,0.03,0.05,0.99,
0.061,0.10,0.04,0.04,0.03,0.05,0.99,
0.066,0.10,0.04,0.04,0.03,0.05,1.00,
0.066,0.08,0.04,0.08,0.03,0.05,1.00,
0.066,0.08,0.04,0.08,0.03,0.05,1.00,
0.068,0.08,0.04,0.08,0.03,0.05,1.00,
0.068,0.05,0.03,0.14,0.03,0.05,1.00,
0.071,0.05,0.03,0.14,0.02,0.05,1.00,
0.073,0.05,0.03,0.14,0.02,0.05,1.00,
0.074,0.05,0.01,0.18,0.02,0.05,1.00,
0.075,0.05,0.01,0.18,0.02,0.05,1.01,
0.078,0.05,0.01,0.18,0.02,0.05,1.01,
0.078,-0.02,0.02,0.23,0.02,0.05,1.01,
0.08,-0.02,0.02,0.23,0.02,0.05,1.01,
0.083,-0.02,0.02,0.23,0.02,0.05,1.01,
0.083,-0.07,0.00,0.26,0.02,0.05,1.01,
0.085,-0.07,0.00,0.26,0.01,0.05,1.01,
0.088,-0.07,0.00,0.26,0.01,0.05,1.01,
0.088,-0.08,-0.01,0.29,0.01,0.05,1.01,
0.09,-0.08,-0.01,0.29,0.01,0.04,1.01,
0.092,-0.08,-0.01,0.29,0.01,0.04,1.01,
0.093,-0.11,-0.03,0.30,0.01,0.04,1.01,
0.095,-0.11,-0.03,0.30,0.01,0.04,1.01,
0.097,-0.11,-0.03,0.30,0.01,0.04,1.01,
0.098,-0.15,-0.05,0.29,0.01,0.04,1.01,
0.1,-0.15,-0.05,0.29,0.01,0.04,1.00,
0.102,-0.15,-0.05,0.29,0.01,0.04,1.00,
0.102,-0.18,-0.07,0.25,0.01,0.04,1.00,
0.105,-0.18,-0.07,0.25,0.00,0.04,1.00,
0.107,-0.18,-0.07,0.25,0.00,0.04,1.00,
0.107,-0.18,-0.08,0.21,0.00,0.04,1.00,
0.11,-0.18,-0.08,0.21,-0.00,0.04,0.99,
0.113,-0.18,-0.08,0.21,-0.00,0.04,0.99,
