
time,ax,ay,az,gFx,gFy,gFz,
0.001,0.10,0.04,0.20,0.07,0.07,0.99,
0.001,0.10,0.04,0.20,0.07,0.07,0.98,
0.002,0.11,0.08,0.12,0.07,0.07,0.98,
0.002,0.11,0.08,0.12,0.07,0.07,0.98,
0.005,0.11,0.08,0.12,0.07,0.07,0.97,
0.005,0.12,0.08,0.07,0.07,0.07,0.97,
0.007,0.12,0.08,0.07,0.07,0.07,0.97,
0.01,0.12,0.08,0.07,0.07,0.07,0.97,
0.01,0.12,0.08,-0.02,0.07,0.07,0.97,
0.012,0.12,0.08,-0.02,0.07,0.07,0.96,
0.015,0.12,0.08,-0.02,0.07,0.07,0.96,
0.015,0.13,0.08,-0.09,0.07,0.07,0.96,
0.017,0.13,0.08,-0.09,0.07,0.07,0.96,
0.019,0.13,0.08,-0.09,0.07,0.07,0.96,
0.02,0.13,0.09,-0.15,0.07,0.07,0.96,
0.022,0.13,0.09,-0.15,0.07,0.07,0.95,
0.024,0.13,0.09,-0.15,0.07,0.07,0.95,
0.025,0.12,0.10,-0.20,0.07,0.07,0.95,
0.026,0.12,0.10,-0.20,0.07,0.07,0.95,
0.031,0.11,0.09,-0.23,0.07,0.07,0.95,
0.032,0.11,0.09,-0.23,0.07,0.07,0.95,
0.032,0.11,0.09,-0.23,0.06,0.07,0.95,
0.034,0.11,0.09,-0.23,0.06,0.07,0.95,
0.035,0.08,0.07,-0.26,0.06,0.07,0.95,
0.037,0.08,0.07,-0.26,0.06,0.07,0.95,
0.039,0.08,0.07,-0.26,0.06,0.07,0.95,
0.039,0.04,0.07,-0.24,0.06,0.07,0.95,
0.042,0.04,0.07,-0.24,0.06,0.07,0.96,
0.044,0.04,0.07,-0.24,0.06,0.06,0.96,
0.044,0.00,0.05,-0.23,0.06,0.06,0.96,
0.049,0.00,0.05,-0.23,0.06,0.07,0.96,
0.05,0.00,0.05,-0.23,0.05,0.06,0.97,
0.05,-0.01,0.01,-0.19,0.05,0.06,0.97,
0.051,-0.01,0.01,-0.19,0.06,0.06,0.97,
0.054,-0.01,0.01,-0.19,0.05,0.06,0.97,
0.054,-0.03,0.00,-0.13,0.05,0.06,0.97,
0.056,-0.03,0.00,-0.13,0.05,0.06,0.97,
0.059,-0.03,0.00,-0.13,0.05,0.06,0.98,
0.059,-0.04,-0.01,-0.07,0.05,0.06,0.98,
0.061,-0.04,-0.01,-0.07,0.06,0.06,0.98,
0.064,-0.04,-0.01,-0.07,0.06,0.06,0.98,
0.064,-0.04,-0.01,-0.01,0.06,0.06,0.98,
0.066,-0.04,-0.01,-0.01,0.06,0.06,0.99,
0.068,-0.04,-0.01,-0.01,0.06,0.06,0.99,
0.068,-0.02,-0.01,0.06,0.06,0.06,0.99,
0.07,-0.02,-0.01,0.06,0.06,0.06,0.99,
0.073,-0.02,-0.01,0.06,0.06,0.06,0.99,
0.073,-0.01,-0.00,0.10,0.06,0.06,0.99,
0.076,-0.01,-0.00,0.10,0.06,0.07,0.99,
0.078,-0.01,-0.00,0.10,0.06,0.07,0.99,
0.078,0.03,0.01,0.12,0.06,0.07,0.99,
0.08,0.03,0.01,0.12,0.07,0.07,0.99,
0.083,0.03,0.01,0.12,0.07,0.07,0.99,
0.083,0.04,0.03,0.12,0.07,0.07,0.99,
0.085,0.04,0.03,0.12,0.07,0.07,0.99,
0.088,0.04,0.03,0.12,0.07,0.07,0.99,
0.088,0.08,0.05,0.11,0.07,0.07,0.99,
0.09,0.08,0.05,0.11,0.07,0.07,0.98,
0.093,0.08,0.05,0.11,0.07,0.07,0.98,
0.093,0.09,0.07,0.09,0.07,0.07,0.98,
0.096,0.09,0.07,0.09,0.07,0.07,0.98,
0.098,0.09,0.07,0.09,0.07,0.07,0.98,
0.098,0.08,0.09,0.06,0.07,0.07,0.98,
0.1,0.08,0.09,0.06,0.07,0.07,0.98,
0.103,0.08,0.09,0.06,0.07,0.07,0.98,
0.103,0.10,0.10,0.03,0.07,0.07,0.98,
0.105,0.10,0.10,0.03,0.07,0.07,0.98,
0.107,0.10,0.10,0.03,0.07,0.07,0.98,
0.108,0.10,0.10,-0.00,0.07,0.07,0.98,
0.11,0.10,0.10,-0.00,0.07,0.07,0.98,
0.112,0.10,0.10,-0.00,0.07,0.07,0.97,
0.113,0.11,0.10,0.01,0.07,0.07,0.97,
0.115,0.11,0.10,0.01,0.06,0.07,0.97,
0.117,0.11,0.10,0.01,0.06,0.07,0.97,
0.117,0.07,0.09,-0.02,0.06,0.07,0.97,
0.12,0.07,0.09,-0.02,0.06,0.07,0.97,
0.122,0.07,0.09,-0.02,0.06,0.07,0.97,
0.122,0.06,0.07,-0.04,0.06,0.07,0.97,
0.124,0.06,0.07,-0.04,0.06,0.07,0.97,
0.127,0.06,0.07,-0.04,0.05,0.07,0.97,
0.127,0.02,0.05,-0.06,0.05,0.07,0.97,
0.129,0.02,0.05,-0.06,0.05,0.07,0.97,
0.132,0.02,0.05,-0.06,0.05,0.07,0.97,
0.132,-0.04,0.06,-0.06,0.05,0.07,0.97,
0.134,-0.04,0.06,-0.06,0.05,0.07,0.97,
0.137,-0.04,0.06,-0.06,0.05,0.07,0.97,
0.137,-0.09,0.04,-0.07,0.05,0.07,0.97,
0.139,-0.09,0.04,-0.07,0.05,0.07,0.97,
0.142,-0.09,0.04,-0.07,0.05,0.06,0.97,
0.142,-0.08,0.03,-0.07,0.05,0.06,0.97,
0.144,-0.08,0.03,-0.07,0.05,0.07,0.97,
0.149,-0.08,0.03,-0.07,0.05,0.06,0.97,
0.15,-0.08,0.01,-0.09,0.05,0.06,0.97,
0.15,-0.08,0.01,-0.09,0.05,0.06,0.97,
0.152,-0.08,0.01,-0.09,0.05,0.06,0.97,
0.152,-0.10,0.00,-0.09,0.05,0.06,0.97,
0.154,-0.10,0.00,-0.09,0.05,0.06,0.97,
0.156,-0.10,0.00,-0.09,0.05,0.06,0.97,
0.156,-0.09,-0.01,-0.06,0.05,0.06,0.97,
0.159,-0.09,-0.01,-0.06,0.05,0.06,0.97,
0.161,-0.09,-0.01,-0.06,0.05,0.06,0.97,
0.162,-0.06,-0.03,-0.04,0.05,0.06,0.97,
