
time,gFx,gFy,gFz,ax,ay,az,
0.003,0.06,0.03,0.91,0.75,0.16,-0.85,
0.004,0.06,0.02,0.92,0.75,0.16,-0.85,
0.004,0.06,0.02,0.92,0.66,-0.09,-0.89,
0.004,0.05,0.02,0.93,0.66,-0.09,-0.89,
0.004,0.05,0.02,0.94,0.66,-0.09,-0.89,
0.005,0.05,0.02,0.94,0.47,-0.24,-0.77,
0.008,0.04,0.02,0.94,0.47,-0.24,-0.77,
0.009,0.04,0.01,0.95,0.47,-0.24,-0.77,
0.009,0.04,0.01,0.95,0.44,-0.32,-0.63,
0.012,0.03,0.01,0.96,0.44,-0.32,-0.63,
0.014,0.03,0.01,0.96,0.44,-0.32,-0.63,
0.014,0.03,0.01,0.96,0.38,-0.37,-0.48,
0.016,0.03,0.01,0.97,0.38,-0.37,-0.48,
0.026,0.03,0.01,0.98,0.38,-0.37,-0.48,
0.026,0.03,0.01,0.98,0.29,-0.40,-0.34,
0.026,0.01,0.01,0.99,0.29,-0.40,-0.34,
0.027,0.01,-0.00,0.98,0.29,-0.40,-0.34,
0.027,0.01,-0.00,0.98,0.29,-0.39,-0.17,
0.027,0.01,-0.00,0.99,0.29,-0.39,-0.17,
0.029,0.01,-0.00,0.99,0.12,-0.49,-0.09,
0.03,0.00,-0.00,0.99,0.12,-0.49,-0.09,
0.032,0.01,0.00,0.99,0.12,-0.49,-0.09,
0.034,0.00,0.01,0.99,0.12,-0.49,-0.09,
0.034,0.00,0.01,0.99,0.08,-0.52,-0.05,
0.044,0.00,0.02,0.98,0.08,-0.52,-0.05,
0.044,0.00,0.02,0.98,0.08,-0.52,-0.05,
0.045,0.00,0.02,0.98,0.08,-0.45,-0.07,
0.045,0.00,0.03,0.98,0.08,-0.45,-0.07,
0.045,0.01,0.04,0.97,0.08,-0.45,-0.07,
0.045,0.01,0.04,0.97,0.07,-0.33,-0.15,
0.046,0.01,0.04,0.97,0.07,-0.33,-0.15,
0.049,0.01,0.05,0.97,0.07,-0.33,-0.15,
0.049,0.01,0.05,0.97,0.08,-0.18,-0.20,
0.051,0.02,0.06,0.96,0.08,-0.18,-0.20,
0.059,0.02,0.06,0.96,0.14,-0.07,-0.25,
0.06,0.02,0.06,0.96,0.14,-0.07,-0.25,
0.06,0.02,0.06,0.96,0.14,-0.07,-0.25,
0.061,0.02,0.06,0.95,0.14,-0.07,-0.25,
0.061,0.02,0.06,0.95,0.23,0.06,-0.33,
0.061,0.03,0.06,0.95,0.23,0.06,-0.33,
0.064,0.03,0.06,0.95,0.23,0.06,-0.33,
0.064,0.03,0.06,0.95,0.24,0.08,-0.37,
0.066,0.03,0.05,0.96,0.24,0.08,-0.37,
0.082,0.04,0.05,0.96,0.24,0.08,-0.37,
0.083,0.04,0.05,0.96,0.27,0.05,-0.40,
0.083,0.04,0.04,0.96,0.27,0.05,-0.40,
0.084,0.05,0.04,0.97,0.27,0.05,-0.40,
0.084,0.05,0.04,0.97,0.33,-0.02,-0.33,
0.084,0.06,0.04,0.97,0.33,-0.02,-0.33,
0.084,0.06,0.05,0.97,0.33,-0.02,-0.33,
0.084,0.06,0.05,0.97,0.49,-0.13,-0.29,
0.085,0.08,0.09,0.98,0.49,-0.13,-0.29,
0.085,0.09,0.10,0.98,0.49,-0.13,-0.29,
0.085,0.09,0.10,0.98,0.60,-0.06,-0.20,
0.086,0.07,0.09,1.00,0.60,-0.06,-0.20,
0.093,0.06,0.07,1.02,0.60,-0.06,-0.20,
0.094,0.06,0.07,1.02,0.84,0.37,-0.11,
0.094,0.05,0.05,1.03,0.84,0.37,-0.11,
0.094,0.04,0.03,1.02,0.84,0.37,-0.11,
0.094,0.04,0.03,1.02,0.64,0.23,0.18,
0.096,0.03,0.01,1.03,0.64,0.23,0.18,
0.098,0.03,-0.01,1.03,0.64,0.23,0.18,
0.099,0.03,-0.01,1.03,0.43,-0.14,0.34,
0.101,0.02,-0.02,1.02,0.43,-0.14,0.34,
0.108,0.02,-0.03,1.02,0.43,-0.14,0.34,
0.108,0.02,-0.03,1.02,0.27,-0.55,0.34,
0.109,0.02,-0.03,1.01,0.27,-0.55,0.34,
0.109,0.02,-0.03,1.01,0.27,-0.55,0.34,
0.109,0.02,-0.03,1.01,0.17,-0.78,0.27,
0.111,0.02,-0.02,1.01,0.17,-0.78,0.27,
0.113,0.02,-0.01,1.00,0.17,-0.78,0.27,
0.114,0.02,-0.01,1.00,0.12,-0.83,0.15,
0.116,0.03,0.01,1.00,0.12,-0.83,0.15,
0.118,0.03,0.06,1.01,0.12,-0.83,0.15,
0.118,0.03,0.06,1.01,0.14,-0.68,0.10,
0.127,0.03,0.12,1.01,0.14,-0.68,0.10,
0.127,0.02,0.12,1.02,0.14,-0.68,0.10,
0.128,0.02,0.12,1.02,0.24,-0.20,0.11,
0.128,0.01,0.11,1.03,0.24,-0.20,0.11,
0.128,-0.00,0.10,1.03,0.24,-0.20,0.11,
0.128,-0.00,0.10,1.03,0.18,0.60,0.22,
0.131,-0.01,0.10,1.03,0.18,0.60,0.22,
0.133,-0.02,0.09,1.04,0.18,0.60,0.22,
0.133,-0.02,0.09,1.04,-0.02,0.43,0.35,
0.14,-0.01,0.09,1.04,-0.02,0.43,0.35,
0.14,-0.01,0.08,1.03,-0.02,0.43,0.35,
0.14,-0.01,0.08,1.03,-0.19,0.31,0.43,
0.141,-0.00,0.08,1.02,-0.19,0.31,0.43,
0.143,0.00,0.08,1.02,-0.19,0.31,0.43,
0.143,0.00,0.08,1.02,-0.19,0.15,0.42,
0.146,0.01,0.08,1.01,-0.19,0.15,0.42,
0.148,0.01,0.08,1.00,-0.19,0.15,0.42,
0.148,0.01,0.08,1.00,-0.08,0.10,0.28,
0.151,0.00,0.08,0.99,-0.08,0.10,0.28,
0.158,0.00,0.08,0.99,-0.02,0.03,0.11,
0.159,0.00,0.09,1.00,-0.02,0.03,0.11,
0.159,0.00,0.09,1.00,-0.02,0.03,0.11,
0.159,0.01,0.10,0.99,-0.02,0.03,0.11,
0.159,0.01,0.10,0.99,-0.06,0.04,0.03,
0.16,0.01,0.10,0.97,-0.06,0.04,0.03,
0.162,0.02,0.10,0.97,-0.06,0.04,0.03,
0.162,0.02,0.10,0.97,-0.04,0.09,-0.00,
0.166,0.02,0.11,0.97,-0.04,0.09,-0.00,
0.168,0.02,0.10,0.97,-0.04,0.09,-0.00,
0.168,0.02,0.10,0.97,0.07,0.07,-0.20,
0.179,0.02,0.10,0.97,0.07,0.07,-0.20,
0.18,0.01,0.08,0.97,0.07,0.07,-0.20,
0.18,0.01,0.08,0.97,0.11,0.10,-0.21,
0.18,0.01,0.05,0.97,0.11,0.10,-0.21,
0.181,0.01,0.06,0.97,0.11,0.10,-0.21,
0.181,0.01,0.06,0.97,0.10,-0.12,-0.21,
0.181,0.02,0.06,0.98,0.10,-0.12,-0.21,
0.183,0.01,0.06,0.98,0.10,-0.12,-0.21,
0.183,0.01,0.06,0.98,0.10,-0.54,-0.18,
0.185,0.02,0.07,0.98,0.10,-0.54,-0.18,
0.192,0.02,0.07,0.98,0.10,-0.54,-0.18,
0.193,0.02,0.07,0.98,0.11,-0.50,-0.09,
0.193,0.02,0.08,0.98,0.11,-0.50,-0.09,
0.193,0.02,0.09,0.99,0.11,-0.50,-0.09,
0.194,0.02,0.09,0.99,0.13,-0.43,-0.08,
0.195,0.03,0.09,0.98,0.13,-0.43,-0.08,
0.198,0.03,0.10,0.97,0.13,-0.43,-0.08,
0.198,0.03,0.10,0.97,0.21,-0.35,-0.02,
0.2,0.03,0.10,0.97,0.21,-0.35,-0.02,
0.21,0.02,0.11,0.98,0.21,-0.35,-0.02,
0.211,0.02,0.11,0.98,0.26,-0.31,-0.09,
0.211,0.01,0.12,0.99,0.26,-0.31,-0.09,
0.211,0.01,0.12,0.98,0.26,-0.31,-0.09,
0.211,0.01,0.12,0.98,0.20,-0.19,-0.08,
0.212,0.01,0.13,0.98,0.20,-0.19,-0.08,
0.212,0.00,0.14,0.97,0.20,-0.19,-0.08,
0.212,0.00,0.14,0.97,0.09,-0.10,-0.02,
0.215,0.01,0.14,0.96,0.09,-0.10,-0.02,
0.217,0.00,0.14,0.96,0.09,-0.10,-0.02,
0.218,0.00,0.14,0.96,0.04,0.00,-0.07,
0.225,-0.00,0.15,0.96,0.04,0.00,-0.07,
0.226,-0.01,0.15,0.95,0.04,0.00,-0.07,
0.226,-0.01,0.15,0.95,0.06,0.04,-0.22,
0.226,-0.02,0.15,0.95,0.06,0.04,-0.22,
0.227,-0.02,0.15,0.95,0.06,0.04,-0.22,
0.227,-0.02,0.15,0.95,-0.05,0.06,-0.32,
0.23,-0.02,0.16,0.95,-0.05,0.06,-0.32,
0.232,-0.03,0.15,0.95,-0.05,0.06,-0.32,
0.232,-0.03,0.15,0.95,-0.16,0.11,-0.34,
0.235,-0.05,0.15,0.94,-0.16,0.11,-0.34,
0.24,-0.05,0.16,0.95,-0.16,0.11,-0.34,
0.241,-0.05,0.16,0.95,-0.26,0.08,-0.31,
0.241,-0.06,0.16,0.96,-0.26,0.08,-0.31,
0.241,-0.06,0.16,0.96,-0.26,0.08,-0.31,
0.241,-0.06,0.16,0.96,-0.46,0.05,-0.35,
0.245,-0.05,0.17,0.97,-0.46,0.05,-0.35,
0.247,-0.06,0.17,0.97,-0.46,0.05,-0.35,
0.247,-0.06,0.17,0.97,-0.52,0.13,-0.24,
0.25,-0.05,0.18,0.96,-0.52,0.13,-0.24,
0.258,-0.04,0.18,0.96,-0.52,0.13,-0.24,
0.258,-0.04,0.18,0.96,-0.48,0.21,-0.11,
0.259,-0.05,0.18,0.96,-0.48,0.21,-0.11,
0.259,-0.05,0.19,0.96,-0.48,0.21,-0.11,
0.259,-0.05,0.19,0.96,-0.39,0.29,-0.20,
0.259,-0.05,0.19,0.96,-0.39,0.29,-0.20,
0.262,-0.05,0.18,0.96,-0.39,0.29,-0.20,
0.262,-0.05,0.18,0.96,-0.40,0.35,-0.20,
0.265,-0.05,0.18,0.96,-0.40,0.35,-0.20,
0.266,-0.05,0.18,0.96,-0.40,0.35,-0.20,
0.267,-0.05,0.18,0.96,-0.44,0.37,-0.19,
0.269,-0.04,0.18,0.96,-0.44,0.37,-0.19,
0.275,-0.04,0.18,0.97,-0.44,0.37,-0.19,
0.275,-0.04,0.18,0.97,-0.42,0.36,-0.20,
0.276,-0.04,0.18,0.96,-0.42,0.36,-0.20,
0.276,-0.03,0.18,0.96,-0.42,0.36,-0.20,
0.277,-0.03,0.18,0.96,-0.37,0.33,-0.17,
0.278,-0.03,0.18,0.96,-0.37,0.33,-0.17,
0.282,-0.02,0.17,0.94,-0.37,0.33,-0.17,
0.282,-0.02,0.17,0.94,-0.29,0.34,-0.22,
0.283,-0.02,0.17,0.94,-0.29,0.34,-0.22,
