
time,gFx,gFy,gFz,ax,ay,az,
0.004,0.01,0.13,0.87,0.20,0.50,-1.39,
0.005,0.01,0.13,0.87,0.36,0.52,-1.34,
0.005,0.01,0.13,0.89,0.36,0.52,-1.34,
0.005,0.02,0.12,0.90,0.36,0.52,-1.34,
0.006,0.02,0.12,0.90,0.37,0.46,-1.12,
0.006,0.02,0.11,0.92,0.37,0.46,-1.12,
0.006,0.02,0.11,0.92,0.35,0.45,-0.80,
0.006,0.02,0.11,0.94,0.35,0.45,-0.80,
0.01,0.02,0.11,0.94,0.35,0.45,-0.80,
0.01,0.02,0.11,0.94,0.35,0.45,-0.80,
0.011,0.02,0.11,0.94,0.36,0.33,-0.44,
0.013,0.02,0.11,0.94,0.36,0.33,-0.44,
0.016,0.02,0.10,0.95,0.36,0.33,-0.44,
0.016,0.02,0.10,0.95,0.38,0.30,-0.35,
0.018,0.03,0.09,0.96,0.38,0.30,-0.35,
0.021,0.03,0.08,0.97,0.38,0.30,-0.35,
0.021,0.03,0.08,0.97,0.38,0.30,-0.28,
0.023,0.03,0.08,0.97,0.38,0.30,-0.28,
0.03,0.04,0.07,0.98,0.38,0.30,-0.28,
0.03,0.04,0.07,0.98,0.44,0.14,-0.12,
0.031,0.04,0.07,1.00,0.44,0.14,-0.12,
0.031,0.04,0.07,1.00,0.45,0.06,-0.01,
0.031,0.05,0.07,1.01,0.45,0.06,-0.01,
0.033,0.06,0.07,1.03,0.45,0.06,-0.01,
0.035,0.06,0.07,1.03,0.59,-0.02,0.29,
0.036,0.05,0.07,1.04,0.59,-0.02,0.29,
0.038,0.05,0.07,1.06,0.59,-0.02,0.29,
0.043,0.06,0.08,1.07,0.59,-0.02,0.29,
0.043,0.06,0.08,1.07,0.64,0.03,0.55,
0.044,0.07,0.08,1.08,0.64,0.03,0.55,
0.045,0.09,0.08,1.10,0.64,0.03,0.55,
0.046,0.09,0.08,1.10,0.69,0.10,0.85,
0.048,0.09,0.08,1.12,0.69,0.10,0.85,
0.051,0.09,0.07,1.14,0.69,0.10,0.85,
0.051,0.09,0.07,1.14,0.89,0.16,1.12,
0.053,0.09,0.08,1.16,0.89,0.16,1.12,
0.056,0.09,0.08,1.16,0.99,0.14,1.49,
0.056,0.08,0.09,1.18,0.99,0.14,1.49,
0.057,0.08,0.09,1.19,0.99,0.14,1.49,
0.06,0.09,0.10,1.19,0.99,0.14,1.49,
0.061,0.09,0.10,1.19,0.94,0.21,1.82,
0.063,0.07,0.10,1.18,0.94,0.21,1.82,
0.066,0.05,0.09,1.17,0.94,0.21,1.82,
0.066,0.05,0.09,1.17,0.93,0.37,1.99,
0.067,0.04,0.09,1.14,0.93,0.37,1.99,
0.071,0.03,0.10,1.11,0.93,0.37,1.99,
0.071,0.03,0.10,1.11,0.71,0.31,1.83,
0.073,0.02,0.10,1.08,0.71,0.31,1.83,
0.076,0.01,0.11,1.05,0.71,0.31,1.83,
0.076,0.01,0.11,1.05,0.42,0.32,1.36,
0.077,-0.00,0.12,1.03,0.42,0.32,1.36,
0.08,-0.00,0.12,1.03,0.22,0.42,0.75,
0.081,-0.01,0.13,1.01,0.22,0.42,0.75,
0.083,-0.02,0.14,0.98,0.22,0.42,0.75,
0.086,-0.03,0.14,0.97,0.22,0.42,0.75,
0.086,-0.03,0.14,0.97,0.06,0.55,0.35,
0.088,-0.03,0.15,0.94,0.06,0.55,0.35,
0.09,-0.03,0.16,0.92,0.06,0.55,0.35,
0.091,-0.03,0.16,0.92,-0.10,0.67,-0.11,
0.093,-0.03,0.17,0.90,-0.10,0.67,-0.11,
0.095,-0.02,0.18,0.89,-0.10,0.67,-0.11,
0.095,-0.02,0.18,0.89,-0.17,0.79,-0.57,
