
time,gFx,gFy,gFz,ax,ay,az,
0.006,0.02,0.00,0.98,0.24,0.01,-0.37,
0.007,0.02,0.01,0.98,0.24,0.01,-0.37,
0.007,0.02,0.01,0.98,0.41,-0.12,-0.29,
0.007,0.03,0.01,0.98,0.41,-0.12,-0.29,
0.008,0.03,0.01,0.98,0.41,-0.12,-0.29,
0.008,0.03,0.01,0.98,0.47,-0.15,-0.24,
0.009,0.03,0.01,0.98,0.47,-0.15,-0.24,
0.009,0.02,0.01,0.98,0.47,-0.15,-0.24,
0.009,0.02,0.01,0.98,0.54,-0.12,-0.24,
0.01,0.02,0.01,0.98,0.54,-0.12,-0.24,
0.016,0.02,0.01,0.97,0.54,-0.12,-0.24,
0.017,0.02,0.01,0.97,0.48,-0.08,-0.21,
0.017,0.02,0.01,0.97,0.48,-0.08,-0.21,
0.017,0.02,0.01,0.97,0.48,-0.08,-0.21,
0.018,0.02,0.01,0.97,0.46,-0.09,-0.26,
0.02,0.01,0.01,0.97,0.46,-0.09,-0.26,
0.022,0.01,0.01,0.97,0.46,-0.09,-0.26,
0.022,0.01,0.01,0.97,0.42,-0.10,-0.28,
0.025,0.01,0.01,0.97,0.42,-0.10,-0.28,
0.028,0.00,0.01,0.97,0.42,-0.10,-0.28,
0.029,0.00,0.01,0.97,0.35,-0.12,-0.27,
0.029,-0.00,0.01,0.97,0.35,-0.12,-0.27,
0.032,-0.01,0.01,0.97,0.35,-0.12,-0.27,
0.032,-0.01,0.01,0.97,0.29,-0.11,-0.27,
0.035,-0.01,0.01,0.97,0.29,-0.11,-0.27,
0.038,-0.01,0.01,0.97,0.29,-0.11,-0.27,
0.038,-0.01,0.01,0.97,0.17,-0.12,-0.31,
0.04,-0.03,0.01,0.98,0.17,-0.12,-0.31,
0.042,-0.03,0.02,0.97,0.17,-0.12,-0.31,
0.044,-0.03,0.02,0.97,0.10,-0.10,-0.29,
0.045,-0.03,0.02,0.97,0.10,-0.10,-0.29,
0.048,-0.03,0.02,0.97,-0.06,-0.04,-0.26,
0.048,-0.04,0.02,0.97,-0.06,-0.04,-0.26,
0.05,-0.04,0.03,0.97,-0.06,-0.04,-0.26,
0.052,-0.04,0.03,0.97,-0.15,0.02,-0.27,
0.052,-0.05,0.03,0.98,-0.15,0.02,-0.27,
0.055,-0.06,0.04,0.98,-0.15,0.02,-0.27,
0.057,-0.06,0.04,0.99,-0.15,0.02,-0.27,
0.057,-0.06,0.04,0.99,-0.24,0.10,-0.26,
0.061,-0.06,0.04,1.00,-0.24,0.10,-0.26,
0.062,-0.06,0.04,1.02,-0.24,0.10,-0.26,
0.062,-0.06,0.04,1.02,-0.37,0.17,-0.10,
0.065,-0.07,0.02,1.04,-0.37,0.17,-0.10,
0.067,-0.07,-0.00,1.06,-0.37,0.17,-0.10,
0.068,-0.07,-0.00,1.06,-0.43,0.17,0.08,
0.07,-0.07,0.01,1.06,-0.43,0.17,0.08,
0.073,-0.07,0.02,1.06,-0.43,0.17,0.08,
0.073,-0.07,0.02,1.06,-0.51,-0.11,0.49,
0.075,-0.07,0.03,1.08,-0.51,-0.11,0.49,
0.077,-0.07,0.03,1.10,-0.51,-0.11,0.49,
0.078,-0.07,0.03,1.10,-0.53,-0.01,0.61,
0.079,-0.05,0.03,1.11,-0.53,-0.01,0.61,
0.082,-0.03,0.02,1.09,-0.53,-0.01,0.61,
0.082,-0.03,0.02,1.09,-0.54,0.09,0.90,
0.085,0.01,0.03,1.02,-0.54,0.09,0.90,
0.087,0.00,0.05,0.96,-0.54,0.09,0.90,
0.088,0.00,0.05,0.96,-0.25,0.06,0.97,
0.09,-0.03,0.05,0.97,-0.25,0.06,0.97,
0.092,-0.04,0.05,0.98,-0.25,0.06,0.97,
0.092,-0.04,0.05,0.98,0.18,0.19,-0.15,
0.098,-0.04,0.04,0.98,0.18,0.19,-0.15,
0.098,-0.03,0.03,0.98,0.18,0.19,-0.15,
0.099,-0.03,0.03,0.98,-0.23,0.33,-0.26,
0.099,-0.01,0.03,0.97,-0.23,0.33,-0.26,
0.103,-0.00,0.02,0.97,-0.23,0.33,-0.26,
0.103,-0.00,0.02,0.97,-0.29,0.14,-0.23,
0.105,0.00,0.01,0.96,-0.29,0.14,-0.23,
0.106,-0.00,-0.00,0.95,-0.29,0.14,-0.23,
0.107,-0.00,-0.00,0.95,-0.08,0.02,-0.32,
0.111,0.02,-0.01,0.89,-0.08,0.02,-0.32,
0.111,0.05,0.00,0.85,-0.08,0.02,-0.32,
0.112,0.05,0.00,0.85,-0.05,-0.15,-0.47,
0.114,0.06,0.02,0.88,-0.05,-0.15,-0.47,
0.117,0.06,0.02,0.88,0.27,-0.17,-1.24,
0.117,0.06,0.04,0.91,0.27,-0.17,-1.24,
0.12,0.06,0.04,0.94,0.27,-0.17,-1.24,
0.122,0.06,0.04,0.97,0.27,-0.17,-1.24,
0.122,0.06,0.04,0.97,0.41,0.16,-1.05,
0.124,0.05,0.04,0.99,0.41,0.16,-1.05,
0.127,0.05,0.03,1.01,0.41,0.16,-1.05,
