
time,gFx,gFy,gFz,ax,ay,az,
0.004,-0.08,0.17,0.91,-0.43,-0.19,-0.56,
0.004,-0.08,0.17,0.91,-0.51,-0.19,-0.68,
0.005,-0.08,0.18,0.91,-0.51,-0.19,-0.68,
0.005,-0.07,0.19,0.91,-0.51,-0.19,-0.68,
0.005,-0.07,0.19,0.91,-0.47,-0.09,-0.75,
0.005,-0.07,0.19,0.92,-0.47,-0.09,-0.75,
0.005,-0.06,0.19,0.92,-0.47,-0.09,-0.75,
0.006,-0.06,0.19,0.92,-0.41,0.02,-0.65,
0.012,-0.05,0.20,0.92,-0.41,0.02,-0.65,
0.012,-0.05,0.20,0.92,-0.30,0.10,-0.62,
0.012,-0.05,0.20,0.93,-0.30,0.10,-0.62,
0.013,-0.04,0.20,0.95,-0.30,0.10,-0.62,
0.015,-0.04,0.20,0.96,-0.30,0.10,-0.62,
0.015,-0.04,0.20,0.96,-0.16,0.18,-0.50,
0.017,-0.04,0.19,0.97,-0.16,0.18,-0.50,
0.034,-0.04,0.19,0.97,-0.16,0.18,-0.50,
0.035,-0.04,0.19,0.97,-0.08,0.21,-0.27,
0.035,-0.03,0.19,0.98,-0.08,0.21,-0.27,
0.035,-0.03,0.19,1.00,-0.08,0.21,-0.27,
0.036,-0.03,0.19,1.00,-0.03,0.13,-0.09,
0.036,-0.03,0.19,1.00,-0.03,0.13,-0.09,
0.036,-0.02,0.19,1.01,-0.03,0.13,-0.09,
0.036,-0.02,0.19,1.01,0.05,0.17,0.10,
0.036,-0.02,0.19,1.02,0.05,0.17,0.10,
0.037,-0.03,0.19,1.01,0.05,0.17,0.10,
0.037,-0.03,0.19,1.01,0.10,0.16,0.22,
0.037,-0.03,0.19,1.02,0.10,0.16,0.22,
0.045,-0.03,0.19,1.02,0.10,0.16,0.22,
0.046,-0.03,0.19,1.02,0.09,0.13,0.33,
0.046,-0.03,0.19,1.02,0.09,0.13,0.33,
0.046,-0.03,0.19,1.02,0.09,0.13,0.33,
0.046,-0.03,0.19,1.02,0.04,0.12,0.37,
0.047,-0.03,0.19,1.02,0.04,0.12,0.37,
0.05,-0.03,0.19,1.01,0.04,0.12,0.37,
0.05,-0.03,0.19,1.01,0.04,0.14,0.36,
0.052,-0.04,0.19,1.02,0.04,0.14,0.36,
0.062,-0.04,0.19,1.01,0.04,0.14,0.36,
0.063,-0.04,0.19,1.01,0.01,0.11,0.35,
0.063,-0.04,0.19,1.01,0.01,0.11,0.35,
0.063,-0.04,0.19,1.01,-0.07,0.14,0.34,
0.063,-0.04,0.20,1.00,-0.07,0.14,0.34,
0.063,-0.05,0.20,1.00,-0.07,0.14,0.34,
0.064,-0.04,0.19,1.00,-0.07,0.14,0.34,
0.064,-0.04,0.19,1.00,-0.08,0.18,0.27,
0.067,-0.04,0.19,0.99,-0.08,0.18,0.27,
0.069,-0.04,0.19,0.99,-0.08,0.18,0.27,
0.069,-0.04,0.19,0.99,-0.12,0.17,0.17,
0.077,-0.04,0.19,0.98,-0.12,0.17,0.17,
0.078,-0.04,0.19,0.97,-0.12,0.17,0.17,
0.078,-0.04,0.19,0.97,-0.09,0.16,0.07,
0.078,-0.04,0.19,0.97,-0.09,0.16,0.07,
0.08,-0.04,0.19,0.96,-0.09,0.16,0.07,
0.08,-0.04,0.19,0.96,-0.06,0.16,-0.02,
0.082,-0.04,0.19,0.95,-0.06,0.16,-0.02,
0.084,-0.03,0.19,0.95,-0.06,0.16,-0.02,
0.085,-0.03,0.19,0.95,-0.05,0.10,-0.18,
0.096,-0.03,0.19,0.95,-0.05,0.10,-0.18,
0.097,-0.03,0.19,0.95,-0.05,0.10,-0.18,
0.097,-0.03,0.19,0.95,-0.03,0.10,-0.27,
0.097,-0.02,0.19,0.95,-0.03,0.10,-0.27,
0.097,-0.02,0.19,0.94,-0.03,0.10,-0.27,
0.098,-0.02,0.19,0.94,0.06,0.11,-0.31,
0.098,-0.02,0.18,0.94,0.06,0.11,-0.31,
0.099,-0.02,0.19,0.94,0.06,0.11,-0.31,
0.1,-0.02,0.19,0.94,0.12,0.09,-0.35,
0.102,-0.02,0.18,0.94,0.12,0.09,-0.35,
0.111,-0.02,0.18,0.94,0.12,0.09,-0.35,
0.112,-0.02,0.18,0.94,0.11,0.06,-0.36,
0.112,-0.01,0.18,0.95,0.11,0.06,-0.36,
0.112,-0.01,0.18,0.95,0.16,-0.00,-0.38,
0.113,-0.01,0.17,0.94,0.16,-0.00,-0.38,
0.113,-0.01,0.16,0.96,0.16,-0.00,-0.38,
0.114,-0.00,0.17,0.95,0.16,-0.00,-0.38,
0.115,-0.00,0.17,0.95,0.24,-0.06,-0.32,
