
time,gFx,gFy,gFz,ax,ay,az,
0.004,0.03,-0.03,0.94,0.08,-0.00,-0.27,
0.004,0.03,-0.03,0.94,0.07,0.00,-0.40,
0.004,0.03,-0.03,0.94,0.07,0.00,-0.40,
0.004,0.03,-0.02,0.93,0.07,0.00,-0.40,
0.005,0.03,-0.02,0.93,0.18,0.03,-0.57,
0.005,0.03,-0.02,0.92,0.18,0.03,-0.57,
0.006,0.02,-0.02,0.92,0.18,0.03,-0.57,
0.006,0.02,-0.02,0.92,0.22,0.06,-0.63,
0.006,0.02,-0.03,0.92,0.22,0.06,-0.63,
0.013,0.02,-0.03,0.92,0.22,0.06,-0.63,
0.013,0.02,-0.03,0.92,0.20,0.11,-0.78,
0.013,0.02,-0.03,0.92,0.20,0.11,-0.78,
0.014,0.01,-0.03,0.92,0.20,0.11,-0.78,
0.014,0.01,-0.03,0.92,0.11,0.05,-0.77,
0.017,0.01,-0.03,0.94,0.11,0.05,-0.77,
0.019,0.02,-0.03,0.95,0.11,0.05,-0.77,
0.019,0.02,-0.03,0.95,0.08,0.04,-0.74,
0.024,0.01,-0.03,0.96,0.08,0.04,-0.74,
0.025,0.01,-0.04,0.97,0.08,0.04,-0.74,
0.025,0.01,-0.04,0.97,0.07,0.01,-0.52,
0.026,0.03,-0.04,0.95,0.07,0.01,-0.52,
0.029,0.03,-0.04,0.95,0.07,0.01,-0.52,
0.029,0.03,-0.04,0.95,0.05,-0.03,-0.31,
0.031,0.03,-0.05,0.96,0.05,-0.03,-0.31,
0.034,0.03,-0.05,0.96,0.19,-0.05,-0.42,
0.035,0.03,-0.05,0.97,0.19,-0.05,-0.42,
0.036,0.03,-0.05,0.98,0.19,-0.05,-0.42,
0.043,0.03,-0.05,0.99,0.19,-0.05,-0.42,
0.044,0.03,-0.05,0.99,0.19,-0.11,-0.29,
0.044,0.03,-0.05,1.00,0.19,-0.11,-0.29,
0.044,0.02,-0.05,1.00,0.19,-0.11,-0.29,
0.044,0.02,-0.05,1.00,0.19,-0.09,-0.10,
0.046,0.02,-0.06,1.00,0.19,-0.09,-0.10,
0.049,0.02,-0.06,1.00,0.19,-0.09,-0.10,
0.049,0.02,-0.06,1.00,0.17,-0.12,0.03,
0.051,0.03,-0.05,1.01,0.17,-0.12,0.03,
0.053,0.03,-0.05,1.00,0.17,-0.12,0.03,
0.054,0.03,-0.05,1.00,0.10,-0.18,0.05,
0.061,0.04,-0.05,1.00,0.10,-0.18,0.05,
0.061,0.04,-0.04,1.00,0.10,-0.18,0.05,
0.061,0.04,-0.04,1.00,0.17,-0.11,0.07,
0.062,0.04,-0.04,1.00,0.17,-0.11,0.07,
0.064,0.04,-0.04,1.00,0.17,-0.11,0.07,
0.064,0.04,-0.04,1.00,0.26,-0.05,0.05,
0.066,0.04,-0.04,0.99,0.26,-0.05,0.05,
0.068,0.03,-0.04,0.98,0.26,-0.05,0.05,
0.069,0.03,-0.04,0.98,0.24,0.02,0.01,
0.077,0.03,-0.04,0.98,0.24,0.02,0.01,
0.077,0.03,-0.04,0.97,0.24,0.02,0.01,
0.077,0.03,-0.04,0.97,0.19,0.02,-0.08,
0.078,0.03,-0.04,0.97,0.19,0.02,-0.08,
0.078,0.03,-0.03,0.96,0.19,0.02,-0.08,
0.078,0.03,-0.03,0.96,0.14,-0.00,-0.17,
0.081,0.02,-0.03,0.96,0.14,-0.00,-0.17,
0.083,0.02,-0.03,0.98,0.14,-0.00,-0.17,
0.084,0.02,-0.03,0.98,0.18,0.10,-0.31,
0.086,0.04,-0.03,0.98,0.18,0.10,-0.31,
0.093,0.04,-0.03,0.98,0.18,0.10,-0.31,
0.094,0.04,-0.03,0.98,0.04,0.14,-0.22,
0.094,0.03,-0.03,0.99,0.04,0.14,-0.22,
0.094,0.02,-0.04,1.00,0.04,0.14,-0.22,
0.094,0.02,-0.04,1.00,0.22,0.12,-0.13,
0.096,0.01,-0.04,1.03,0.22,0.12,-0.13,
0.098,0.02,-0.04,1.04,0.22,0.12,-0.13,
0.098,0.02,-0.04,1.04,0.07,0.10,-0.01,
0.101,0.02,-0.04,1.05,0.07,0.10,-0.01,
0.103,0.02,-0.04,1.06,0.07,0.10,-0.01,
0.103,0.02,-0.04,1.06,-0.06,0.02,0.37,
0.113,0.02,-0.04,1.07,-0.06,0.02,0.37,
0.114,0.05,-0.04,1.09,-0.06,0.02,0.37,
0.114,0.05,-0.04,1.09,-0.00,0.01,0.62,
0.114,0.05,-0.04,1.12,-0.00,0.01,0.62,
0.115,-0.01,-0.05,1.08,-0.00,0.01,0.62,
0.115,-0.01,-0.05,1.08,0.15,0.07,0.84,
0.115,-0.03,-0.05,1.03,0.15,0.07,0.84,
0.118,0.00,-0.04,1.03,0.15,0.07,0.84,
0.118,0.00,-0.04,1.03,0.03,-0.04,1.01,
0.121,0.02,-0.04,1.06,0.03,-0.04,1.01,
0.129,0.04,-0.02,1.04,0.03,-0.04,1.01,
0.129,0.04,-0.02,1.04,-0.34,0.01,0.32,
0.129,0.04,-0.01,1.02,-0.34,0.01,0.32,
0.13,0.05,-0.02,1.02,-0.34,0.01,0.32,
0.13,0.05,-0.02,1.02,0.09,0.12,0.51,
0.13,0.05,-0.02,1.01,0.09,0.12,0.51,
0.133,0.05,-0.02,1.00,0.09,0.12,0.51,
0.133,0.05,-0.02,1.00,0.25,0.25,0.25,
0.135,0.05,-0.03,0.99,0.25,0.25,0.25,
0.137,0.04,-0.03,0.99,0.25,0.25,0.25,
0.138,0.04,-0.03,0.99,0.25,0.18,0.07,
0.146,0.03,-0.03,0.98,0.25,0.18,0.07,
0.147,0.03,-0.03,0.98,0.25,0.12,-0.05,
0.147,0.04,-0.03,0.98,0.25,0.12,-0.05,
0.147,0.04,-0.04,0.99,0.25,0.12,-0.05,
0.147,0.02,-0.03,0.99,0.25,0.12,-0.05,
0.148,0.02,-0.03,0.99,0.11,0.10,-0.21,
0.15,0.02,-0.02,0.98,0.11,0.10,-0.21,
0.152,0.02,-0.02,0.98,0.11,0.10,-0.21,
0.152,0.02,-0.02,0.98,0.07,0.06,-0.08,
0.162,0.03,-0.01,1.00,0.07,0.06,-0.08,
0.163,0.02,-0.01,1.00,0.07,0.06,-0.08,
