
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.04,0.02,0.19,-0.03,0.07,0.98,
0.002,-0.03,0.01,0.10,-0.03,0.07,0.98,
0.002,-0.03,0.01,0.10,-0.03,0.07,0.98,
0.002,-0.03,0.01,0.10,-0.03,0.07,0.98,
0.003,-0.04,-0.00,0.04,-0.03,0.07,0.98,
0.004,-0.04,-0.00,0.04,-0.03,0.07,0.98,
0.007,-0.04,-0.00,0.04,-0.03,0.07,0.97,
0.007,-0.06,-0.01,-0.02,-0.03,0.07,0.97,
0.009,-0.06,-0.01,-0.02,-0.04,0.07,0.97,
0.019,-0.06,-0.01,-0.02,-0.03,0.07,0.97,
0.019,-0.06,-0.03,-0.06,-0.03,0.07,0.97,
0.019,-0.06,-0.03,-0.06,-0.04,0.07,0.97,
0.02,-0.06,-0.03,-0.06,-0.04,0.07,0.97,
0.02,-0.07,-0.02,-0.08,-0.04,0.07,0.97,
0.02,-0.07,-0.02,-0.08,-0.04,0.07,0.97,
0.021,-0.07,-0.02,-0.08,-0.04,0.07,0.97,
0.021,-0.09,-0.00,-0.07,-0.04,0.07,0.97,
0.024,-0.09,-0.00,-0.07,-0.04,0.07,0.97,
0.027,-0.09,-0.00,-0.07,-0.04,0.07,0.97,
0.027,-0.09,-0.02,-0.07,-0.04,0.07,0.97,
0.029,-0.09,-0.02,-0.07,-0.04,0.08,0.98,
0.032,-0.09,-0.02,-0.07,-0.04,0.08,0.98,
0.032,-0.09,-0.01,-0.07,-0.04,0.08,0.98,
0.034,-0.09,-0.01,-0.07,-0.04,0.08,0.98,
0.036,-0.09,-0.01,-0.07,-0.04,0.08,0.98,
0.036,-0.11,0.01,-0.04,-0.04,0.08,0.98,
0.038,-0.11,0.01,-0.04,-0.04,0.08,0.98,
0.041,-0.11,0.01,-0.04,-0.04,0.08,0.98,
0.041,-0.10,0.04,-0.03,-0.04,0.08,0.98,
0.043,-0.10,0.04,-0.03,-0.04,0.09,0.97,
0.046,-0.10,0.04,-0.03,-0.04,0.09,0.97,
0.046,-0.10,0.08,-0.05,-0.04,0.09,0.97,
0.048,-0.10,0.08,-0.05,-0.04,0.09,0.97,
0.051,-0.10,0.08,-0.05,-0.04,0.09,0.97,
0.051,-0.09,0.10,-0.07,-0.04,0.09,0.97,
0.053,-0.09,0.10,-0.07,-0.03,0.09,0.97,
0.056,-0.09,0.10,-0.07,-0.03,0.09,0.97,
0.056,-0.07,0.10,-0.07,-0.03,0.09,0.97,
0.058,-0.07,0.10,-0.07,-0.03,0.09,0.97,
0.061,-0.07,0.10,-0.07,-0.03,0.09,0.97,
0.062,-0.03,0.11,-0.09,-0.03,0.09,0.97,
0.063,-0.03,0.11,-0.09,-0.03,0.09,0.97,
0.065,-0.03,0.11,-0.09,-0.03,0.09,0.97,
