
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.09,-0.02,0.24,-0.05,0.11,0.99,
0.003,-0.09,-0.02,0.24,-0.05,0.11,0.98,
0.003,-0.05,0.01,0.15,-0.05,0.11,0.98,
0.003,-0.05,0.01,0.15,-0.05,0.12,0.98,
0.004,-0.05,0.01,0.15,-0.05,0.11,0.97,
0.004,-0.04,0.03,0.05,-0.05,0.11,0.97,
0.006,-0.04,0.03,0.05,-0.04,0.12,0.97,
0.009,-0.04,0.03,0.05,-0.04,0.12,0.96,
0.009,-0.04,0.02,-0.04,-0.04,0.12,0.96,
0.011,-0.04,0.02,-0.04,-0.04,0.12,0.96,
0.014,-0.04,0.02,-0.04,-0.04,0.12,0.96,
0.014,0.00,0.05,-0.13,-0.04,0.12,0.96,
0.016,0.00,0.05,-0.13,-0.04,0.12,0.95,
0.018,0.00,0.05,-0.13,-0.04,0.12,0.95,
0.019,-0.00,0.03,-0.18,-0.04,0.12,0.95,
0.021,-0.00,0.03,-0.18,-0.04,0.12,0.95,
0.023,-0.00,0.03,-0.18,-0.04,0.12,0.95,
0.024,0.00,0.02,-0.25,-0.04,0.12,0.95,
0.025,0.00,0.02,-0.25,-0.04,0.12,0.95,
0.028,0.00,0.02,-0.25,-0.04,0.12,0.95,
0.028,0.01,0.03,-0.27,-0.04,0.12,0.95,
0.036,0.01,0.03,-0.27,-0.04,0.12,0.95,
0.036,0.01,0.03,-0.27,-0.04,0.12,0.95,
0.036,0.03,0.03,-0.28,-0.04,0.12,0.95,
0.037,0.03,0.03,-0.28,-0.04,0.12,0.95,
0.038,0.03,0.03,-0.28,-0.04,0.12,0.95,
0.038,0.02,0.03,-0.25,-0.04,0.12,0.95,
0.04,0.02,0.03,-0.25,-0.04,0.12,0.95,
0.043,0.02,0.03,-0.25,-0.04,0.12,0.96,
0.043,-0.00,0.04,-0.23,-0.04,0.12,0.96,
0.045,-0.00,0.04,-0.23,-0.04,0.12,0.96,
0.048,-0.00,0.04,-0.23,-0.05,0.12,0.96,
0.048,0.00,0.03,-0.19,-0.05,0.12,0.96,
0.05,0.00,0.03,-0.19,-0.05,0.12,0.96,
0.053,0.00,0.03,-0.19,-0.05,0.12,0.96,
0.053,-0.00,0.04,-0.16,-0.05,0.12,0.96,
0.055,-0.00,0.04,-0.16,-0.05,0.12,0.96,
0.058,-0.00,0.04,-0.16,-0.05,0.12,0.96,
0.058,-0.03,0.03,-0.13,-0.05,0.12,0.96,
0.06,-0.03,0.03,-0.13,-0.05,0.12,0.96,
0.063,-0.03,0.03,-0.13,-0.05,0.12,0.96,
0.063,-0.05,0.01,-0.12,-0.05,0.12,0.96,
0.065,-0.05,0.01,-0.12,-0.05,0.12,0.96,
0.067,-0.05,0.01,-0.12,-0.05,0.12,0.97,
0.068,-0.04,0.01,-0.11,-0.05,0.12,0.97,
0.07,-0.04,0.01,-0.11,-0.05,0.12,0.97,
0.072,-0.04,0.01,-0.11,-0.05,0.12,0.97,
