
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.04,0.03,0.01,-0.03,0.09,0.98,
0.002,0.03,0.04,-0.00,-0.03,0.09,0.98,
0.002,0.03,0.04,-0.00,-0.03,0.09,0.98,
0.003,0.03,0.04,-0.00,-0.03,0.09,0.98,
0.003,-0.00,0.03,-0.01,-0.03,0.09,0.98,
0.005,-0.00,0.03,-0.01,-0.03,0.09,0.98,
0.009,-0.00,0.03,-0.01,-0.03,0.09,0.98,
0.009,-0.02,0.03,-0.01,-0.03,0.09,0.98,
0.01,-0.02,0.03,-0.01,-0.03,0.09,0.98,
0.014,-0.02,0.03,-0.01,-0.03,0.09,0.99,
0.014,-0.03,0.03,0.01,-0.03,0.09,0.99,
0.015,-0.03,0.03,0.01,-0.03,0.09,0.99,
0.017,-0.03,0.03,0.01,-0.03,0.09,0.99,
0.017,-0.05,0.02,0.04,-0.03,0.09,0.99,
0.02,-0.05,0.02,0.04,-0.03,0.09,0.99,
0.022,-0.05,0.02,0.04,-0.02,0.09,0.99,
0.022,-0.02,0.01,0.07,-0.02,0.09,0.99,
0.026,-0.02,0.01,0.07,-0.02,0.09,0.99,
0.027,-0.02,0.01,0.07,-0.02,0.09,0.99,
0.027,0.00,-0.00,0.10,-0.02,0.09,0.99,
0.029,0.00,-0.00,0.10,-0.02,0.09,0.99,
0.034,0.00,-0.00,0.10,-0.02,0.08,1.00,
0.034,0.02,-0.02,0.12,-0.02,0.08,1.00,
0.035,0.02,-0.02,0.12,-0.02,0.09,1.00,
0.037,0.02,-0.02,0.12,-0.02,0.09,1.00,
0.037,0.04,-0.03,0.15,-0.02,0.09,1.00,
0.039,0.04,-0.03,0.15,-0.02,0.09,0.99,
0.042,0.04,-0.03,0.15,-0.02,0.09,0.99,
0.043,0.05,-0.02,0.16,-0.02,0.09,0.99,
0.044,0.05,-0.02,0.16,-0.02,0.09,0.99,
0.047,0.05,-0.02,0.16,-0.01,0.09,0.99,
0.047,0.05,-0.02,0.13,-0.01,0.09,0.99,
0.049,0.05,-0.02,0.13,-0.01,0.09,0.99,
0.053,0.05,-0.02,0.13,-0.01,0.09,0.98,
0.053,0.09,-0.02,0.08,-0.01,0.09,0.98,
0.054,0.09,-0.02,0.08,-0.01,0.09,0.98,
0.057,0.09,-0.02,0.08,-0.01,0.09,0.98,
0.057,0.14,-0.03,0.04,-0.01,0.09,0.98,
