
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.04,0.09,-0.47,-0.04,0.15,0.93,
0.003,-0.04,0.09,-0.47,-0.04,0.15,0.94,
0.003,-0.08,0.08,-0.43,-0.04,0.15,0.94,
0.004,-0.08,0.08,-0.43,-0.04,0.15,0.94,
0.007,-0.08,0.08,-0.43,-0.04,0.15,0.94,
0.007,-0.11,0.06,-0.37,-0.04,0.15,0.94,
0.009,-0.11,0.06,-0.37,-0.04,0.15,0.94,
0.012,-0.11,0.06,-0.37,-0.05,0.15,0.95,
0.012,-0.14,0.06,-0.32,-0.05,0.15,0.95,
0.014,-0.14,0.06,-0.32,-0.05,0.15,0.95,
0.016,-0.14,0.06,-0.32,-0.05,0.16,0.95,
0.017,-0.17,0.07,-0.26,-0.05,0.16,0.95,
0.019,-0.17,0.07,-0.26,-0.05,0.16,0.95,
0.021,-0.17,0.07,-0.26,-0.05,0.15,0.95,
0.022,-0.20,0.09,-0.21,-0.05,0.15,0.95,
0.024,-0.20,0.09,-0.21,-0.05,0.16,0.95,
0.026,-0.20,0.09,-0.21,-0.05,0.16,0.96,
0.027,-0.22,0.09,-0.18,-0.05,0.16,0.96,
0.03,-0.22,0.09,-0.18,-0.05,0.16,0.96,
0.031,-0.22,0.09,-0.18,-0.05,0.16,0.96,
0.031,-0.23,0.11,-0.15,-0.05,0.16,0.96,
0.034,-0.23,0.11,-0.15,-0.05,0.16,0.96,
0.036,-0.23,0.11,-0.15,-0.05,0.16,0.96,
0.036,-0.24,0.10,-0.13,-0.05,0.16,0.96,
0.038,-0.24,0.10,-0.13,-0.06,0.16,0.95,
0.041,-0.24,0.10,-0.13,-0.05,0.17,0.91,
0.041,-0.25,0.11,-0.14,-0.05,0.17,0.91,
0.044,-0.25,0.11,-0.14,-0.05,0.18,0.90,
0.046,-0.25,0.11,-0.14,-0.05,0.18,0.90,
0.046,-0.24,0.21,-0.39,-0.05,0.18,0.90,
0.048,-0.24,0.21,-0.39,-0.05,0.18,0.90,
0.051,-0.24,0.21,-0.39,-0.05,0.18,0.90,
0.051,-0.21,0.30,-0.70,-0.05,0.18,0.90,
0.053,-0.21,0.30,-0.70,-0.05,0.18,0.90,
0.056,-0.21,0.30,-0.70,-0.05,0.17,0.91,
0.056,-0.20,0.30,-0.69,-0.05,0.17,0.91,
0.058,-0.20,0.30,-0.69,-0.05,0.17,0.91,
0.06,-0.20,0.30,-0.69,-0.05,0.16,0.91,
0.061,-0.20,0.27,-0.62,-0.05,0.16,0.91,
0.064,-0.20,0.27,-0.62,-0.05,0.16,0.92,
0.065,-0.20,0.27,-0.62,-0.05,0.16,0.93,
0.066,-0.21,0.21,-0.55,-0.05,0.16,0.93,
0.068,-0.21,0.21,-0.55,-0.05,0.15,0.93,
0.07,-0.21,0.21,-0.55,-0.04,0.15,0.94,
0.071,-0.17,0.12,-0.45,-0.04,0.15,0.94,
0.073,-0.17,0.12,-0.45,-0.04,0.14,0.94,
0.075,-0.17,0.12,-0.45,-0.04,0.14,0.95,
0.076,-0.12,0.05,-0.31,-0.04,0.14,0.95,
0.078,-0.12,0.05,-0.31,-0.04,0.14,0.95,
0.081,-0.12,0.05,-0.31,-0.04,0.14,0.95,
0.081,-0.09,-0.01,-0.23,-0.04,0.14,0.95,
0.084,-0.09,-0.01,-0.23,-0.04,0.14,0.96,
0.085,-0.09,-0.01,-0.23,-0.03,0.13,0.96,
0.085,-0.05,-0.04,-0.15,-0.03,0.13,0.96,
0.087,-0.05,-0.04,-0.15,-0.03,0.13,0.96,
0.09,-0.05,-0.04,-0.15,-0.03,0.13,0.96,
0.09,-0.02,-0.07,-0.09,-0.03,0.13,0.96,
0.092,-0.02,-0.07,-0.09,-0.03,0.13,0.96,
0.098,-0.02,-0.07,-0.09,-0.04,0.13,0.96,
0.098,0.00,-0.09,-0.06,-0.04,0.13,0.96,
0.098,0.00,-0.09,-0.06,-0.04,0.13,0.96,
0.1,0.00,-0.09,-0.06,-0.04,0.13,0.96,
0.1,-0.02,-0.09,-0.08,-0.04,0.13,0.96,
0.104,-0.02,-0.09,-0.08,-0.04,0.13,0.95,
0.105,-0.02,-0.09,-0.08,-0.04,0.13,0.95,
0.105,-0.04,-0.11,-0.11,-0.04,0.13,0.95,
0.107,-0.04,-0.11,-0.11,-0.04,0.13,0.95,
0.11,-0.04,-0.11,-0.11,-0.04,0.13,0.95,
0.11,-0.04,-0.11,-0.14,-0.04,0.13,0.95,
0.112,-0.04,-0.11,-0.14,-0.04,0.13,0.95,
0.115,-0.04,-0.11,-0.14,-0.04,0.13,0.95,
0.115,-0.04,-0.12,-0.18,-0.04,0.13,0.95,
0.117,-0.04,-0.12,-0.18,-0.04,0.13,0.95,
0.119,-0.04,-0.12,-0.18,-0.04,0.13,0.95,
0.12,-0.04,-0.11,-0.19,-0.04,0.13,0.95,
0.123,-0.04,-0.11,-0.19,-0.04,0.13,0.95,
0.124,-0.04,-0.11,-0.19,-0.04,0.13,0.95,
0.124,-0.08,-0.12,-0.18,-0.04,0.13,0.95,
0.126,-0.08,-0.12,-0.18,-0.04,0.13,0.95,
0.129,-0.08,-0.12,-0.18,-0.04,0.13,0.96,
0.129,-0.06,-0.09,-0.15,-0.04,0.13,0.96,
0.132,-0.06,-0.09,-0.15,-0.04,0.13,0.96,
0.134,-0.06,-0.09,-0.15,-0.04,0.14,0.96,
0.134,-0.05,-0.05,-0.11,-0.04,0.14,0.96,
0.136,-0.05,-0.05,-0.11,-0.04,0.14,0.97,
0.139,-0.05,-0.05,-0.11,-0.04,0.14,0.97,
0.139,-0.05,-0.01,-0.05,-0.04,0.14,0.97,
0.141,-0.05,-0.01,-0.05,-0.04,0.14,0.98,
0.144,-0.05,-0.01,-0.05,-0.04,0.14,0.98,
0.144,-0.04,0.02,0.05,-0.04,0.14,0.98,
0.146,-0.04,0.02,0.05,-0.04,0.14,0.98,
0.149,-0.04,0.02,0.05,-0.04,0.13,0.99,
0.149,-0.05,0.03,0.12,-0.04,0.13,0.99,
0.151,-0.05,0.03,0.12,-0.04,0.13,0.99,
0.153,-0.05,0.03,0.12,-0.04,0.13,1.00,
0.154,-0.04,-0.01,0.19,-0.04,0.13,1.00,
0.156,-0.04,-0.01,0.19,-0.04,0.13,1.00,
0.158,-0.04,-0.01,0.19,-0.05,0.12,1.00,
0.159,-0.04,-0.05,0.25,-0.05,0.12,1.00,
0.163,-0.04,-0.05,0.25,-0.05,0.12,1.00,
0.165,-0.04,-0.05,0.25,-0.05,0.12,1.00,
0.165,-0.07,-0.09,0.29,-0.05,0.12,1.00,
0.166,-0.07,-0.09,0.29,-0.05,0.12,1.00,
0.169,-0.07,-0.09,0.29,-0.05,0.12,1.00,
0.169,-0.08,-0.13,0.31,-0.05,0.12,1.00,
0.171,-0.08,-0.13,0.31,-0.05,0.12,1.00,
0.173,-0.08,-0.13,0.31,-0.05,0.11,0.99,
0.173,-0.13,-0.16,0.31,-0.05,0.11,0.99,
0.175,-0.13,-0.16,0.31,-0.06,0.11,0.99,
0.179,-0.13,-0.16,0.31,-0.06,0.11,0.99,
0.179,-0.15,-0.18,0.27,-0.06,0.11,0.99,
0.181,-0.15,-0.18,0.27,-0.06,0.11,0.99,
0.184,-0.15,-0.18,0.27,-0.06,0.12,0.99,
0.184,-0.16,-0.19,0.22,-0.06,0.12,0.99,
0.185,-0.16,-0.19,0.22,-0.06,0.12,0.99,
0.188,-0.16,-0.19,0.22,-0.06,0.12,0.98,
0.188,-0.18,-0.18,0.18,-0.06,0.12,0.98,
0.19,-0.18,-0.18,0.18,-0.06,0.12,0.98,
0.193,-0.18,-0.18,0.18,-0.06,0.12,0.98,
0.193,-0.22,-0.15,0.16,-0.06,0.12,0.98,
0.195,-0.22,-0.15,0.16,-0.07,0.12,0.98,
0.198,-0.22,-0.15,0.16,-0.07,0.12,0.97,
0.198,-0.24,-0.13,0.09,-0.07,0.12,0.97,
0.2,-0.24,-0.13,0.09,-0.07,0.13,0.97,
0.203,-0.24,-0.13,0.09,-0.07,0.13,0.97,
0.204,-0.26,-0.09,0.05,-0.07,0.13,0.97,
0.205,-0.26,-0.09,0.05,-0.08,0.13,0.97,
0.207,-0.26,-0.09,0.05,-0.08,0.13,0.97,
