
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.04,-0.08,0.34,0.10,0.09,1.00,
0.002,-0.01,-0.10,0.31,0.10,0.09,1.00,
0.002,-0.01,-0.10,0.31,0.11,0.10,0.99,
0.003,-0.01,-0.10,0.31,0.10,0.10,0.99,
0.003,0.00,-0.09,0.26,0.10,0.10,0.99,
0.004,0.00,-0.09,0.26,0.11,0.10,0.99,
0.007,0.00,-0.09,0.26,0.11,0.10,0.99,
0.007,0.01,-0.06,0.21,0.11,0.10,0.99,
0.009,0.01,-0.06,0.21,0.11,0.10,0.99,
0.012,0.01,-0.06,0.21,0.11,0.10,0.98,
0.012,0.04,-0.04,0.17,0.11,0.10,0.98,
0.014,0.04,-0.04,0.17,0.11,0.10,0.98,
0.017,0.04,-0.04,0.17,0.11,0.11,0.97,
0.017,0.04,-0.02,0.11,0.11,0.11,0.97,
0.019,0.04,-0.02,0.11,0.11,0.11,0.97,
0.021,0.04,-0.02,0.11,0.11,0.11,0.97,
0.022,0.05,0.01,0.03,0.11,0.11,0.97,
0.024,0.05,0.01,0.03,0.11,0.11,0.96,
0.026,0.05,0.01,0.03,0.11,0.11,0.96,
0.026,0.05,0.02,-0.04,0.11,0.11,0.96,
0.029,0.05,0.02,-0.04,0.11,0.11,0.95,
0.031,0.05,0.02,-0.04,0.11,0.11,0.95,
0.031,0.07,0.06,-0.11,0.11,0.11,0.95,
0.034,0.07,0.06,-0.11,0.11,0.12,0.95,
0.036,0.07,0.06,-0.11,0.11,0.12,0.95,
0.036,0.06,0.08,-0.18,0.11,0.12,0.95,
0.039,0.06,0.08,-0.18,0.11,0.12,0.95,
0.041,0.06,0.08,-0.18,0.11,0.12,0.95,
0.041,0.06,0.11,-0.21,0.11,0.12,0.95,
0.043,0.06,0.11,-0.21,0.11,0.12,0.95,
0.055,0.06,0.11,-0.21,0.11,0.12,0.94,
0.055,0.04,0.12,-0.24,0.11,0.12,0.94,
0.055,0.04,0.12,-0.24,0.11,0.12,0.94,
0.056,0.04,0.12,-0.24,0.11,0.12,0.95,
0.056,0.03,0.14,-0.25,0.11,0.12,0.95,
0.056,0.03,0.14,-0.25,0.10,0.13,0.95,
0.056,0.03,0.14,-0.25,0.10,0.13,0.95,
0.056,0.03,0.17,-0.24,0.10,0.13,0.95,
0.061,0.03,0.17,-0.24,0.10,0.13,0.95,
0.061,0.03,0.17,-0.24,0.10,0.13,0.95,
0.061,-0.01,0.19,-0.22,0.10,0.13,0.95,
0.063,-0.01,0.19,-0.22,0.10,0.13,0.95,
0.065,-0.01,0.19,-0.22,0.11,0.13,0.96,
0.066,-0.01,0.18,-0.19,0.11,0.13,0.96,
0.068,-0.01,0.18,-0.19,0.11,0.12,0.96,
0.07,0.02,0.19,-0.14,0.11,0.12,0.96,
0.071,0.02,0.19,-0.14,0.11,0.12,0.96,
0.073,0.02,0.19,-0.14,0.11,0.12,0.96,
0.075,0.02,0.19,-0.14,0.11,0.12,0.97,
0.075,0.03,0.16,-0.11,0.11,0.12,0.97,
0.078,0.03,0.16,-0.11,0.11,0.12,0.97,
0.081,0.05,0.14,-0.05,0.11,0.12,0.97,
0.081,0.05,0.14,-0.05,0.11,0.12,0.97,
0.083,0.05,0.14,-0.05,0.11,0.12,0.98,
0.085,0.07,0.12,0.02,0.11,0.12,0.98,
0.085,0.07,0.12,0.02,0.11,0.12,0.98,
0.088,0.07,0.12,0.02,0.11,0.11,0.98,
0.09,0.07,0.12,0.02,0.11,0.11,0.98,
0.09,0.09,0.10,0.07,0.11,0.11,0.98,
0.092,0.09,0.10,0.07,0.11,0.11,0.98,
0.095,0.09,0.10,0.07,0.11,0.11,0.99,
0.095,0.07,0.09,0.10,0.11,0.11,0.99,
0.098,0.07,0.09,0.10,0.11,0.11,0.98,
0.1,0.07,0.09,0.10,0.11,0.11,0.98,
0.1,0.05,0.09,0.14,0.11,0.11,0.98,
0.103,0.05,0.09,0.14,0.11,0.11,0.99,
0.105,0.05,0.09,0.14,0.11,0.11,0.99,
0.105,0.06,0.04,0.14,0.11,0.11,0.99,
0.107,0.06,0.04,0.14,0.11,0.11,0.99,
0.109,0.06,0.04,0.14,0.11,0.10,0.99,
0.11,0.06,0.02,0.16,0.11,0.10,0.99,
0.112,0.06,0.02,0.16,0.11,0.10,0.99,
