
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.13,-0.14,0.76,0.01,0.07,1.04,
0.003,0.09,-0.17,0.70,0.01,0.07,1.04,
0.003,0.09,-0.17,0.70,0.01,0.07,1.04,
0.003,0.05,-0.19,0.63,0.01,0.07,1.04,
0.003,0.05,-0.19,0.63,0.01,0.07,1.03,
0.005,0.05,-0.19,0.63,0.01,0.07,1.03,
0.008,0.05,-0.19,0.63,0.00,0.07,1.02,
0.008,-0.02,-0.21,0.56,0.00,0.07,1.02,
0.01,-0.02,-0.21,0.56,-0.00,0.07,1.02,
0.013,-0.02,-0.21,0.56,-0.01,0.07,1.01,
0.013,-0.07,-0.20,0.46,-0.01,0.07,1.01,
0.015,-0.07,-0.20,0.46,-0.01,0.07,1.01,
0.018,-0.07,-0.20,0.46,-0.01,0.08,1.00,
0.018,-0.15,-0.18,0.35,-0.01,0.08,1.00,
0.02,-0.15,-0.18,0.35,-0.01,0.08,1.00,
0.022,-0.15,-0.18,0.35,-0.01,0.08,0.99,
0.023,-0.19,-0.16,0.25,-0.01,0.08,0.99,
0.025,-0.19,-0.16,0.25,-0.01,0.09,0.98,
0.027,-0.19,-0.16,0.25,-0.01,0.09,0.98,
0.028,-0.21,-0.12,0.13,-0.01,0.09,0.98,
0.03,-0.21,-0.12,0.13,-0.01,0.09,0.98,
0.032,-0.21,-0.12,0.13,-0.01,0.09,0.97,
0.032,-0.23,-0.07,0.02,-0.01,0.09,0.97,
0.035,-0.23,-0.07,0.02,-0.01,0.10,0.97,
0.037,-0.20,-0.05,-0.04,-0.01,0.10,0.97,
0.037,-0.20,-0.05,-0.04,-0.00,0.10,0.96,
0.039,-0.20,-0.05,-0.04,0.00,0.10,0.96,
0.042,-0.20,-0.05,-0.04,0.00,0.11,0.96,
0.042,-0.15,0.02,-0.13,0.00,0.11,0.96,
0.044,-0.15,0.02,-0.13,0.01,0.11,0.95,
0.047,-0.15,0.02,-0.13,0.01,0.11,0.95,
0.047,-0.09,0.07,-0.21,0.01,0.11,0.95,
0.049,-0.09,0.07,-0.21,0.02,0.12,0.95,
0.052,-0.09,0.07,-0.21,0.02,0.12,0.94,
0.052,-0.02,0.12,-0.28,0.02,0.12,0.94,
0.054,-0.02,0.12,-0.28,0.02,0.12,0.94,
0.057,-0.02,0.12,-0.28,0.03,0.12,0.94,
0.057,0.08,0.16,-0.32,0.03,0.12,0.94,
0.059,0.08,0.16,-0.32,0.03,0.12,0.94,
0.065,0.08,0.16,-0.32,0.03,0.12,0.94,
0.065,0.13,0.18,-0.36,0.03,0.12,0.94,
0.066,0.13,0.18,-0.36,0.03,0.12,0.94,
0.066,0.13,0.18,-0.36,0.03,0.12,0.93,
0.067,0.16,0.20,-0.39,0.03,0.12,0.93,
0.069,0.16,0.20,-0.39,0.04,0.12,0.93,
0.071,0.16,0.20,-0.39,0.04,0.12,0.94,
0.071,0.22,0.20,-0.41,0.04,0.12,0.94,
0.074,0.22,0.20,-0.41,0.04,0.12,0.94,
0.076,0.22,0.20,-0.41,0.04,0.12,0.94,
0.076,0.26,0.19,-0.41,0.04,0.12,0.94,
0.078,0.26,0.19,-0.41,0.04,0.12,0.94,
0.081,0.26,0.19,-0.41,0.04,0.12,0.94,
0.081,0.26,0.17,-0.38,0.04,0.12,0.94,
0.083,0.26,0.17,-0.38,0.04,0.12,0.94,
0.086,0.26,0.17,-0.38,0.04,0.11,0.94,
0.086,0.26,0.13,-0.38,0.04,0.11,0.94,
0.088,0.26,0.13,-0.38,0.04,0.11,0.94,
0.091,0.26,0.13,-0.38,0.03,0.11,0.94,
0.091,0.25,0.10,-0.36,0.03,0.11,0.94,
0.093,0.25,0.10,-0.36,0.03,0.11,0.94,
0.096,0.25,0.10,-0.36,0.03,0.11,0.95,
0.096,0.20,0.09,-0.33,0.03,0.11,0.95,
0.098,0.20,0.09,-0.33,0.03,0.11,0.95,
0.101,0.20,0.09,-0.33,0.02,0.11,0.95,
0.101,0.16,0.08,-0.28,0.02,0.11,0.95,
0.103,0.16,0.08,-0.28,0.02,0.11,0.95,
0.105,0.16,0.08,-0.28,0.02,0.11,0.96,
0.106,0.08,0.07,-0.24,0.02,0.11,0.96,
0.108,0.08,0.07,-0.24,0.01,0.11,0.96,
0.11,0.08,0.07,-0.24,0.01,0.11,0.96,
0.111,0.03,0.05,-0.20,0.01,0.11,0.96,
0.113,0.03,0.05,-0.20,0.01,0.11,0.96,
0.115,0.03,0.05,-0.20,0.01,0.10,0.97,
0.116,-0.01,0.05,-0.14,0.01,0.10,0.97,
0.118,-0.01,0.05,-0.14,0.01,0.10,0.97,
0.12,-0.01,0.05,-0.14,0.01,0.11,0.97,
0.121,-0.03,0.04,-0.09,0.01,0.11,0.97,
0.123,-0.03,0.04,-0.09,0.01,0.11,0.97,
0.125,-0.03,0.04,-0.09,0.01,0.11,0.98,
0.125,-0.05,0.05,-0.06,0.01,0.11,0.98,
0.127,-0.05,0.05,-0.06,0.01,0.11,0.98,
0.13,-0.05,0.05,-0.06,0.01,0.11,0.98,
0.131,-0.06,0.07,-0.00,0.01,0.11,0.98,
0.133,-0.06,0.07,-0.00,0.01,0.11,0.98,
0.135,-0.06,0.07,-0.00,0.01,0.11,0.99,
0.135,-0.02,0.09,0.05,0.01,0.11,0.99,
0.137,-0.02,0.09,0.05,0.01,0.11,0.99,
0.14,-0.02,0.09,0.05,0.01,0.11,0.99,
0.14,-0.01,0.09,0.09,0.01,0.11,0.99,
0.142,-0.01,0.09,0.09,0.02,0.11,0.99,
0.148,-0.01,0.09,0.09,0.02,0.11,0.99,
0.149,0.01,0.11,0.15,0.02,0.11,0.99,
0.149,0.01,0.11,0.15,0.02,0.11,1.00,
0.15,0.01,0.11,0.15,0.02,0.10,1.00,
0.15,0.06,0.10,0.17,0.02,0.10,1.00,
0.152,0.06,0.10,0.17,0.02,0.10,1.00,
0.155,0.06,0.10,0.17,0.02,0.10,1.00,
0.155,0.04,0.09,0.21,0.02,0.10,1.00,
0.157,0.04,0.09,0.21,0.02,0.10,1.00,
0.16,0.04,0.09,0.21,0.02,0.10,1.01,
0.16,0.05,0.04,0.24,0.02,0.10,1.01,
0.162,0.05,0.04,0.24,0.02,0.10,1.01,
0.164,0.05,0.04,0.24,0.02,0.10,1.01,
0.165,0.04,0.04,0.28,0.02,0.10,1.01,
