
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.03,-0.07,0.15,-0.05,0.15,0.96,
0.002,0.00,-0.06,0.06,-0.05,0.15,0.96,
0.002,0.00,-0.06,0.06,-0.05,0.15,0.96,
0.003,0.00,-0.06,0.06,-0.05,0.15,0.96,
0.003,0.02,-0.05,-0.03,-0.05,0.15,0.96,
0.004,0.02,-0.05,-0.03,-0.05,0.15,0.96,
0.007,0.02,-0.05,-0.03,-0.05,0.15,0.96,
0.007,0.02,-0.03,-0.07,-0.05,0.15,0.96,
0.009,0.02,-0.03,-0.07,-0.05,0.15,0.96,
0.012,0.02,-0.03,-0.07,-0.05,0.16,0.95,
0.012,0.03,-0.03,-0.11,-0.05,0.16,0.95,
0.014,0.03,-0.03,-0.11,-0.05,0.16,0.95,
0.017,0.03,-0.03,-0.11,-0.04,0.16,0.95,
0.017,0.02,0.01,-0.13,-0.04,0.16,0.95,
0.019,0.02,0.01,-0.13,-0.05,0.16,0.95,
0.022,0.02,0.01,-0.13,-0.05,0.16,0.95,
0.022,0.05,0.01,-0.15,-0.05,0.16,0.95,
0.024,0.05,0.01,-0.15,-0.05,0.16,0.95,
0.026,0.05,0.01,-0.15,-0.05,0.16,0.95,
0.027,0.03,0.02,-0.15,-0.05,0.16,0.95,
0.03,0.03,0.02,-0.15,-0.05,0.16,0.96,
0.032,0.03,0.02,-0.15,-0.05,0.16,0.96,
0.032,0.01,0.03,-0.15,-0.05,0.16,0.96,
0.034,0.01,0.03,-0.15,-0.05,0.16,0.96,
0.036,0.01,0.03,-0.15,-0.05,0.15,0.96,
0.037,0.01,0.02,-0.11,-0.05,0.15,0.96,
0.039,0.01,0.02,-0.11,-0.05,0.16,0.96,
0.041,0.01,0.02,-0.11,-0.05,0.16,0.97,
0.041,0.04,0.01,-0.08,-0.05,0.16,0.97,
0.043,0.04,0.01,-0.08,-0.05,0.16,0.97,
0.047,0.04,0.01,-0.08,-0.05,0.15,0.97,
0.047,-0.01,0.03,-0.04,-0.05,0.15,0.97,
0.049,-0.01,0.03,-0.04,-0.06,0.15,0.97,
0.052,-0.01,0.03,-0.04,-0.06,0.15,0.97,
0.052,-0.03,0.02,0.01,-0.06,0.15,0.97,
0.053,-0.03,0.02,0.01,-0.06,0.15,0.97,
0.056,-0.03,0.02,0.01,-0.06,0.15,0.98,
0.056,-0.05,0.01,0.03,-0.06,0.15,0.98,
0.058,-0.05,0.01,0.03,-0.06,0.15,0.98,
0.062,-0.05,0.01,0.03,-0.06,0.15,0.98,
0.062,-0.06,-0.02,0.07,-0.06,0.15,0.98,
0.063,-0.06,-0.02,0.07,-0.06,0.15,0.98,
0.066,-0.06,-0.02,0.07,-0.06,0.15,0.98,
0.066,-0.08,-0.03,0.09,-0.06,0.15,0.98,
0.068,-0.08,-0.03,0.09,-0.06,0.15,0.98,
0.07,-0.08,-0.03,0.09,-0.06,0.15,0.98,
0.071,-0.08,-0.00,0.10,-0.06,0.15,0.98,
0.073,-0.08,-0.00,0.10,-0.06,0.15,0.98,
0.075,-0.08,-0.00,0.10,-0.06,0.15,0.98,
0.076,-0.09,-0.01,0.13,-0.06,0.15,0.98,
0.079,-0.09,-0.01,0.13,-0.06,0.15,0.99,
0.081,-0.09,-0.01,0.13,-0.06,0.15,0.99,
0.081,-0.09,-0.02,0.15,-0.06,0.15,0.99,
0.083,-0.09,-0.02,0.15,-0.05,0.15,0.99,
0.085,-0.09,-0.02,0.15,-0.05,0.15,0.99,
0.086,-0.07,0.02,0.16,-0.05,0.15,0.99,
0.088,-0.07,0.02,0.16,-0.05,0.15,0.99,
0.09,-0.07,0.02,0.16,-0.05,0.16,0.99,
0.09,-0.00,0.02,0.17,-0.05,0.16,0.99,
0.093,-0.00,0.02,0.17,-0.04,0.16,0.99,
