
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.00,-0.02,0.05,-0.03,0.16,0.97,
0.002,-0.04,-0.00,0.02,-0.03,0.16,0.97,
0.002,-0.04,-0.00,0.02,-0.03,0.16,0.97,
0.002,-0.04,0.02,0.01,-0.03,0.16,0.97,
0.002,-0.04,0.02,0.01,-0.03,0.16,0.97,
0.004,-0.04,0.02,0.01,-0.03,0.17,0.97,
0.007,-0.04,0.02,0.01,-0.03,0.17,0.97,
0.007,-0.04,0.03,0.01,-0.03,0.17,0.97,
0.009,-0.04,0.03,0.01,-0.03,0.17,0.97,
0.012,-0.04,0.03,0.01,-0.03,0.17,0.96,
0.012,-0.03,0.05,-0.01,-0.03,0.17,0.96,
0.015,-0.03,0.05,-0.01,-0.03,0.17,0.96,
0.017,-0.03,0.05,-0.01,-0.03,0.17,0.96,
0.017,-0.02,0.06,-0.04,-0.03,0.17,0.96,
0.019,-0.02,0.06,-0.04,-0.03,0.17,0.96,
0.022,-0.02,0.06,-0.04,-0.03,0.17,0.96,
0.022,-0.00,0.05,-0.06,-0.03,0.17,0.96,
0.024,-0.00,0.05,-0.06,-0.03,0.16,0.96,
0.027,-0.00,0.05,-0.06,-0.03,0.16,0.96,
0.027,0.01,0.05,-0.07,-0.03,0.16,0.96,
0.029,0.01,0.05,-0.07,-0.03,0.16,0.96,
0.032,0.03,0.02,-0.08,-0.03,0.16,0.96,
0.032,0.03,0.02,-0.08,-0.02,0.16,0.96,
0.034,0.03,0.02,-0.08,-0.02,0.16,0.96,
0.036,0.03,0.02,-0.08,-0.02,0.16,0.96,
0.037,0.05,-0.01,-0.10,-0.02,0.16,0.96,
0.039,0.05,-0.01,-0.10,-0.03,0.16,0.96,
0.042,0.05,-0.01,-0.10,-0.03,0.16,0.96,
0.042,0.06,-0.02,-0.11,-0.03,0.16,0.96,
0.044,0.06,-0.02,-0.11,-0.03,0.16,0.96,
0.046,0.06,-0.02,-0.11,-0.03,0.16,0.96,
0.046,0.04,-0.03,-0.10,-0.03,0.16,0.96,
0.049,0.04,-0.03,-0.10,-0.03,0.16,0.96,
0.051,0.04,-0.03,-0.10,-0.03,0.16,0.96,
0.051,0.04,-0.04,-0.07,-0.03,0.16,0.96,
0.054,0.04,-0.04,-0.07,-0.03,0.16,0.96,
0.056,0.04,-0.04,-0.07,-0.03,0.16,0.96,
0.056,0.02,-0.02,-0.07,-0.03,0.16,0.96,
0.059,0.02,-0.02,-0.07,-0.03,0.16,0.97,
0.061,0.02,-0.02,-0.07,-0.03,0.16,0.97,
0.061,-0.00,-0.00,-0.05,-0.03,0.16,0.97,
0.07,-0.00,-0.00,-0.05,-0.03,0.16,0.97,
0.07,-0.00,-0.00,-0.05,-0.03,0.17,0.97,
0.071,-0.03,0.02,-0.01,-0.03,0.17,0.97,
0.071,-0.03,0.02,-0.01,-0.04,0.16,0.97,
0.071,-0.03,0.02,-0.01,-0.03,0.16,0.98,
0.071,-0.02,0.05,0.01,-0.03,0.16,0.98,
0.073,-0.02,0.05,0.01,-0.04,0.17,0.98,
0.076,-0.02,0.05,0.01,-0.04,0.16,0.98,
0.076,-0.05,0.04,0.06,-0.04,0.16,0.98,
0.078,-0.05,0.04,0.06,-0.03,0.16,0.98,
0.08,-0.05,0.04,0.06,-0.03,0.16,0.98,
0.081,-0.06,0.06,0.09,-0.03,0.16,0.98,
0.083,-0.06,0.06,0.09,-0.03,0.16,0.98,
0.085,-0.06,0.06,0.09,-0.03,0.16,0.99,
0.086,-0.03,0.04,0.13,-0.03,0.16,0.99,
