
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.15,0.01,-0.03,0.01,0.19,0.96,
0.002,-0.15,0.01,-0.03,0.01,0.19,0.97,
0.002,-0.11,0.04,-0.02,0.01,0.19,0.97,
0.002,-0.11,0.04,-0.02,0.01,0.19,0.97,
0.004,-0.11,0.04,-0.02,0.01,0.19,0.97,
0.004,-0.08,0.03,0.01,0.01,0.19,0.97,
0.007,-0.08,0.03,0.01,0.01,0.19,0.97,
0.009,-0.08,0.03,0.01,0.01,0.19,0.97,
0.009,-0.03,0.03,0.03,0.01,0.19,0.97,
0.012,-0.03,0.03,0.03,0.02,0.19,0.97,
0.014,-0.03,0.03,0.03,0.02,0.19,0.97,
0.014,-0.01,0.04,0.06,0.02,0.19,0.97,
0.016,-0.01,0.04,0.06,0.02,0.19,0.97,
0.019,-0.01,0.04,0.06,0.02,0.19,0.97,
0.019,0.03,0.07,0.09,0.02,0.19,0.97,
0.021,0.03,0.07,0.09,0.03,0.19,0.98,
0.025,0.03,0.07,0.09,0.03,0.19,0.98,
0.025,0.08,0.07,0.09,0.03,0.19,0.98,
0.026,0.08,0.07,0.09,0.03,0.20,0.98,
0.029,0.08,0.07,0.09,0.03,0.20,0.98,
0.029,0.11,0.08,0.11,0.03,0.20,0.98,
0.031,0.11,0.08,0.11,0.02,0.20,0.98,
0.034,0.11,0.08,0.11,0.03,0.20,0.98,
0.034,0.12,0.09,0.12,0.03,0.20,0.98,
0.036,0.12,0.09,0.12,0.02,0.20,0.97,
0.038,0.12,0.09,0.12,0.02,0.20,0.97,
0.039,0.11,0.09,0.10,0.02,0.20,0.97,
0.041,0.11,0.09,0.10,0.02,0.20,0.97,
0.043,0.11,0.09,0.10,0.02,0.20,0.97,
0.044,0.10,0.11,0.08,0.02,0.20,0.97,
0.046,0.10,0.11,0.08,0.02,0.20,0.96,
0.048,0.10,0.11,0.08,0.02,0.19,0.96,
0.048,0.08,0.11,0.04,0.02,0.19,0.96,
0.051,0.08,0.11,0.04,0.02,0.19,0.96,
0.053,0.08,0.11,0.04,0.02,0.19,0.96,
0.053,0.07,0.09,-0.02,0.02,0.19,0.96,
0.056,0.07,0.09,-0.02,0.02,0.19,0.96,
0.058,0.07,0.09,-0.02,0.02,0.19,0.95,
0.058,0.04,0.07,-0.06,0.02,0.19,0.95,
0.06,0.04,0.07,-0.06,0.01,0.19,0.95,
0.063,0.04,0.07,-0.06,0.01,0.19,0.96,
