
time,ax,ay,az,gFx,gFy,gFz,
0.001,-0.10,-0.06,-0.38,0.03,0.07,0.91,
0.001,-0.06,-0.05,-0.55,0.03,0.07,0.91,
0.001,-0.06,-0.05,-0.55,0.04,0.07,0.91,
0.004,-0.06,-0.05,-0.55,0.04,0.07,0.91,
0.004,-0.00,-0.04,-0.65,0.04,0.07,0.91,
0.006,-0.00,-0.04,-0.65,0.04,0.08,0.91,
0.009,-0.00,-0.04,-0.65,0.04,0.08,0.91,
0.009,0.04,-0.01,-0.68,0.04,0.08,0.91,
0.012,0.04,-0.01,-0.68,0.04,0.08,0.91,
0.015,0.04,-0.01,-0.68,0.04,0.08,0.91,
0.015,0.08,0.03,-0.69,0.04,0.08,0.91,
0.016,0.08,0.03,-0.69,0.04,0.08,0.92,
0.019,0.08,0.03,-0.69,0.04,0.08,0.92,
0.019,0.11,0.05,-0.63,0.04,0.08,0.92,
0.021,0.11,0.05,-0.63,0.05,0.08,0.93,
0.024,0.11,0.05,-0.63,0.05,0.08,0.94,
0.024,0.12,0.08,-0.54,0.05,0.08,0.94,
0.026,0.12,0.08,-0.54,0.05,0.08,0.94,
0.029,0.12,0.08,-0.54,0.05,0.08,0.95,
0.029,0.16,0.09,-0.43,0.05,0.08,0.95,
0.038,0.16,0.09,-0.43,0.05,0.08,0.95,
0.038,0.16,0.09,-0.43,0.05,0.08,0.96,
0.038,0.19,0.07,-0.31,0.05,0.08,0.96,
0.038,0.19,0.07,-0.31,0.05,0.08,0.97,
0.039,0.19,0.07,-0.31,0.05,0.08,0.97,
0.039,0.20,0.08,-0.18,0.05,0.08,0.97,
0.041,0.20,0.08,-0.18,0.05,0.08,0.98,
0.043,0.20,0.08,-0.18,0.05,0.07,0.99,
0.044,0.19,0.07,-0.04,0.05,0.07,0.99,
0.046,0.19,0.07,-0.04,0.05,0.07,0.99,
0.048,0.19,0.07,-0.04,0.04,0.07,0.99,
0.048,0.20,0.04,0.08,0.04,0.07,0.99,
0.051,0.20,0.04,0.08,0.04,0.07,1.00,
0.053,0.20,0.04,0.08,0.04,0.07,1.00,
0.053,0.14,0.03,0.17,0.04,0.07,1.00,
0.055,0.14,0.03,0.17,0.04,0.07,1.00,
0.058,0.14,0.03,0.17,0.04,0.07,1.00,
0.059,0.11,0.02,0.22,0.04,0.07,1.00,
0.06,0.11,0.02,0.22,0.04,0.07,1.00,
0.064,0.11,0.02,0.22,0.04,0.07,1.00,
0.064,0.07,0.01,0.24,0.04,0.07,1.00,
0.065,0.07,0.01,0.24,0.03,0.07,1.00,
0.068,0.07,0.01,0.24,0.03,0.06,1.00,
0.068,0.05,-0.01,0.23,0.03,0.06,1.00,
0.07,0.05,-0.01,0.23,0.03,0.06,0.99,
0.073,0.05,-0.01,0.23,0.03,0.06,0.99,
0.073,0.01,-0.04,0.21,0.03,0.06,0.99,
0.075,0.01,-0.04,0.21,0.03,0.06,0.99,
0.078,0.01,-0.04,0.21,0.03,0.06,0.98,
0.078,-0.02,-0.09,0.15,0.03,0.06,0.98,
