
time,ax,ay,az,gFx,gFy,gFz,
0.004,-0.22,0.15,0.06,-0.03,0.12,0.98,
0.004,-0.22,0.15,0.06,-0.03,0.12,0.98,
0.004,-0.23,0.13,0.07,-0.03,0.12,0.98,
0.004,-0.23,0.13,0.07,-0.03,0.12,0.99,
0.005,-0.23,0.13,0.07,-0.02,0.12,0.98,
0.006,-0.21,0.09,0.09,-0.02,0.12,0.98,
0.008,-0.21,0.09,0.09,-0.02,0.11,0.98,
0.01,-0.21,0.09,0.09,-0.01,0.11,0.98,
0.01,-0.14,0.05,0.09,-0.01,0.11,0.98,
0.012,-0.14,0.05,0.09,-0.01,0.11,0.98,
0.015,-0.14,0.05,0.09,-0.01,0.11,0.98,
0.015,-0.07,-0.00,0.07,-0.01,0.11,0.98,
0.017,-0.07,-0.00,0.07,-0.00,0.11,0.97,
0.02,-0.07,-0.00,0.07,0.00,0.11,0.97,
0.02,0.00,-0.02,0.02,0.00,0.11,0.97,
0.022,0.00,-0.02,0.02,0.01,0.11,0.97,
0.025,0.00,-0.02,0.02,0.01,0.11,0.97,
0.025,0.10,-0.01,-0.03,0.01,0.11,0.97,
0.027,0.10,-0.01,-0.03,0.01,0.11,0.96,
0.03,0.10,-0.01,-0.03,0.01,0.11,0.96,
0.03,0.15,-0.04,-0.09,0.01,0.11,0.96,
0.032,0.15,-0.04,-0.09,0.01,0.11,0.96,
0.035,0.15,-0.04,-0.09,0.01,0.11,0.96,
0.035,0.20,-0.04,-0.15,0.01,0.11,0.96,
0.037,0.20,-0.04,-0.15,0.01,0.11,0.96,
0.04,0.20,-0.04,-0.15,0.01,0.11,0.96,
0.04,0.20,-0.03,-0.16,0.01,0.11,0.96,
0.042,0.20,-0.03,-0.16,0.00,0.11,0.96,
0.045,0.20,-0.03,-0.16,0.00,0.11,0.96,
0.045,0.14,-0.02,-0.18,0.00,0.11,0.96,
0.047,0.14,-0.02,-0.18,-0.00,0.11,0.96,
0.05,0.14,-0.02,-0.18,-0.01,0.12,0.97,
0.05,0.08,0.02,-0.16,-0.01,0.12,0.97,
0.052,0.08,0.02,-0.16,-0.01,0.12,0.97,
0.054,0.08,0.02,-0.16,-0.01,0.12,0.97,
0.055,0.01,0.03,-0.10,-0.01,0.12,0.97,
0.057,0.01,0.03,-0.10,-0.02,0.12,0.98,
0.059,0.01,0.03,-0.10,-0.02,0.12,0.98,
0.059,-0.07,0.05,-0.03,-0.02,0.12,0.98,
0.061,-0.07,0.05,-0.03,-0.02,0.12,0.99,
0.07,-0.07,0.05,-0.03,-0.02,0.12,0.99,
0.07,-0.11,0.06,0.05,-0.02,0.12,0.99,
0.07,-0.11,0.06,0.05,-0.02,0.12,1.00,
