
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.15,-0.06,0.33,0.01,0.04,0.99,
0.002,0.13,-0.05,0.24,0.01,0.04,0.99,
0.002,0.13,-0.05,0.24,0.00,0.05,0.99,
0.002,0.13,-0.05,0.24,0.00,0.05,0.99,
0.003,0.11,-0.04,0.14,0.00,0.05,0.99,
0.004,0.11,-0.04,0.14,0.00,0.05,0.98,
0.007,0.11,-0.04,0.14,-0.00,0.05,0.98,
0.007,0.06,-0.03,0.07,-0.00,0.05,0.98,
0.009,0.06,-0.03,0.07,-0.00,0.05,0.98,
0.012,0.06,-0.03,0.07,-0.01,0.05,0.98,
0.012,0.03,-0.01,0.01,-0.01,0.05,0.98,
0.014,0.03,-0.01,0.01,-0.01,0.06,0.98,
0.017,0.03,-0.01,0.01,-0.01,0.06,0.98,
0.017,-0.02,0.02,-0.02,-0.01,0.06,0.98,
0.019,-0.02,0.02,-0.02,-0.01,0.06,0.98,
0.021,-0.02,0.02,-0.02,-0.01,0.06,0.98,
0.021,-0.05,0.05,-0.03,-0.01,0.06,0.98,
0.024,-0.05,0.05,-0.03,-0.01,0.06,0.98,
0.027,-0.05,0.05,-0.03,-0.01,0.06,0.98,
0.027,-0.07,0.07,-0.02,-0.01,0.06,0.98,
0.029,-0.07,0.07,-0.02,-0.01,0.06,0.98,
0.031,-0.07,0.07,-0.02,-0.01,0.06,0.98,
0.031,-0.07,0.07,-0.02,-0.01,0.06,0.98,
0.034,-0.07,0.07,-0.02,-0.01,0.06,0.98,
0.036,-0.07,0.07,-0.02,-0.01,0.06,0.98,
0.036,-0.04,0.08,-0.02,-0.01,0.06,0.98,
0.038,-0.04,0.08,-0.02,-0.01,0.06,0.98,
0.041,-0.04,0.08,-0.02,-0.00,0.06,0.98,
0.041,-0.02,0.07,-0.04,-0.00,0.06,0.98,
0.044,-0.02,0.07,-0.04,-0.00,0.05,0.97,
0.046,-0.02,0.07,-0.04,-0.00,0.05,0.97,
0.046,-0.01,0.06,-0.06,-0.00,0.05,0.97,
0.049,-0.01,0.06,-0.06,-0.00,0.05,0.97,
0.051,-0.01,0.06,-0.06,-0.00,0.05,0.96,
0.051,0.00,0.00,-0.10,-0.00,0.05,0.96,
0.053,0.00,0.00,-0.10,0.00,0.05,0.96,
0.056,0.00,0.00,-0.10,0.00,0.05,0.96,
0.056,0.02,-0.01,-0.15,0.00,0.05,0.96,
0.059,0.02,-0.01,-0.15,0.00,0.05,0.97,
0.061,0.02,-0.01,-0.15,0.00,0.05,0.96,
0.061,0.05,-0.02,-0.17,0.00,0.05,0.96,
0.063,0.05,-0.02,-0.17,0.00,0.05,0.96,
0.066,0.06,0.00,-0.17,0.00,0.05,0.96,
0.066,0.06,0.00,-0.17,-0.00,0.05,0.96,
0.068,0.06,0.00,-0.17,-0.00,0.05,0.96,
0.07,0.06,0.00,-0.17,-0.01,0.05,0.96,
0.071,0.02,0.01,-0.18,-0.01,0.05,0.96,
0.073,0.02,0.01,-0.18,-0.01,0.05,0.96,
0.076,0.02,0.01,-0.18,-0.01,0.05,0.96,
0.076,-0.03,0.01,-0.17,-0.01,0.05,0.96,
0.078,-0.03,0.01,-0.17,-0.01,0.05,0.97,
0.08,-0.03,0.01,-0.17,-0.01,0.05,0.97,
0.08,-0.10,-0.01,-0.16,-0.01,0.05,0.97,
0.083,-0.10,-0.01,-0.16,-0.02,0.05,0.97,
0.085,-0.10,-0.01,-0.16,-0.02,0.05,0.98,
0.085,-0.11,0.01,-0.13,-0.02,0.05,0.98,
