
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.06,-0.04,0.38,0.01,-0.00,1.01,
0.002,0.06,-0.04,0.38,0.02,-0.00,1.01,
0.003,0.07,-0.08,0.32,0.02,-0.00,1.01,
0.003,0.07,-0.08,0.32,0.02,-0.00,1.00,
0.005,0.07,-0.08,0.32,0.02,-0.00,1.00,
0.005,0.11,-0.11,0.27,0.02,-0.00,1.00,
0.007,0.11,-0.11,0.27,0.03,-0.00,0.99,
0.01,0.18,-0.13,0.18,0.03,-0.00,0.99,
0.01,0.18,-0.13,0.18,0.03,-0.00,0.99,
0.013,0.18,-0.13,0.18,0.03,0.00,0.98,
0.015,0.18,-0.13,0.18,0.04,0.00,0.98,
0.015,0.24,-0.11,0.09,0.04,0.00,0.98,
0.017,0.24,-0.11,0.09,0.04,0.00,0.97,
0.02,0.24,-0.11,0.09,0.04,0.00,0.97,
0.02,0.29,-0.08,-0.02,0.04,0.00,0.97,
0.022,0.29,-0.08,-0.02,0.04,0.00,0.96,
0.025,0.29,-0.08,-0.02,0.04,0.00,0.96,
0.025,0.32,-0.06,-0.12,0.04,0.00,0.96,
0.027,0.32,-0.06,-0.12,0.03,0.00,0.96,
0.03,0.32,-0.06,-0.12,0.03,0.01,0.96,
0.03,0.29,-0.05,-0.19,0.03,0.01,0.96,
0.032,0.29,-0.05,-0.19,0.02,0.01,0.96,
0.035,0.29,-0.05,-0.19,0.02,0.01,0.96,
0.035,0.23,-0.05,-0.22,0.02,0.01,0.96,
0.037,0.23,-0.05,-0.22,0.01,0.01,0.96,
0.039,0.23,-0.05,-0.22,0.01,0.01,0.96,
0.039,0.14,-0.01,-0.23,0.01,0.01,0.96,
0.041,0.14,-0.01,-0.23,0.00,0.01,0.96,
0.044,0.14,-0.01,-0.23,0.00,0.01,0.96,
0.045,0.07,0.03,-0.20,0.00,0.01,0.96,
0.046,0.07,0.03,-0.20,-0.00,0.02,0.97,
0.049,0.07,0.03,-0.20,-0.01,0.02,0.97,
0.049,-0.03,0.04,-0.17,-0.01,0.02,0.97,
0.051,-0.03,0.04,-0.17,-0.02,0.02,0.98,
0.054,-0.03,0.04,-0.17,-0.01,0.02,0.98,
0.054,-0.12,0.09,-0.10,-0.01,0.02,0.98,
0.056,-0.12,0.09,-0.10,-0.01,0.02,0.99,
0.059,-0.12,0.09,-0.10,-0.02,0.02,0.99,
0.059,-0.19,0.10,-0.01,-0.02,0.02,0.99,
0.069,-0.19,0.10,-0.01,-0.01,0.02,1.00,
0.069,-0.19,0.10,-0.01,-0.02,0.02,1.00,
0.069,-0.19,0.09,0.10,-0.02,0.02,1.00,
0.07,-0.19,0.09,0.10,-0.01,0.02,1.00,
0.07,-0.19,0.09,0.10,-0.01,0.02,1.01,
0.07,-0.19,0.08,0.17,-0.01,0.02,1.01,
0.071,-0.19,0.08,0.17,-0.01,0.01,1.01,
0.073,-0.19,0.08,0.17,-0.00,0.01,1.01,
0.074,-0.15,0.07,0.25,-0.00,0.01,1.01,
0.076,-0.15,0.07,0.25,-0.00,0.01,1.01,
0.079,-0.15,0.07,0.25,-0.00,0.01,1.01,
0.079,-0.11,0.02,0.28,-0.00,0.01,1.01,
0.081,-0.11,0.02,0.28,0.00,0.01,1.01,
0.084,-0.11,0.02,0.28,0.01,0.01,1.01,
0.084,-0.05,-0.02,0.27,0.01,0.01,1.01,
0.086,-0.05,-0.02,0.27,0.01,0.00,1.00,
0.088,-0.05,-0.02,0.27,0.01,0.00,1.00,
0.088,0.02,-0.03,0.24,0.01,0.00,1.00,
0.091,0.02,-0.03,0.24,0.01,0.00,0.99,
0.093,0.02,-0.03,0.24,0.01,0.00,0.99,
0.093,0.06,-0.06,0.17,0.01,0.00,0.99,
0.096,0.06,-0.06,0.17,0.02,0.00,0.98,
0.098,0.06,-0.06,0.17,0.01,0.00,0.98,
0.098,0.08,-0.07,0.08,0.01,0.00,0.98,
0.1,0.08,-0.07,0.08,0.01,0.00,0.98,
0.103,0.08,-0.07,0.08,0.01,0.01,0.97,
0.103,0.11,-0.06,0.00,0.01,0.01,0.97,
0.105,0.11,-0.06,0.00,0.01,0.01,0.97,
0.108,0.11,-0.06,0.00,0.01,0.01,0.97,
0.108,0.09,-0.04,-0.07,0.01,0.01,0.97,
0.11,0.09,-0.04,-0.07,0.01,0.01,0.97,
0.113,0.09,-0.04,-0.07,0.01,0.01,0.97,
0.113,0.07,0.00,-0.14,0.01,0.01,0.97,
0.115,0.07,0.00,-0.14,0.01,0.01,0.97,
0.118,0.07,0.00,-0.14,0.01,0.01,0.97,
0.119,0.07,-0.01,-0.16,0.01,0.01,0.97,
0.12,0.07,-0.01,-0.16,0.01,0.01,0.97,
0.123,0.07,-0.01,-0.16,0.01,0.01,0.97,
0.123,0.06,0.02,-0.12,0.01,0.01,0.97,
0.125,0.06,0.02,-0.12,0.01,0.01,0.97,
0.127,0.06,0.02,-0.12,0.01,0.01,0.98,
0.128,0.05,0.02,-0.11,0.01,0.01,0.98,
0.13,0.05,0.02,-0.11,0.01,0.01,0.98,
0.133,0.05,0.02,-0.11,0.01,0.01,0.98,
0.133,0.02,0.02,-0.06,0.01,0.01,0.98,
0.135,0.02,0.02,-0.06,0.01,0.01,0.98,
0.137,0.02,0.02,-0.06,0.01,0.00,0.99,
0.137,0.02,-0.02,-0.03,0.01,0.00,0.99,
0.139,0.02,-0.02,-0.03,0.01,0.00,0.99,
0.142,0.02,-0.02,-0.03,0.01,0.00,0.99,
0.142,0.03,-0.04,0.02,0.01,0.00,0.99,
0.146,0.03,-0.04,0.02,0.01,0.00,0.99,
0.148,0.03,-0.04,0.02,0.01,0.00,0.99,
0.148,0.04,-0.08,0.07,0.01,0.00,0.99,
0.15,0.04,-0.08,0.07,0.01,0.00,0.99,
0.152,0.04,-0.08,0.07,0.01,0.00,0.99,
0.152,0.05,-0.09,0.09,0.01,0.00,0.99,
0.154,0.05,-0.09,0.09,0.01,0.00,0.99,
0.157,0.05,-0.09,0.09,0.01,0.00,1.00,
0.157,0.07,-0.10,0.12,0.01,0.00,1.00,
0.159,0.07,-0.10,0.12,0.01,0.00,0.99,
0.163,0.07,-0.10,0.12,0.01,0.01,0.99,
0.165,0.08,-0.08,0.13,0.01,0.01,0.99,
0.166,0.08,-0.08,0.13,0.01,0.01,0.99,
0.167,0.08,-0.08,0.13,0.01,0.01,0.98,
0.168,0.08,-0.05,0.09,0.01,0.01,0.98,
0.169,0.08,-0.05,0.09,0.01,0.01,0.98,
0.172,0.08,-0.05,0.09,0.01,0.01,0.98,
0.172,0.07,-0.05,0.02,0.01,0.01,0.98,
0.174,0.07,-0.05,0.02,0.01,0.01,0.97,
