
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.03,-0.05,0.22,-0.03,0.09,0.99,
0.002,0.01,-0.01,0.18,-0.03,0.09,0.99,
0.003,0.01,-0.01,0.18,-0.03,0.09,0.99,
0.004,0.01,-0.01,0.18,-0.03,0.09,0.99,
0.004,-0.01,0.03,0.13,-0.03,0.09,0.99,
0.006,-0.01,0.03,0.13,-0.03,0.09,0.99,
0.009,-0.01,0.03,0.13,-0.03,0.09,0.99,
0.009,-0.02,0.04,0.12,-0.03,0.09,0.99,
0.011,-0.02,0.04,0.12,-0.03,0.09,0.99,
0.015,-0.02,0.04,0.12,-0.03,0.09,0.99,
0.015,-0.02,0.07,0.08,-0.03,0.09,0.99,
0.016,-0.02,0.07,0.08,-0.03,0.09,0.99,
0.018,-0.02,0.07,0.08,-0.03,0.09,0.98,
0.019,-0.03,0.08,0.06,-0.03,0.09,0.98,
0.021,-0.03,0.08,0.06,-0.03,0.09,0.98,
0.023,-0.03,0.08,0.06,-0.03,0.09,0.98,
0.023,-0.02,0.07,0.05,-0.03,0.09,0.98,
0.026,-0.02,0.07,0.05,-0.02,0.09,0.98,
0.028,-0.02,0.07,0.05,-0.02,0.09,0.98,
0.028,-0.02,0.06,0.01,-0.02,0.09,0.98,
0.031,-0.02,0.06,0.01,-0.02,0.09,0.97,
0.033,-0.02,0.06,0.01,-0.02,0.09,0.97,
0.033,0.01,0.07,-0.02,-0.02,0.09,0.97,
0.035,0.01,0.07,-0.02,-0.02,0.09,0.97,
0.038,0.01,0.07,-0.02,-0.02,0.09,0.97,
0.039,0.01,0.05,-0.07,-0.02,0.09,0.97,
0.04,0.01,0.05,-0.07,-0.02,0.09,0.97,
0.043,0.01,0.05,-0.07,-0.02,0.09,0.97,
0.043,0.01,0.04,-0.10,-0.02,0.09,0.97,
0.045,0.01,0.04,-0.10,-0.02,0.09,0.97,
0.048,0.01,0.04,-0.10,-0.02,0.09,0.97,
0.048,0.03,0.03,-0.12,-0.02,0.09,0.97,
0.051,0.03,0.03,-0.12,-0.02,0.09,0.97,
0.053,0.03,0.03,-0.12,-0.02,0.09,0.97,
0.053,0.04,0.02,-0.14,-0.02,0.09,0.97,
0.055,0.04,0.02,-0.14,-0.02,0.09,0.97,
0.058,0.04,0.02,-0.14,-0.02,0.09,0.97,
0.058,0.06,0.03,-0.13,-0.02,0.09,0.97,
0.06,0.06,0.03,-0.13,-0.02,0.08,0.97,
0.063,0.06,0.03,-0.13,-0.02,0.08,0.97,
0.063,0.04,0.00,-0.13,-0.02,0.08,0.97,
0.07,0.04,0.00,-0.13,-0.02,0.08,0.97,
0.071,0.04,0.00,-0.13,-0.02,0.08,0.97,
0.071,-0.01,-0.04,-0.12,-0.02,0.08,0.97,
0.071,-0.01,-0.04,-0.12,-0.02,0.08,0.97,
0.073,-0.01,-0.04,-0.12,-0.02,0.08,0.97,
0.073,-0.00,-0.06,-0.12,-0.02,0.08,0.97,
0.075,-0.00,-0.06,-0.12,-0.02,0.08,0.97,
0.077,-0.00,-0.06,-0.12,-0.03,0.09,0.97,
0.077,0.01,-0.05,-0.09,-0.03,0.09,0.97,
0.08,0.01,-0.05,-0.09,-0.03,0.08,0.98,
0.082,0.01,-0.05,-0.09,-0.03,0.09,0.98,
0.082,-0.01,-0.04,-0.06,-0.03,0.09,0.98,
0.085,-0.01,-0.04,-0.06,-0.03,0.09,0.98,
0.087,-0.01,-0.04,-0.06,-0.04,0.09,0.98,
0.088,-0.05,-0.03,-0.01,-0.04,0.09,0.98,
0.09,-0.05,-0.03,-0.01,-0.04,0.09,0.98,
0.092,-0.05,-0.03,-0.01,-0.04,0.09,0.99,
0.092,-0.12,0.00,0.01,-0.04,0.09,0.99,
0.094,-0.12,0.00,0.01,-0.04,0.09,0.99,
0.097,-0.12,0.00,0.01,-0.04,0.09,0.98,
0.098,-0.16,0.01,0.06,-0.04,0.09,0.98,
0.099,-0.16,0.01,0.06,-0.03,0.09,0.98,
0.102,-0.16,0.01,0.06,-0.03,0.09,0.98,
0.102,-0.13,0.04,0.05,-0.03,0.09,0.98,
0.104,-0.13,0.04,0.05,-0.03,0.10,0.98,
0.107,-0.13,0.04,0.05,-0.03,0.10,0.98,
0.107,-0.07,0.05,0.03,-0.03,0.10,0.98,
0.109,-0.07,0.05,0.03,-0.03,0.10,0.97,
0.111,-0.07,0.05,0.03,-0.02,0.10,0.97,
0.112,-0.06,0.07,-0.02,-0.02,0.10,0.97,
0.114,-0.06,0.07,-0.02,-0.02,0.10,0.96,
0.116,-0.02,0.08,-0.08,-0.02,0.10,0.96,
0.117,-0.02,0.08,-0.08,-0.02,0.10,0.96,
0.119,-0.02,0.08,-0.08,-0.02,0.09,0.96,
0.121,-0.02,0.08,-0.08,-0.02,0.09,0.95,
0.121,0.00,0.07,-0.15,-0.02,0.09,0.95,
0.124,0.00,0.07,-0.15,-0.02,0.09,0.95,
0.126,0.00,0.07,-0.15,-0.02,0.09,0.95,
0.126,0.01,0.04,-0.22,-0.02,0.09,0.95,
0.128,0.01,0.04,-0.22,-0.02,0.09,0.94,
0.131,0.01,0.04,-0.22,-0.02,0.09,0.94,
0.132,-0.01,0.04,-0.30,-0.02,0.09,0.94,
0.133,-0.01,0.04,-0.30,-0.02,0.09,0.94,
0.136,-0.01,0.04,-0.30,-0.02,0.08,0.94,
0.136,0.02,0.01,-0.35,-0.02,0.08,0.94,
0.138,0.02,0.01,-0.35,-0.02,0.08,0.94,
0.141,0.02,0.01,-0.35,-0.02,0.08,0.94,
0.142,0.02,-0.03,-0.38,-0.02,0.08,0.94,
0.143,0.02,-0.03,-0.38,-0.02,0.08,0.94,
0.146,0.02,-0.03,-0.38,-0.02,0.08,0.94,
0.146,0.03,-0.07,-0.37,-0.02,0.08,0.94,
0.154,0.03,-0.07,-0.37,-0.02,0.08,0.94,
0.154,0.03,-0.07,-0.37,-0.02,0.08,0.95,
0.154,0.04,-0.10,-0.36,-0.02,0.08,0.95,
0.154,0.04,-0.10,-0.36,-0.02,0.08,0.95,
0.155,0.04,-0.10,-0.36,-0.01,0.07,0.95,
0.156,0.05,-0.11,-0.32,-0.01,0.07,0.95,
0.158,0.05,-0.11,-0.32,-0.01,0.07,0.95,
0.16,0.05,-0.11,-0.32,-0.02,0.07,0.96,
0.161,0.05,-0.12,-0.27,-0.02,0.07,0.96,
0.163,0.05,-0.12,-0.27,-0.02,0.08,0.96,
0.165,0.05,-0.12,-0.27,-0.02,0.08,0.97,
0.165,0.06,-0.12,-0.21,-0.02,0.08,0.97,
0.168,0.06,-0.12,-0.21,-0.01,0.08,0.97,
0.17,0.06,-0.12,-0.21,-0.01,0.08,0.98,
0.17,0.05,-0.10,-0.12,-0.01,0.08,0.98,
0.172,0.05,-0.10,-0.12,-0.01,0.08,0.98,
0.175,0.05,-0.10,-0.12,-0.02,0.08,0.98,
0.176,0.07,-0.09,-0.03,-0.02,0.08,0.98,
0.178,0.07,-0.09,-0.03,-0.02,0.08,0.98,
0.18,0.07,-0.09,-0.03,-0.02,0.08,0.98,
0.181,0.05,-0.06,0.01,-0.02,0.08,0.98,
0.183,0.05,-0.06,0.01,-0.02,0.08,0.98,
0.185,0.05,-0.06,0.01,-0.02,0.08,0.98,
0.185,0.05,-0.06,0.04,-0.02,0.08,0.98,
0.187,0.05,-0.06,0.04,-0.01,0.08,0.98,
0.19,0.05,-0.06,0.04,-0.01,0.08,0.97,
0.19,0.04,-0.06,0.01,-0.01,0.08,0.97,
0.192,0.04,-0.06,0.01,-0.01,0.08,0.97,
0.195,0.04,-0.06,0.01,-0.01,0.08,0.97,
0.195,0.08,-0.06,-0.02,-0.01,0.08,0.97,
0.197,0.08,-0.06,-0.02,-0.01,0.08,0.97,
0.2,0.08,-0.06,-0.02,-0.01,0.08,0.96,
0.2,0.11,-0.08,-0.05,-0.01,0.08,0.96,
0.202,0.11,-0.08,-0.05,-0.00,0.08,0.96,
0.205,0.11,-0.08,-0.05,-0.00,0.08,0.95,
0.205,0.14,-0.08,-0.13,-0.00,0.08,0.95,
0.207,0.14,-0.08,-0.13,-0.00,0.08,0.95,
0.21,0.14,-0.08,-0.13,-0.00,0.08,0.95,
0.21,0.17,-0.10,-0.20,-0.00,0.08,0.95,
0.212,0.17,-0.10,-0.20,-0.00,0.08,0.95,
0.214,0.17,-0.10,-0.20,-0.00,0.08,0.95,
0.215,0.19,-0.10,-0.25,-0.00,0.08,0.95,
0.217,0.19,-0.10,-0.25,-0.01,0.08,0.94,
0.219,0.19,-0.10,-0.25,-0.01,0.07,0.94,
0.219,0.18,-0.10,-0.29,-0.01,0.07,0.94,
0.221,0.18,-0.10,-0.29,-0.01,0.08,0.94,
0.224,0.18,-0.10,-0.29,-0.01,0.08,0.95,
0.224,0.14,-0.10,-0.32,-0.01,0.08,0.95,
0.227,0.14,-0.10,-0.32,-0.01,0.08,0.95,
0.229,0.14,-0.10,-0.32,-0.01,0.08,0.95,
0.229,0.12,-0.10,-0.30,-0.01,0.08,0.95,
0.231,0.12,-0.10,-0.30,-0.02,0.08,0.96,
0.234,0.12,-0.10,-0.30,-0.02,0.08,0.96,
0.234,0.09,-0.08,-0.24,-0.02,0.08,0.96,
