
time,ax,ay,az,gFx,gFy,gFz,
0.001,0.08,0.03,0.10,-0.02,0.03,0.97,
0.002,0.07,0.03,-0.04,-0.02,0.03,0.97,
0.002,0.07,0.03,-0.04,-0.02,0.03,0.97,
0.004,0.07,0.03,-0.04,-0.02,0.03,0.96,
0.005,0.05,0.04,-0.12,-0.02,0.03,0.96,
0.007,0.05,0.04,-0.12,-0.02,0.03,0.96,
0.01,0.05,0.04,-0.12,-0.03,0.03,0.96,
0.01,0.04,0.04,-0.17,-0.03,0.03,0.96,
0.012,0.04,0.04,-0.17,-0.03,0.03,0.97,
0.014,0.04,0.04,-0.17,-0.03,0.03,0.97,
0.014,0.01,0.05,-0.17,-0.03,0.03,0.97,
0.017,0.01,0.05,-0.17,-0.03,0.03,0.97,
0.019,0.01,0.05,-0.17,-0.03,0.03,0.97,
0.019,-0.01,0.03,-0.15,-0.03,0.03,0.97,
0.022,-0.01,0.03,-0.15,-0.03,0.03,0.98,
0.024,-0.01,0.03,-0.15,-0.03,0.03,0.98,
0.024,-0.03,0.03,-0.08,-0.03,0.03,0.98,
0.027,-0.03,0.03,-0.08,-0.03,0.03,0.98,
0.029,-0.03,0.03,-0.08,-0.03,0.03,0.98,
0.029,-0.06,0.02,-0.03,-0.03,0.03,0.98,
0.031,-0.06,0.02,-0.03,-0.03,0.03,0.99,
0.034,-0.06,0.02,-0.03,-0.04,0.03,0.99,
0.034,-0.06,0.02,0.03,-0.04,0.03,0.99,
0.036,-0.06,0.02,0.03,-0.04,0.03,0.99,
0.039,-0.06,0.02,0.03,-0.04,0.03,0.99,
0.039,-0.08,0.02,0.07,-0.04,0.03,0.99,
0.041,-0.08,0.02,0.07,-0.04,0.03,0.99,
0.045,-0.08,0.02,0.07,-0.04,0.03,0.99,
0.045,-0.10,0.02,0.08,-0.04,0.03,0.99,
0.046,-0.10,0.02,0.08,-0.04,0.03,0.99,
0.049,-0.10,0.02,0.08,-0.04,0.03,0.99,
0.049,-0.12,0.03,0.07,-0.04,0.03,0.99,
0.051,-0.12,0.03,0.07,-0.04,0.03,0.98,
0.053,-0.12,0.03,0.07,-0.04,0.03,0.98,
0.053,-0.13,0.03,0.05,-0.04,0.03,0.98,
0.056,-0.13,0.03,0.05,-0.03,0.03,0.98,
0.058,-0.13,0.03,0.05,-0.03,0.03,0.97,
0.058,-0.11,0.04,0.01,-0.03,0.03,0.97,
0.061,-0.11,0.04,0.01,-0.03,0.03,0.97,
0.063,-0.11,0.04,0.01,-0.02,0.03,0.97,
0.064,-0.06,0.08,-0.07,-0.02,0.03,0.97,
0.066,-0.06,0.08,-0.07,-0.02,0.03,0.97,
0.068,0.00,0.09,-0.10,-0.02,0.03,0.97,
0.068,0.00,0.09,-0.10,-0.02,0.03,0.97,
0.07,0.00,0.09,-0.10,-0.01,0.03,0.97,
0.073,0.00,0.09,-0.10,-0.01,0.03,0.97,
0.073,0.07,0.08,-0.14,-0.01,0.03,0.97,
0.075,0.07,0.08,-0.14,-0.01,0.03,0.97,
0.078,0.07,0.08,-0.14,-0.01,0.03,0.97,
0.078,0.11,0.06,-0.15,-0.01,0.03,0.97,
0.08,0.11,0.06,-0.15,-0.01,0.02,0.97,
0.083,0.11,0.06,-0.15,-0.01,0.02,0.97,
0.083,0.13,0.03,-0.14,-0.01,0.02,0.97,
0.085,0.13,0.03,-0.14,-0.01,0.02,0.97,
0.088,0.13,0.03,-0.14,-0.01,0.02,0.98,
0.088,0.15,-0.04,-0.09,-0.01,0.02,0.98,
0.09,0.15,-0.04,-0.09,-0.01,0.01,0.98,
0.093,0.15,-0.04,-0.09,-0.01,0.01,0.98,
0.093,0.17,-0.07,-0.05,-0.01,0.01,0.98,
0.097,0.17,-0.07,-0.05,-0.01,0.01,0.98,
0.097,0.17,-0.07,-0.05,-0.01,0.01,0.98,
0.098,0.16,-0.12,-0.02,-0.01,0.01,0.98,
0.1,0.16,-0.12,-0.02,-0.01,0.01,0.98,
0.102,0.16,-0.12,-0.02,-0.01,0.01,0.99,
0.103,0.18,-0.14,0.01,-0.01,0.01,0.99,
0.105,0.18,-0.14,0.01,-0.01,0.01,0.99,
0.107,0.18,-0.14,0.01,-0.01,0.01,0.99,
0.108,0.18,-0.16,0.03,-0.01,0.01,0.99,
0.11,0.18,-0.16,0.03,-0.01,0.01,0.99,
0.112,0.18,-0.16,0.03,-0.01,0.01,0.99,
0.113,0.17,-0.14,0.06,-0.01,0.01,0.99,
0.115,0.17,-0.14,0.06,-0.01,0.02,0.99,
0.117,0.17,-0.14,0.06,-0.01,0.02,0.99,
0.117,0.18,-0.12,0.06,-0.01,0.02,0.99,
0.119,0.18,-0.12,0.06,-0.01,0.02,0.99,
0.122,0.18,-0.12,0.06,-0.01,0.02,0.98,
0.122,0.13,-0.09,0.06,-0.01,0.02,0.98,
0.124,0.13,-0.09,0.06,-0.01,0.02,0.99,
0.128,0.13,-0.09,0.06,-0.01,0.02,0.99,
0.128,0.11,-0.08,0.03,-0.01,0.02,0.99,
0.129,0.11,-0.08,0.03,-0.02,0.02,0.99,
0.132,0.11,-0.08,0.03,-0.02,0.02,0.98,
0.132,0.10,-0.07,0.04,-0.02,0.02,0.98,
0.134,0.10,-0.07,0.04,-0.03,0.02,0.98,
0.137,0.10,-0.07,0.04,-0.03,0.02,0.98,
0.137,0.04,-0.06,0.03,-0.03,0.02,0.98,
0.139,0.04,-0.06,0.03,-0.02,0.02,0.98,
0.142,0.04,-0.06,0.03,-0.02,0.02,0.98,
0.142,-0.00,-0.03,0.03,-0.02,0.02,0.98,
0.144,-0.00,-0.03,0.03,-0.03,0.03,0.98,
0.147,-0.00,-0.03,0.03,-0.02,0.03,0.98,
0.147,0.00,-0.02,-0.01,-0.02,0.03,0.98,
0.149,0.00,-0.02,-0.01,-0.02,0.03,0.98,
0.151,0.00,-0.02,-0.01,-0.02,0.03,0.98,
0.151,-0.01,0.01,-0.03,-0.02,0.03,0.98,
0.154,-0.01,0.01,-0.03,-0.02,0.03,0.98,
0.156,-0.01,0.01,-0.03,-0.03,0.03,0.97,
0.158,0.01,0.02,-0.04,-0.03,0.03,0.97,
0.159,0.01,0.02,-0.04,-0.02,0.03,0.97,
0.161,0.01,0.02,-0.04,-0.03,0.03,0.97,
0.162,-0.01,0.03,-0.06,-0.03,0.03,0.97,
0.164,-0.01,0.03,-0.06,-0.03,0.03,0.97,
0.166,-0.01,0.03,-0.06,-0.02,0.03,0.97,
0.166,-0.01,0.04,-0.10,-0.02,0.03,0.97,
0.168,-0.01,0.04,-0.10,-0.02,0.03,0.97,
0.171,-0.01,0.04,-0.10,-0.02,0.03,0.97,
0.171,-0.02,0.03,-0.11,-0.02,0.03,0.97,
0.173,-0.02,0.03,-0.11,-0.03,0.03,0.97,
0.176,-0.02,0.03,-0.11,-0.02,0.03,0.97,
0.176,-0.01,0.01,-0.12,-0.02,0.03,0.97,
0.18,-0.01,0.01,-0.12,-0.02,0.03,0.97,
0.181,-0.01,0.01,-0.12,-0.02,0.03,0.97,
0.181,-0.01,0.01,-0.11,-0.02,0.03,0.97,
0.183,-0.01,0.01,-0.11,-0.02,0.03,0.97,
0.186,-0.01,0.01,-0.11,-0.02,0.03,0.98,
0.186,0.02,0.03,-0.09,-0.02,0.03,0.98,
0.188,0.02,0.03,-0.09,-0.02,0.03,0.98,
0.19,0.02,0.03,-0.09,-0.02,0.03,0.98,
0.191,0.02,0.02,-0.06,-0.02,0.03,0.98,
0.193,0.02,0.02,-0.06,-0.02,0.03,0.98,
0.195,0.02,0.02,-0.06,-0.03,0.03,0.98,
0.196,0.03,0.01,-0.05,-0.03,0.03,0.98,
0.198,0.03,0.01,-0.05,-0.03,0.03,0.98,
0.2,0.03,0.01,-0.05,-0.03,0.03,0.98,
0.2,-0.01,0.03,-0.03,-0.03,0.03,0.98,
0.203,-0.01,0.03,-0.03,-0.03,0.03,0.98,
0.205,-0.01,0.03,-0.03,-0.03,0.03,0.98,
0.205,-0.03,0.03,-0.01,-0.03,0.03,0.98,
0.208,-0.03,0.03,-0.01,-0.03,0.03,0.98,
0.211,-0.03,0.03,-0.01,-0.03,0.03,0.98,
0.211,-0.05,0.02,0.01,-0.03,0.03,0.98,
0.212,-0.05,0.02,0.01,-0.03,0.03,0.99,
0.215,-0.05,0.02,0.01,-0.03,0.03,0.99,
0.215,-0.06,0.05,0.03,-0.03,0.03,0.99,
0.217,-0.06,0.05,0.03,-0.03,0.03,0.98,
0.22,-0.06,0.05,0.03,-0.03,0.03,0.99,
0.22,-0.07,0.05,0.06,-0.03,0.03,0.99,
0.222,-0.07,0.05,0.06,-0.04,0.04,0.99,
0.225,-0.07,0.05,0.06,-0.04,0.03,0.99,
0.225,-0.08,0.07,0.05,-0.04,0.03,0.99,
0.227,-0.08,0.07,0.05,-0.04,0.03,0.99,
0.23,-0.08,0.07,0.05,-0.03,0.03,0.99,
0.23,-0.10,0.08,0.08,-0.03,0.03,0.99,
0.232,-0.10,0.08,0.08,-0.04,0.03,0.99,
0.235,-0.10,0.08,0.08,-0.04,0.03,0.99,
0.235,-0.09,0.07,0.07,-0.04,0.03,0.99,
0.237,-0.09,0.07,0.07,-0.03,0.03,0.99,
0.239,-0.09,0.07,0.07,-0.03,0.03,0.98,
0.24,-0.11,0.07,0.08,-0.03,0.03,0.98,
0.242,-0.11,0.07,0.08,-0.03,0.03,0.98,
0.244,-0.11,0.07,0.08,-0.03,0.03,0.98,
0.245,-0.09,0.06,0.04,-0.03,0.03,0.98,
0.247,-0.09,0.06,0.04,-0.03,0.03,0.98,
0.249,-0.09,0.06,0.04,-0.03,0.03,0.98,
0.25,-0.06,0.04,0.03,-0.03,0.03,0.98,
0.252,-0.06,0.04,0.03,-0.03,0.03,0.98,
0.254,-0.06,0.04,0.03,-0.03,0.03,0.98,
0.254,-0.05,0.03,0.03,-0.03,0.03,0.98,
0.257,-0.05,0.03,0.03,-0.03,0.03,0.98,
0.259,-0.05,0.03,0.03,-0.03,0.03,0.98,
0.259,-0.02,0.01,0.02,-0.03,0.03,0.98,
0.261,-0.02,0.01,0.02,-0.02,0.02,0.98,
0.264,-0.02,0.01,0.02,-0.02,0.02,0.98,
0.264,-0.01,-0.01,0.01,-0.02,0.02,0.98,
0.267,-0.01,-0.01,0.01,-0.03,0.02,0.99,
0.269,-0.01,-0.01,0.01,-0.03,0.02,0.99,
0.269,-0.00,-0.06,0.03,-0.03,0.02,0.99,
0.271,-0.00,-0.06,0.03,-0.03,0.02,0.99,
0.274,-0.00,-0.06,0.03,-0.03,0.02,0.99,
0.274,-0.02,-0.07,0.04,-0.03,0.02,0.99,
0.276,-0.02,-0.07,0.04,-0.03,0.02,0.99,
0.281,-0.02,-0.07,0.04,-0.03,0.02,0.99,
0.281,-0.03,-0.09,0.06,-0.03,0.02,0.99,
0.281,-0.03,-0.09,0.06,-0.03,0.02,0.99,
0.284,-0.03,-0.09,0.06,-0.03,0.02,0.99,
0.284,-0.03,-0.10,0.09,-0.03,0.02,0.99,
0.286,-0.03,-0.10,0.09,-0.03,0.02,0.99,
0.289,-0.03,-0.10,0.09,-0.03,0.02,0.99,
0.289,-0.06,-0.10,0.10,-0.03,0.02,0.99,
0.291,-0.06,-0.10,0.10,-0.03,0.02,0.99,
0.294,-0.06,-0.10,0.10,-0.04,0.02,0.99,
0.294,-0.09,-0.09,0.09,-0.04,0.02,0.99,
0.296,-0.09,-0.09,0.09,-0.04,0.02,0.99,
0.298,-0.09,-0.09,0.09,-0.04,0.02,0.99,
0.299,-0.12,-0.09,0.07,-0.04,0.02,0.99,
0.301,-0.12,-0.09,0.07,-0.04,0.02,0.99,
0.303,-0.12,-0.09,0.07,-0.04,0.02,0.99,
0.303,-0.16,-0.07,0.07,-0.04,0.02,0.99,
0.306,-0.16,-0.07,0.07,-0.05,0.02,0.98,
0.308,-0.16,-0.07,0.07,-0.05,0.02,0.98,
0.308,-0.19,-0.05,0.06,-0.05,0.02,0.98,
0.311,-0.19,-0.05,0.06,-0.05,0.03,0.98,
0.313,-0.19,-0.05,0.06,-0.05,0.03,0.98,
0.313,-0.22,-0.04,0.02,-0.05,0.03,0.98,
0.315,-0.22,-0.04,0.02,-0.05,0.03,0.98,
0.318,-0.22,-0.04,0.02,-0.05,0.03,0.98,
0.318,-0.23,-0.01,0.02,-0.05,0.03,0.98,
0.32,-0.23,-0.01,0.02,-0.05,0.03,0.98,
