
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.08,0.00,0.11,-0.01,0.12,0.97,
0.003,0.08,0.00,0.11,-0.01,0.12,0.97,
0.003,0.07,0.01,0.01,-0.01,0.12,0.97,
0.003,0.07,0.01,0.01,-0.01,0.12,0.97,
0.005,0.07,0.01,0.01,-0.01,0.12,0.97,
0.006,0.07,-0.00,-0.04,-0.01,0.12,0.97,
0.008,0.07,-0.00,-0.04,-0.01,0.13,0.97,
0.01,0.05,-0.01,-0.06,-0.01,0.13,0.97,
0.01,0.05,-0.01,-0.06,-0.01,0.13,0.97,
0.013,0.05,-0.01,-0.06,-0.02,0.13,0.97,
0.015,0.05,-0.01,-0.06,-0.02,0.13,0.97,
0.015,0.04,0.03,-0.07,-0.02,0.13,0.97,
0.018,0.04,0.03,-0.07,-0.02,0.13,0.97,
0.02,0.04,0.03,-0.07,-0.02,0.13,0.97,
0.02,0.02,0.04,-0.04,-0.02,0.13,0.97,
0.023,0.02,0.04,-0.04,-0.02,0.12,0.98,
0.025,0.02,0.04,-0.04,-0.02,0.12,0.98,
0.025,0.01,0.04,-0.01,-0.02,0.12,0.98,
0.027,0.01,0.04,-0.01,-0.02,0.12,0.98,
0.03,0.01,0.04,-0.01,-0.02,0.12,0.99,
0.031,0.01,0.01,0.05,-0.02,0.12,0.99,
0.033,0.01,0.01,0.05,-0.03,0.12,0.99,
0.035,0.01,0.01,0.05,-0.03,0.12,1.00,
0.035,-0.01,-0.01,0.12,-0.03,0.12,1.00,
0.037,-0.01,-0.01,0.12,-0.03,0.12,1.00,
0.04,-0.01,-0.01,0.12,-0.04,0.12,1.00,
0.04,-0.09,0.01,0.19,-0.04,0.12,1.00,
0.042,-0.09,0.01,0.19,-0.04,0.12,1.00,
0.045,-0.09,0.01,0.19,-0.03,0.12,1.00,
0.045,-0.16,0.01,0.23,-0.03,0.12,1.00,
0.047,-0.16,0.01,0.23,-0.03,0.12,1.00,
0.05,-0.16,0.01,0.23,-0.03,0.12,1.00,
0.05,-0.16,-0.01,0.26,-0.03,0.12,1.00,
0.052,-0.16,-0.01,0.26,-0.03,0.12,1.00,
0.054,-0.16,-0.01,0.26,-0.03,0.12,1.00,
0.054,-0.10,-0.04,0.26,-0.03,0.12,1.00,
0.057,-0.10,-0.04,0.26,-0.03,0.12,1.00,
0.059,-0.10,-0.04,0.26,-0.03,0.12,0.99,
0.059,-0.09,-0.03,0.25,-0.03,0.12,0.99,
0.063,-0.09,-0.03,0.25,-0.03,0.12,0.99,
0.064,-0.09,-0.03,0.25,-0.03,0.12,0.99,
0.065,-0.11,-0.03,0.20,-0.03,0.12,0.99,
0.067,-0.11,-0.03,0.20,-0.03,0.12,0.99,
0.069,-0.11,-0.03,0.20,-0.03,0.12,0.98,
0.069,-0.10,-0.01,0.16,-0.03,0.12,0.98,
0.072,-0.10,-0.01,0.16,-0.03,0.12,0.98,
0.074,-0.10,-0.01,0.16,-0.03,0.13,0.98,
0.074,-0.08,0.00,0.10,-0.03,0.13,0.98,
0.076,-0.08,0.00,0.10,-0.02,0.13,0.97,
0.079,-0.08,0.00,0.10,-0.02,0.13,0.97,
0.08,-0.07,0.02,0.02,-0.02,0.13,0.97,
0.082,-0.07,0.02,0.02,-0.02,0.13,0.97,
0.084,-0.07,0.02,0.02,-0.02,0.13,0.97,
0.084,-0.03,0.04,-0.03,-0.02,0.13,0.97,
