
time,ax,ay,az,gFx,gFy,gFz,
0.002,0.14,0.04,0.08,0.00,0.13,0.98,
0.002,0.12,0.05,0.05,0.00,0.13,0.98,
0.002,0.12,0.05,0.05,0.00,0.13,0.98,
0.002,0.12,0.05,0.05,-0.00,0.13,0.98,
0.003,0.12,0.08,0.03,-0.00,0.13,0.98,
0.005,0.12,0.08,0.03,-0.00,0.13,0.98,
0.007,0.12,0.08,0.03,-0.00,0.14,0.98,
0.007,0.10,0.09,0.01,-0.00,0.14,0.98,
0.01,0.10,0.09,0.01,-0.00,0.13,0.98,
0.013,0.10,0.09,0.01,-0.01,0.13,0.98,
0.014,0.08,0.12,0.03,-0.01,0.13,0.98,
0.015,0.08,0.12,0.03,-0.01,0.13,0.98,
0.018,0.08,0.12,0.03,-0.00,0.13,0.98,
0.018,0.06,0.10,0.03,-0.00,0.13,0.98,
0.02,0.06,0.10,0.03,-0.00,0.13,0.98,
0.022,0.06,0.10,0.03,-0.01,0.14,0.98,
0.022,0.06,0.10,0.01,-0.01,0.14,0.98,
0.024,0.06,0.10,0.01,-0.01,0.13,0.98,
0.027,0.06,0.10,0.01,-0.01,0.13,0.98,
0.027,0.06,0.12,0.03,-0.01,0.13,0.98,
0.03,0.06,0.12,0.03,-0.01,0.13,0.98,
0.032,0.06,0.12,0.03,-0.01,0.13,0.98,
0.032,0.01,0.12,0.03,-0.01,0.13,0.98,
0.034,0.01,0.12,0.03,-0.01,0.13,0.98,
0.037,0.01,0.12,0.03,-0.01,0.13,0.98,
0.037,0.01,0.10,0.03,-0.01,0.13,0.98,
0.039,0.01,0.10,0.03,-0.01,0.13,0.98,
0.042,0.01,0.10,0.03,-0.02,0.13,0.98,
0.042,-0.00,0.10,0.04,-0.02,0.13,0.98,
0.044,-0.00,0.10,0.04,-0.02,0.13,0.98,
0.047,-0.00,0.10,0.04,-0.01,0.13,0.97,
0.047,-0.04,0.08,0.03,-0.01,0.13,0.97,
0.049,-0.04,0.08,0.03,-0.01,0.13,0.97,
0.052,-0.04,0.08,0.03,-0.02,0.13,0.97,
0.052,-0.02,0.07,-0.00,-0.02,0.13,0.97,
0.054,-0.02,0.07,-0.00,-0.01,0.13,0.97,
0.056,-0.02,0.07,-0.00,-0.01,0.13,0.97,
