
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.09,-0.06,0.02,-0.06,0.14,0.96,
0.003,-0.07,-0.04,-0.03,-0.06,0.14,0.96,
0.003,-0.07,-0.04,-0.03,-0.06,0.14,0.96,
0.003,-0.07,-0.04,-0.03,-0.05,0.14,0.96,
0.003,-0.06,-0.03,-0.09,-0.05,0.14,0.96,
0.004,-0.06,-0.03,-0.09,-0.05,0.15,0.95,
0.006,-0.06,-0.03,-0.09,-0.05,0.15,0.96,
0.006,-0.03,-0.03,-0.12,-0.05,0.15,0.96,
0.009,-0.03,-0.03,-0.12,-0.05,0.15,0.96,
0.011,-0.03,-0.03,-0.12,-0.05,0.15,0.96,
0.011,0.00,0.01,-0.14,-0.05,0.15,0.96,
0.014,0.00,0.01,-0.14,-0.05,0.15,0.96,
0.016,0.00,0.01,-0.14,-0.05,0.15,0.96,
0.016,0.01,0.02,-0.11,-0.05,0.15,0.96,
0.018,0.01,0.02,-0.11,-0.04,0.15,0.96,
0.021,0.01,0.02,-0.11,-0.04,0.15,0.96,
0.021,0.04,0.01,-0.09,-0.04,0.15,0.96,
0.023,0.04,0.01,-0.09,-0.04,0.15,0.96,
0.026,0.04,0.01,-0.09,-0.05,0.15,0.97,
0.026,0.06,0.00,-0.07,-0.05,0.15,0.97,
0.028,0.06,0.00,-0.07,-0.05,0.15,0.97,
0.031,0.06,0.00,-0.07,-0.05,0.14,0.97,
0.032,0.03,-0.00,-0.04,-0.05,0.14,0.97,
0.033,0.03,-0.00,-0.04,-0.05,0.14,0.97,
0.036,0.03,-0.00,-0.04,-0.05,0.14,0.97,
0.036,0.01,-0.02,-0.02,-0.05,0.14,0.97,
0.038,0.01,-0.02,-0.02,-0.05,0.14,0.97,
0.04,0.01,-0.02,-0.02,-0.05,0.14,0.97,
0.041,0.00,-0.04,0.01,-0.05,0.14,0.97,
0.043,0.00,-0.04,0.01,-0.05,0.14,0.98,
0.053,0.00,-0.04,0.01,-0.05,0.14,0.98,
0.053,0.01,-0.08,0.04,-0.05,0.14,0.98,
0.053,0.01,-0.08,0.04,-0.05,0.14,0.98,
0.053,0.01,-0.08,0.04,-0.06,0.14,0.98,
0.054,-0.01,-0.08,0.07,-0.06,0.14,0.98,
0.054,-0.01,-0.08,0.07,-0.06,0.14,0.98,
0.055,-0.01,-0.08,0.07,-0.06,0.14,0.98,
0.055,-0.03,-0.07,0.10,-0.06,0.14,0.98,
0.057,-0.03,-0.07,0.10,-0.06,0.14,0.98,
0.06,-0.03,-0.07,0.10,-0.06,0.14,0.98,
0.06,-0.05,-0.06,0.11,-0.06,0.14,0.98,
0.062,-0.05,-0.06,0.11,-0.06,0.14,0.98,
0.065,-0.05,-0.06,0.11,-0.06,0.14,0.98,
0.065,-0.07,-0.02,0.10,-0.06,0.14,0.98,
0.067,-0.07,-0.02,0.10,-0.06,0.14,0.98,
0.07,-0.07,-0.02,0.10,-0.06,0.14,0.98,
0.07,-0.07,-0.02,0.10,-0.06,0.14,0.98,
0.072,-0.07,-0.02,0.10,-0.06,0.14,0.98,
0.075,-0.07,-0.02,0.10,-0.06,0.14,0.98,
0.075,-0.05,-0.07,0.10,-0.06,0.14,0.98,
0.077,-0.05,-0.07,0.10,-0.06,0.14,0.98,
0.08,-0.05,-0.07,0.10,-0.06,0.14,0.98,
0.08,-0.08,-0.06,0.09,-0.06,0.14,0.98,
0.082,-0.08,-0.06,0.09,-0.06,0.14,0.98,
0.085,-0.08,-0.06,0.09,-0.06,0.14,0.98,
0.086,-0.08,-0.04,0.10,-0.06,0.14,0.98,
0.087,-0.08,-0.04,0.10,-0.06,0.14,0.98,
0.089,-0.08,-0.04,0.10,-0.06,0.14,0.98,
0.089,-0.05,-0.02,0.07,-0.06,0.14,0.98,
0.092,-0.05,-0.02,0.07,-0.06,0.14,0.97,
0.094,-0.05,-0.02,0.07,-0.06,0.14,0.97,
0.095,-0.05,-0.02,0.05,-0.06,0.14,0.97,
0.097,-0.05,-0.02,0.05,-0.06,0.14,0.97,
0.099,-0.05,-0.02,0.05,-0.06,0.14,0.97,
0.099,-0.04,-0.03,0.03,-0.06,0.14,0.97,
0.102,-0.04,-0.03,0.03,-0.06,0.14,0.97,
0.104,-0.04,-0.03,0.03,-0.06,0.14,0.97,
0.104,-0.03,-0.04,0.00,-0.06,0.14,0.97,
0.106,-0.03,-0.04,0.00,-0.05,0.14,0.97,
0.109,-0.03,-0.04,0.00,-0.06,0.14,0.96,
0.109,-0.02,-0.04,-0.02,-0.06,0.14,0.96,
0.112,-0.02,-0.04,-0.02,-0.06,0.14,0.96,
0.114,-0.02,-0.04,-0.02,-0.06,0.14,0.96,
0.114,-0.02,-0.05,-0.06,-0.06,0.14,0.96,
0.116,-0.02,-0.05,-0.06,-0.06,0.14,0.96,
0.119,-0.02,-0.05,-0.06,-0.06,0.14,0.96,
0.119,-0.05,-0.07,-0.09,-0.06,0.14,0.96,
