
time,gFx,gFy,gFz,ax,ay,az,
0.002,-0.17,0.20,0.91,0.06,0.13,-1.12,
0.003,-0.17,0.20,0.91,-0.00,0.14,-0.99,
0.003,-0.15,0.21,0.92,-0.00,0.14,-0.99,
0.004,-0.13,0.22,0.93,-0.00,0.14,-0.99,
0.004,-0.13,0.22,0.93,-0.32,0.25,-0.86,
0.006,-0.12,0.22,0.95,-0.32,0.25,-0.86,
0.009,-0.11,0.21,0.97,-0.32,0.25,-0.86,
0.009,-0.11,0.21,0.97,-0.03,0.48,-0.64,
0.012,-0.10,0.21,0.99,-0.03,0.48,-0.64,
0.014,-0.10,0.21,0.99,0.20,0.49,-0.27,
0.014,-0.11,0.20,1.01,0.20,0.49,-0.27,
0.016,-0.11,0.19,1.02,0.20,0.49,-0.27,
0.019,-0.11,0.19,1.02,0.26,0.43,0.04,
0.019,-0.11,0.19,1.03,0.26,0.43,0.04,
0.021,-0.11,0.19,1.04,0.26,0.43,0.04,
0.024,-0.11,0.19,1.04,0.26,0.43,0.04,
0.024,-0.11,0.19,1.04,0.18,0.32,0.28,
0.026,-0.12,0.19,1.05,0.18,0.32,0.28,
0.03,-0.12,0.19,1.06,0.18,0.32,0.28,
0.031,-0.12,0.19,1.06,0.15,0.35,0.45,
0.031,-0.11,0.19,1.07,0.15,0.35,0.45,
0.034,-0.11,0.19,1.06,0.15,0.35,0.45,
0.034,-0.11,0.19,1.06,0.08,0.41,0.57,
0.037,-0.12,0.19,1.07,0.08,0.41,0.57,
0.039,-0.12,0.19,1.07,0.13,0.37,0.67,
0.039,-0.16,0.19,1.09,0.13,0.37,0.67,
0.041,-0.18,0.18,1.09,0.13,0.37,0.67,
0.046,-0.19,0.17,1.10,0.13,0.37,0.67,
0.046,-0.19,0.17,1.10,-0.18,0.39,0.81,
0.046,-0.20,0.17,1.10,-0.18,0.39,0.81,
0.048,-0.19,0.16,1.10,-0.18,0.39,0.81,
0.049,-0.19,0.16,1.10,-0.58,0.34,0.94,
0.051,-0.19,0.15,1.11,-0.58,0.34,0.94,
0.054,-0.18,0.15,1.11,-0.58,0.34,0.94,
0.054,-0.18,0.15,1.11,-0.71,0.20,1.02,
0.056,-0.18,0.14,1.11,-0.71,0.20,1.02,
0.059,-0.17,0.14,1.11,-0.71,0.20,1.02,
0.059,-0.17,0.14,1.11,-0.60,0.10,1.03,
0.061,-0.16,0.14,1.11,-0.60,0.10,1.03,
0.063,-0.16,0.14,1.11,-0.48,0.01,1.06,
0.064,-0.15,0.13,1.11,-0.48,0.01,1.06,
0.066,-0.14,0.13,1.12,-0.48,0.01,1.06,
0.068,-0.13,0.13,1.13,-0.48,0.01,1.06,
0.068,-0.13,0.13,1.13,-0.35,-0.02,1.08,
0.071,-0.12,0.12,1.14,-0.35,-0.02,1.08,
0.074,-0.11,0.13,1.16,-0.35,-0.02,1.08,
0.074,-0.11,0.13,1.16,-0.12,-0.11,1.20,
0.076,-0.11,0.13,1.16,-0.12,-0.11,1.20,
0.082,-0.10,0.14,1.16,-0.12,-0.11,1.20,
0.082,-0.10,0.14,1.16,0.05,-0.13,1.42,
0.083,-0.10,0.14,1.16,0.05,-0.13,1.42,
0.083,-0.10,0.14,1.16,0.05,-0.13,1.42,
0.083,-0.10,0.14,1.16,0.18,-0.06,1.49,
0.085,-0.10,0.14,1.15,0.18,-0.06,1.49,
0.088,-0.10,0.14,1.15,0.23,0.01,1.53,
0.088,-0.10,0.15,1.15,0.23,0.01,1.53,
0.091,-0.11,0.15,1.13,0.23,0.01,1.53,
0.094,-0.11,0.14,1.12,0.23,0.01,1.53,
0.094,-0.11,0.14,1.12,0.24,0.03,1.41,
0.096,-0.12,0.15,1.11,0.24,0.03,1.41,
0.098,-0.12,0.16,1.09,0.24,0.03,1.41,
0.098,-0.12,0.16,1.09,0.11,0.03,1.17,
0.101,-0.12,0.16,1.07,0.11,0.03,1.17,
0.103,-0.13,0.16,1.05,0.11,0.03,1.17,
0.104,-0.13,0.16,1.05,0.01,0.11,0.88,
0.106,-0.12,0.17,1.04,0.01,0.11,0.88,
0.108,-0.13,0.17,1.02,0.01,0.11,0.88,
0.109,-0.13,0.17,1.02,-0.07,0.15,0.50,
0.112,-0.13,0.17,1.00,-0.07,0.15,0.50,
0.113,-0.13,0.17,1.00,-0.11,0.21,0.19,
0.113,-0.13,0.17,0.99,-0.11,0.21,0.19,
0.115,-0.13,0.17,0.98,-0.11,0.21,0.19,
0.118,-0.13,0.17,0.96,-0.11,0.21,0.19,
0.118,-0.13,0.17,0.96,-0.16,0.18,-0.12,
0.12,-0.13,0.17,0.94,-0.16,0.18,-0.12,
0.122,-0.13,0.17,0.93,-0.16,0.18,-0.12,
0.123,-0.13,0.17,0.93,-0.21,0.17,-0.40,
0.127,-0.14,0.16,0.91,-0.21,0.17,-0.40,
0.129,-0.14,0.17,0.90,-0.21,0.17,-0.40,
0.129,-0.14,0.17,0.90,-0.25,0.16,-0.75,
0.131,-0.13,0.16,0.90,-0.25,0.16,-0.75,
0.133,-0.13,0.15,0.89,-0.25,0.16,-0.75,
0.133,-0.13,0.15,0.89,-0.32,0.12,-0.97,
0.136,-0.12,0.14,0.88,-0.32,0.12,-0.97,
0.138,-0.12,0.14,0.88,-0.29,-0.01,-1.12,
0.138,-0.12,0.14,0.87,-0.29,-0.01,-1.12,
0.14,-0.11,0.13,0.86,-0.29,-0.01,-1.12,
0.142,-0.11,0.13,0.86,-0.29,-0.01,-1.12,
0.143,-0.11,0.13,0.86,-0.23,-0.13,-1.30,
0.146,-0.11,0.12,0.85,-0.23,-0.13,-1.30,
0.147,-0.10,0.11,0.85,-0.23,-0.13,-1.30,
0.147,-0.10,0.11,0.85,-0.16,-0.26,-1.44,
0.15,-0.09,0.10,0.85,-0.16,-0.26,-1.44,
0.152,-0.08,0.09,0.85,-0.16,-0.26,-1.44,
0.152,-0.08,0.09,0.85,-0.13,-0.41,-1.52,
0.154,-0.08,0.08,0.85,-0.13,-0.41,-1.52,
0.157,-0.06,0.08,0.86,-0.13,-0.41,-1.52,
0.158,-0.06,0.08,0.86,0.01,-0.62,-1.55,
0.16,-0.05,0.07,0.86,0.01,-0.62,-1.55,
0.163,-0.05,0.07,0.86,0.16,-0.77,-1.44,
0.166,-0.04,0.07,0.86,0.16,-0.77,-1.44,
0.166,-0.02,0.08,0.87,0.16,-0.77,-1.44,
0.167,-0.02,0.09,0.87,0.16,-0.77,-1.44,
0.167,-0.02,0.09,0.87,0.38,-0.84,-1.40,
0.17,-0.01,0.08,0.87,0.38,-0.84,-1.40,
0.172,-0.00,0.08,0.88,0.38,-0.84,-1.40,
0.172,-0.00,0.08,0.88,0.61,-0.75,-1.32,
0.174,0.01,0.08,0.87,0.61,-0.75,-1.32,
0.183,0.01,0.08,0.88,0.61,-0.75,-1.32,
0.183,0.01,0.08,0.88,0.74,-0.75,-1.22,
0.183,0.02,0.07,0.88,0.74,-0.75,-1.22,
0.184,0.04,0.06,0.89,0.74,-0.75,-1.22,
0.184,0.04,0.06,0.89,0.89,-0.75,-1.24,
0.184,0.06,0.05,0.90,0.89,-0.75,-1.24,
0.187,0.06,0.05,0.90,1.09,-0.91,-1.10,
0.187,0.07,0.05,0.91,1.09,-0.91,-1.10,
0.189,0.09,0.04,0.91,1.09,-0.91,-1.10,
0.193,0.10,0.04,0.92,1.09,-0.91,-1.10,
0.193,0.10,0.04,0.92,1.38,-1.04,-0.94,
0.196,0.12,0.04,0.93,1.38,-1.04,-0.94,
0.197,0.13,0.04,0.93,1.38,-1.04,-0.94,
0.197,0.13,0.04,0.93,1.69,-1.13,-0.81,
0.199,0.14,0.04,0.93,1.69,-1.13,-0.81,
0.202,0.15,0.03,0.93,1.69,-1.13,-0.81,
0.202,0.15,0.03,0.93,1.92,-1.15,-0.69,
0.204,0.15,0.02,0.93,1.92,-1.15,-0.69,
0.207,0.16,0.02,0.92,1.92,-1.15,-0.69,
0.207,0.16,0.02,0.92,2.08,-1.20,-0.68,
0.209,0.17,0.02,0.92,2.08,-1.20,-0.68,
0.214,0.17,0.02,0.92,2.19,-1.31,-0.71,
0.214,0.17,0.02,0.92,2.19,-1.31,-0.71,
0.215,0.17,0.02,0.91,2.19,-1.31,-0.71,
0.217,0.16,0.02,0.89,2.19,-1.31,-0.71,
0.217,0.16,0.02,0.89,2.26,-1.35,-0.71,
0.219,0.16,0.02,0.87,2.26,-1.35,-0.71,
0.221,0.15,0.02,0.85,2.26,-1.35,-0.71,
0.222,0.15,0.02,0.85,2.24,-1.37,-0.95,
0.224,0.15,0.02,0.82,2.24,-1.37,-0.95,
0.226,0.14,0.03,0.80,2.24,-1.37,-0.95,
0.227,0.14,0.03,0.80,2.13,-1.38,-1.31,
0.229,0.14,0.03,0.78,2.13,-1.38,-1.31,
0.232,0.14,0.04,0.75,2.13,-1.38,-1.31,
0.232,0.14,0.04,0.75,2.01,-1.37,-1.77,
0.234,0.14,0.05,0.72,2.01,-1.37,-1.77,
0.236,0.14,0.05,0.72,1.95,-1.27,-2.25,
0.236,0.14,0.05,0.70,1.95,-1.27,-2.25,
0.239,0.15,0.05,0.68,1.95,-1.27,-2.25,
0.241,0.15,0.05,0.66,1.95,-1.27,-2.25,
0.241,0.15,0.05,0.66,1.96,-1.22,-2.72,
0.243,0.16,0.05,0.64,1.96,-1.22,-2.72,
0.247,0.17,0.05,0.62,1.96,-1.22,-2.72,
0.247,0.17,0.05,0.62,2.07,-1.20,-3.09,
0.248,0.17,0.05,0.61,2.07,-1.20,-3.09,
0.251,0.17,0.05,0.59,2.07,-1.20,-3.09,
0.251,0.17,0.05,0.59,2.19,-1.28,-3.46,
0.253,0.18,0.04,0.58,2.19,-1.28,-3.46,
0.256,0.18,0.04,0.57,2.19,-1.28,-3.46,
0.256,0.18,0.04,0.57,2.23,-1.30,-3.74,
0.258,0.18,0.04,0.56,2.23,-1.30,-3.74,
0.267,0.18,0.04,0.56,2.33,-1.37,-3.96,
0.267,0.19,0.03,0.55,2.33,-1.37,-3.96,
0.268,0.19,0.02,0.54,2.33,-1.37,-3.96,
0.268,0.20,0.02,0.54,2.33,-1.37,-3.96,
0.269,0.20,0.02,0.54,2.37,-1.49,-4.08,
0.269,0.21,0.01,0.55,2.37,-1.49,-4.08,
0.271,0.23,0.00,0.55,2.37,-1.49,-4.08,
0.272,0.23,0.00,0.55,2.48,-1.65,-4.20,
0.273,0.22,0.00,0.55,2.48,-1.65,-4.20,
0.276,0.23,0.01,0.55,2.48,-1.65,-4.20,
0.276,0.23,0.01,0.55,2.69,-1.81,-4.09,
0.279,0.24,0.01,0.56,2.69,-1.81,-4.09,
0.281,0.24,0.01,0.57,2.69,-1.81,-4.09,
0.281,0.24,0.01,0.57,2.78,-1.83,-4.05,
0.283,0.24,0.01,0.57,2.78,-1.83,-4.05,
