
time,gFx,gFy,gFz,ax,ay,az,
0.005,-0.01,0.06,1.00,0.23,0.52,-0.01,
0.005,-0.02,0.05,1.01,0.23,0.52,-0.01,
0.005,-0.02,0.05,1.01,0.09,0.36,0.04,
0.005,-0.02,0.05,1.01,0.09,0.36,0.04,
0.006,-0.02,0.05,1.01,0.09,0.36,0.04,
0.006,-0.02,0.05,1.01,-0.04,0.26,0.09,
0.007,-0.02,0.04,1.02,-0.04,0.26,0.09,
0.011,-0.02,0.04,1.02,-0.09,0.19,0.17,
0.011,-0.03,0.03,1.02,-0.09,0.19,0.17,
0.013,-0.03,0.03,1.03,-0.09,0.19,0.17,
0.015,-0.02,0.03,1.02,-0.09,0.19,0.17,
0.015,-0.02,0.03,1.02,-0.16,0.07,0.28,
0.017,-0.02,0.03,1.02,-0.16,0.07,0.28,
0.02,-0.03,0.03,1.02,-0.16,0.07,0.28,
0.02,-0.03,0.03,1.02,-0.16,0.04,0.29,
0.022,-0.02,0.03,1.02,-0.16,0.04,0.29,
0.03,-0.02,0.03,1.02,-0.16,0.04,0.29,
0.031,-0.02,0.03,1.02,-0.14,0.02,0.25,
0.031,-0.01,0.03,1.02,-0.14,0.02,0.25,
0.031,-0.01,0.03,1.01,-0.14,0.02,0.25,
0.031,-0.01,0.03,1.01,-0.10,-0.02,0.24,
0.032,-0.01,0.03,1.02,-0.10,-0.02,0.24,
0.034,-0.01,0.03,1.02,-0.02,0.00,0.20,
0.035,-0.01,0.03,1.01,-0.02,0.00,0.20,
0.037,-0.00,0.04,1.01,-0.02,0.00,0.20,
0.04,-0.00,0.03,1.01,-0.02,0.00,0.20,
0.04,-0.00,0.03,1.01,0.01,-0.03,0.19,
0.043,-0.00,0.03,1.01,0.01,-0.03,0.19,
0.044,0.00,0.03,1.01,0.01,-0.03,0.19,
0.044,0.00,0.03,1.01,0.07,0.04,0.17,
0.047,0.01,0.03,1.00,0.07,0.04,0.17,
0.05,0.00,0.03,1.01,0.07,0.04,0.17,
0.05,0.00,0.03,1.01,0.09,-0.01,0.16,
0.052,0.01,0.03,1.01,0.09,-0.01,0.16,
0.055,0.01,0.03,1.01,0.09,-0.01,0.16,
0.055,0.01,0.03,1.01,0.13,0.00,0.10,
0.057,0.01,0.03,1.01,0.13,0.00,0.10,
0.06,0.01,0.03,1.01,0.13,0.00,0.10,
0.06,0.01,0.03,1.01,0.16,-0.00,0.16,
