
time,gFx,gFy,gFz,ax,ay,az,
0.007,-0.02,0.01,0.97,-0.19,-0.10,-0.26,
0.007,-0.02,0.01,0.98,-0.19,-0.10,-0.26,
0.008,-0.02,0.01,0.98,-0.17,-0.06,-0.25,
0.008,-0.02,0.02,0.98,-0.17,-0.06,-0.25,
0.008,-0.02,0.02,0.99,-0.17,-0.06,-0.25,
0.008,-0.02,0.02,0.99,-0.15,-0.01,-0.19,
0.008,-0.02,0.02,0.99,-0.15,-0.01,-0.19,
0.009,-0.02,0.02,0.99,-0.13,0.08,-0.07,
0.009,-0.02,0.02,1.00,-0.13,0.08,-0.07,
0.009,-0.01,0.03,1.01,-0.13,0.08,-0.07,
0.016,-0.01,0.03,1.02,-0.13,0.08,-0.07,
0.017,-0.01,0.03,1.02,-0.10,0.10,0.05,
0.017,-0.01,0.03,1.02,-0.10,0.10,0.05,
0.017,-0.01,0.03,1.03,-0.10,0.10,0.05,
0.017,-0.01,0.03,1.03,-0.03,0.19,0.19,
0.03,-0.01,0.03,1.04,-0.03,0.19,0.19,
0.03,-0.00,0.03,1.05,-0.03,0.19,0.19,
0.03,-0.00,0.03,1.05,0.00,0.21,0.32,
0.03,0.00,0.03,1.05,0.00,0.21,0.32,
0.03,0.00,0.03,1.05,0.00,0.21,0.32,
0.03,0.00,0.03,1.05,0.05,0.20,0.51,
0.031,0.00,0.03,1.06,0.05,0.20,0.51,
0.031,0.00,0.03,1.06,0.05,0.20,0.51,
0.031,0.00,0.03,1.06,0.12,0.16,0.56,
0.033,0.01,0.02,1.07,0.12,0.16,0.56,
0.043,0.01,0.03,1.07,0.12,0.16,0.56,
0.043,0.01,0.03,1.07,0.13,0.15,0.65,
0.044,0.01,0.03,1.07,0.13,0.15,0.65,
0.044,0.01,0.02,1.06,0.13,0.15,0.65,
0.044,0.01,0.02,1.06,0.16,0.14,0.71,
0.044,0.01,0.02,1.07,0.16,0.14,0.71,
0.046,0.01,0.02,1.07,0.18,0.14,0.68,
0.046,0.01,0.03,1.06,0.18,0.14,0.68,
0.048,0.01,0.03,1.06,0.18,0.14,0.68,
0.058,0.01,0.02,1.06,0.18,0.14,0.68,
0.059,0.01,0.02,1.06,0.20,0.14,0.66,
0.059,0.01,0.02,1.05,0.20,0.14,0.66,
0.059,0.01,0.02,1.05,0.19,0.14,0.58,
0.06,0.01,0.02,1.05,0.19,0.14,0.58,
0.06,0.00,0.02,1.04,0.19,0.14,0.58,
0.061,0.00,0.02,1.03,0.19,0.14,0.58,
0.061,0.00,0.02,1.03,0.15,0.08,0.49,
0.063,0.00,0.02,1.02,0.15,0.08,0.49,
0.066,-0.00,0.02,1.02,0.15,0.08,0.49,
0.066,-0.00,0.02,1.02,0.10,0.06,0.36,
0.074,-0.00,0.01,1.01,0.10,0.06,0.36,
0.075,-0.01,0.01,1.00,0.10,0.06,0.36,
0.075,-0.01,0.01,1.00,0.06,0.04,0.17,
0.075,-0.01,0.02,0.99,0.06,0.04,0.17,
0.075,-0.01,0.02,0.99,0.06,0.04,0.17,
0.075,-0.01,0.02,0.99,-0.00,-0.01,0.06,
0.078,-0.02,0.02,0.99,-0.00,-0.01,0.06,
0.081,-0.02,0.02,0.99,-0.06,0.01,-0.07,
0.081,-0.02,0.02,0.99,-0.06,0.01,-0.07,
0.083,-0.02,0.01,0.99,-0.06,0.01,-0.07,
0.091,-0.02,0.01,0.98,-0.06,0.01,-0.07,
0.092,-0.02,0.01,0.98,-0.10,0.02,-0.12,
0.092,-0.02,0.01,0.98,-0.10,0.02,-0.12,
0.092,-0.02,0.01,0.98,-0.10,0.02,-0.12,
0.093,-0.02,0.01,0.98,-0.12,-0.02,-0.15,
0.093,-0.03,0.01,0.98,-0.12,-0.02,-0.15,
0.096,-0.02,0.01,0.98,-0.12,-0.02,-0.15,
0.096,-0.02,0.01,0.98,-0.14,-0.03,-0.18,
0.097,-0.02,0.01,0.99,-0.14,-0.03,-0.18,
0.101,-0.01,0.01,0.99,-0.14,-0.03,-0.18,
0.101,-0.01,0.01,0.99,-0.14,-0.09,-0.16,
0.108,-0.01,0.01,0.99,-0.14,-0.09,-0.16,
0.108,-0.01,0.01,0.99,-0.07,-0.09,-0.12,
0.109,-0.01,0.01,0.99,-0.07,-0.09,-0.12,
0.109,-0.01,0.01,0.99,-0.07,-0.09,-0.12,
0.111,-0.01,0.01,1.00,-0.07,-0.09,-0.12,
0.111,-0.01,0.01,1.00,-0.06,-0.07,-0.06,
0.113,-0.00,0.02,1.00,-0.06,-0.07,-0.06,
0.115,-0.00,0.02,1.00,-0.06,-0.07,-0.06,
0.116,-0.00,0.02,1.00,0.00,-0.03,-0.02,
0.117,0.00,0.02,1.00,0.00,-0.03,-0.02,
0.128,0.00,0.02,1.01,0.00,-0.03,-0.02,
0.128,0.00,0.02,1.01,0.05,0.00,0.04,
0.129,0.00,0.02,1.01,0.05,0.00,0.04,
0.129,0.00,0.02,1.00,0.05,0.00,0.04,
0.129,0.00,0.02,1.00,0.09,0.05,0.07,
0.129,0.01,0.03,1.01,0.09,0.05,0.07,
0.129,0.01,0.03,1.01,0.09,0.05,0.07,
0.13,0.01,0.03,1.01,0.12,0.05,0.07,
0.133,0.01,0.02,1.00,0.12,0.05,0.07,
0.141,0.02,0.03,1.01,0.12,0.05,0.07,
0.142,0.02,0.03,1.01,0.18,0.11,0.08,
0.142,0.02,0.02,1.00,0.18,0.11,0.08,
0.142,0.02,0.03,1.00,0.18,0.11,0.08,
0.143,0.02,0.03,1.00,0.24,0.08,0.06,
0.143,0.02,0.03,1.00,0.24,0.08,0.06,
0.145,0.02,0.03,0.99,0.24,0.08,0.06,
0.145,0.02,0.03,0.99,0.25,0.07,0.03,
0.147,0.02,0.02,1.00,0.25,0.07,0.03,
0.149,0.02,0.02,1.00,0.25,0.07,0.03,
0.15,0.02,0.02,1.00,0.29,0.07,-0.03,
0.159,0.02,0.02,1.00,0.29,0.07,-0.03,
0.16,0.02,0.02,1.00,0.28,0.01,0.01,
0.16,0.02,0.02,0.99,0.28,0.01,0.01,
0.16,0.02,0.02,0.99,0.28,0.01,0.01,
0.162,0.03,0.02,0.99,0.28,0.01,0.01,
0.162,0.03,0.02,0.99,0.28,-0.00,-0.04,
0.162,0.02,0.02,1.00,0.28,-0.00,-0.04,
0.164,0.02,0.02,0.99,0.28,-0.00,-0.04,
0.165,0.02,0.02,0.99,0.31,0.03,-0.08,
0.167,0.02,0.03,0.99,0.31,0.03,-0.08,
0.174,0.02,0.02,1.00,0.31,0.03,-0.08,
0.175,0.02,0.02,1.00,0.27,-0.00,-0.06,
0.176,0.01,0.02,0.99,0.27,-0.00,-0.06,
0.176,0.02,0.03,0.99,0.27,-0.00,-0.06,
0.176,0.02,0.03,0.99,0.25,0.05,-0.01,
0.177,0.01,0.02,1.00,0.25,0.05,-0.01,
0.18,0.01,0.02,1.00,0.22,0.05,-0.04,
0.18,0.01,0.02,1.00,0.22,0.05,-0.04,
0.182,0.00,0.02,1.00,0.22,0.05,-0.04,
0.184,-0.00,0.03,1.00,0.22,0.05,-0.04,
0.185,-0.00,0.03,1.00,0.16,0.02,0.02,
0.191,0.00,0.02,1.00,0.16,0.02,0.02,
0.192,-0.00,0.02,1.00,0.16,0.02,0.02,
