
time,gFx,gFy,gFz,ax,ay,az,
0.009,-0.02,0.12,0.96,-0.26,-0.13,0.07,
0.01,-0.02,0.12,0.96,-0.19,-0.12,-0.11,
0.01,-0.03,0.12,0.97,-0.19,-0.12,-0.11,
0.01,-0.03,0.12,0.96,-0.19,-0.12,-0.11,
0.01,-0.03,0.12,0.96,-0.13,-0.06,-0.24,
0.01,-0.03,0.12,0.96,-0.13,-0.06,-0.24,
0.01,-0.02,0.12,0.95,-0.13,-0.06,-0.24,
0.01,-0.02,0.12,0.95,-0.17,-0.07,-0.26,
0.01,-0.02,0.12,0.95,-0.17,-0.07,-0.26,
0.014,-0.02,0.12,0.96,-0.17,-0.07,-0.26,
0.014,-0.02,0.12,0.96,-0.12,-0.06,-0.32,
0.017,-0.02,0.12,0.96,-0.12,-0.06,-0.32,
0.018,-0.02,0.12,0.96,-0.12,-0.06,-0.32,
0.018,-0.02,0.12,0.96,-0.11,-0.05,-0.33,
0.02,-0.01,0.12,0.96,-0.11,-0.05,-0.33,
0.023,-0.01,0.12,0.97,-0.11,-0.05,-0.33,
0.023,-0.01,0.12,0.97,-0.07,-0.05,-0.27,
0.025,-0.01,0.12,0.97,-0.07,-0.05,-0.27,
0.028,-0.01,0.12,0.97,0.01,-0.10,-0.23,
0.028,-0.01,0.12,0.97,0.01,-0.10,-0.23,
0.03,-0.01,0.11,0.98,0.01,-0.10,-0.23,
0.032,-0.00,0.11,0.97,0.01,-0.10,-0.23,
0.033,-0.00,0.11,0.97,0.02,-0.08,-0.18,
0.035,-0.00,0.11,0.98,0.02,-0.08,-0.18,
0.037,-0.00,0.11,0.98,0.02,-0.08,-0.18,
0.037,-0.00,0.11,0.98,0.07,-0.12,-0.13,
0.04,-0.01,0.11,0.99,0.07,-0.12,-0.13,
0.043,-0.00,0.11,0.99,0.07,-0.12,-0.13,
0.043,-0.00,0.11,0.99,0.09,-0.12,-0.06,
0.045,0.00,0.11,0.99,0.09,-0.12,-0.06,
0.047,-0.01,0.11,0.99,0.09,-0.12,-0.06,
0.048,-0.01,0.11,0.99,0.08,-0.15,-0.00,
0.049,-0.00,0.12,1.00,0.08,-0.15,-0.00,
0.052,-0.00,0.12,1.00,0.08,-0.15,-0.00,
0.052,-0.00,0.12,1.00,0.08,-0.11,0.02,
0.055,-0.00,0.12,1.00,0.08,-0.11,0.02,
0.057,-0.00,0.12,1.00,0.08,-0.11,0.02,
0.058,-0.00,0.12,1.00,0.09,-0.07,0.09,
0.06,-0.00,0.11,1.01,0.09,-0.07,0.09,
0.062,-0.00,0.12,1.01,0.09,-0.07,0.09,
0.063,-0.00,0.12,1.01,0.07,-0.05,0.14,
0.065,0.00,0.12,1.00,0.07,-0.05,0.14,
0.067,0.00,0.11,1.00,0.07,-0.05,0.14,
0.067,0.00,0.11,1.00,0.09,-0.06,0.21,
0.069,0.01,0.11,1.01,0.09,-0.06,0.21,
0.072,0.01,0.11,1.01,0.09,-0.06,0.21,
0.073,0.01,0.11,1.01,0.13,-0.08,0.13,
0.074,0.01,0.11,1.00,0.13,-0.08,0.13,
0.077,0.02,0.11,1.00,0.13,-0.08,0.13,
0.078,0.02,0.11,1.00,0.15,-0.11,0.17,
0.081,0.02,0.10,1.01,0.15,-0.11,0.17,
0.082,0.02,0.10,1.01,0.15,-0.11,0.17,
0.082,0.02,0.10,1.01,0.24,-0.13,0.13,
0.084,0.03,0.10,1.01,0.24,-0.13,0.13,
0.087,0.03,0.10,1.01,0.27,-0.19,0.19,
0.087,0.03,0.11,1.00,0.27,-0.19,0.19,
0.089,0.03,0.10,1.00,0.27,-0.19,0.19,
0.092,0.03,0.10,1.00,0.36,-0.16,0.15,
0.092,0.03,0.10,1.00,0.36,-0.16,0.15,
0.094,0.04,0.10,1.00,0.36,-0.16,0.15,
0.098,0.04,0.10,1.00,0.36,-0.16,0.15,
0.098,0.04,0.10,1.00,0.38,-0.20,0.11,
0.099,0.04,0.10,0.99,0.38,-0.20,0.11,
0.102,0.04,0.10,0.99,0.44,-0.17,0.09,
0.102,0.04,0.10,0.98,0.44,-0.17,0.09,
0.104,0.05,0.10,0.97,0.44,-0.17,0.09,
0.107,0.05,0.10,0.96,0.44,-0.17,0.09,
0.107,0.05,0.10,0.96,0.49,-0.19,-0.03,
0.109,0.05,0.10,0.96,0.49,-0.19,-0.03,
0.112,0.05,0.10,0.96,0.52,-0.21,-0.25,
0.112,0.05,0.11,0.94,0.52,-0.21,-0.25,
0.114,0.05,0.11,0.94,0.52,-0.21,-0.25,
0.117,0.05,0.10,0.93,0.52,-0.21,-0.25,
0.117,0.05,0.10,0.93,0.55,-0.17,-0.39,
0.119,0.05,0.10,0.92,0.55,-0.17,-0.39,
0.122,0.05,0.10,0.92,0.55,-0.17,-0.39,
0.122,0.05,0.10,0.92,0.54,-0.17,-0.55,
0.124,0.06,0.10,0.91,0.54,-0.17,-0.55,
0.127,0.06,0.11,0.90,0.54,-0.17,-0.55,
0.127,0.06,0.11,0.90,0.54,-0.18,-0.67,
0.129,0.06,0.11,0.89,0.54,-0.18,-0.67,
0.134,0.06,0.11,0.90,0.54,-0.18,-0.67,
0.135,0.06,0.11,0.90,0.60,-0.18,-0.80,
0.135,0.06,0.11,0.89,0.60,-0.18,-0.80,
0.136,0.06,0.11,0.89,0.61,-0.17,-0.91,
0.137,0.07,0.10,0.88,0.61,-0.17,-0.91,
0.138,0.07,0.10,0.88,0.61,-0.17,-0.91,
0.142,0.07,0.10,0.87,0.61,-0.17,-0.91,
0.142,0.07,0.10,0.87,0.67,-0.18,-0.95,
0.143,0.07,0.09,0.88,0.67,-0.18,-0.95,
0.148,0.07,0.09,0.88,0.67,-0.18,-0.95,
0.149,0.07,0.09,0.88,0.71,-0.24,-1.07,
