
time,gFx,gFy,gFz,ax,ay,az,
0.004,-0.03,0.02,0.90,-0.02,0.09,-0.86,
0.004,-0.03,0.02,0.91,-0.02,0.09,-0.86,
0.004,-0.03,0.02,0.91,-0.02,-0.02,-1.02,
0.005,-0.03,0.02,0.90,-0.02,-0.02,-1.02,
0.005,-0.03,0.02,0.91,-0.02,-0.02,-1.02,
0.005,-0.03,0.02,0.91,-0.01,-0.07,-1.02,
0.006,-0.03,0.02,0.92,-0.01,-0.07,-1.02,
0.008,-0.02,0.02,0.94,-0.01,-0.07,-1.02,
0.009,-0.02,0.02,0.94,0.01,-0.06,-0.98,
0.015,-0.02,0.02,0.96,0.01,-0.06,-0.98,
0.015,-0.02,0.02,0.97,0.01,-0.06,-0.98,
0.015,-0.02,0.02,0.97,0.06,-0.07,-0.74,
0.016,-0.03,0.02,0.99,0.06,-0.07,-0.74,
0.018,-0.03,0.02,0.99,0.09,-0.07,-0.42,
0.019,-0.03,0.01,1.00,0.09,-0.07,-0.42,
0.021,-0.03,0.02,1.02,0.09,-0.07,-0.42,
0.023,-0.03,0.01,1.04,0.09,-0.07,-0.42,
0.024,-0.03,0.01,1.04,0.01,-0.09,-0.09,
0.029,-0.04,0.01,1.05,0.01,-0.09,-0.09,
0.029,-0.03,0.01,1.06,0.01,-0.09,-0.09,
0.029,-0.03,0.01,1.06,-0.04,-0.10,0.21,
0.031,-0.03,0.01,1.07,-0.04,-0.10,0.21,
0.034,-0.02,0.02,1.08,-0.04,-0.10,0.21,
0.034,-0.02,0.02,1.08,-0.06,-0.14,0.51,
0.036,-0.01,0.02,1.08,-0.06,-0.14,0.51,
0.038,-0.02,0.03,1.09,-0.06,-0.14,0.51,
0.038,-0.02,0.03,1.09,0.02,-0.05,0.66,
0.041,-0.02,0.03,1.08,0.02,-0.05,0.66,
0.044,-0.02,0.03,1.08,0.02,-0.05,0.66,
0.044,-0.02,0.03,1.08,0.14,0.00,0.76,
0.046,-0.01,0.03,1.07,0.14,0.00,0.76,
0.048,-0.01,0.03,1.07,0.12,0.04,0.70,
0.049,-0.02,0.03,1.06,0.12,0.04,0.70,
0.051,-0.02,0.03,1.05,0.12,0.04,0.70,
0.053,-0.01,0.03,1.04,0.12,0.04,0.70,
0.053,-0.01,0.03,1.04,0.15,0.06,0.55,
0.056,-0.01,0.03,1.03,0.15,0.06,0.55,
0.058,-0.00,0.04,1.02,0.15,0.06,0.55,
