
time,gFx,gFy,gFz,ax,ay,az,
0.002,-0.04,0.10,0.92,-0.52,0.27,0.03,
0.002,-0.04,0.11,0.93,-0.52,0.27,0.03,
0.002,-0.04,0.11,0.93,-0.63,0.48,-0.29,
0.003,-0.04,0.09,0.94,-0.63,0.48,-0.29,
0.006,-0.03,0.09,0.95,-0.63,0.48,-0.29,
0.006,-0.03,0.09,0.95,-0.38,0.46,-0.34,
0.008,-0.02,0.09,0.96,-0.38,0.46,-0.34,
0.011,-0.01,0.08,0.98,-0.38,0.46,-0.34,
0.011,-0.01,0.08,0.98,-0.33,0.36,-0.16,
0.016,-0.01,0.07,1.00,-0.33,0.36,-0.16,
0.016,-0.01,0.07,1.01,-0.33,0.36,-0.16,
0.016,-0.01,0.07,1.01,-0.16,0.29,0.11,
0.018,-0.01,0.07,1.03,-0.16,0.29,0.11,
0.021,-0.01,0.06,1.04,-0.16,0.29,0.11,
0.021,-0.01,0.06,1.04,-0.09,0.19,0.44,
0.023,-0.00,0.06,1.05,-0.09,0.19,0.44,
0.025,-0.00,0.06,1.07,-0.09,0.19,0.44,
0.026,-0.00,0.06,1.07,-0.02,0.11,0.71,
0.032,-0.00,0.06,1.08,-0.02,0.11,0.71,
0.032,0.00,0.06,1.08,-0.02,0.11,0.71,
0.032,0.00,0.06,1.08,0.00,0.06,0.95,
0.033,0.00,0.05,1.09,0.00,0.06,0.95,
0.035,0.01,0.06,1.09,0.00,0.06,0.95,
0.035,0.01,0.06,1.09,0.05,0.07,1.16,
0.038,0.01,0.06,1.09,0.05,0.07,1.16,
0.04,0.01,0.07,1.09,0.05,0.07,1.16,
0.04,0.01,0.07,1.09,0.10,0.09,1.23,
0.043,0.01,0.07,1.09,0.10,0.09,1.23,
0.049,0.00,0.08,1.08,0.10,0.09,1.23,
0.049,0.00,0.08,1.08,0.10,0.14,1.25,
0.049,-0.01,0.08,1.07,0.10,0.14,1.25,
0.05,-0.01,0.09,1.07,0.10,0.14,1.25,
0.05,-0.01,0.09,1.07,0.07,0.26,1.16,
0.053,-0.02,0.09,1.07,0.07,0.26,1.16,
0.055,-0.03,0.10,1.06,0.07,0.26,1.16,
0.055,-0.03,0.10,1.06,-0.04,0.32,1.04,
0.058,-0.04,0.10,1.06,-0.04,0.32,1.04,
0.06,-0.05,0.10,1.05,-0.04,0.32,1.04,
0.06,-0.05,0.10,1.05,-0.21,0.42,0.94,
0.066,-0.05,0.11,1.03,-0.21,0.42,0.94,
0.066,-0.06,0.11,1.03,-0.21,0.42,0.94,
0.066,-0.06,0.11,1.03,-0.39,0.51,0.83,
0.068,-0.06,0.11,1.01,-0.39,0.51,0.83,
0.07,-0.07,0.11,1.01,-0.39,0.51,0.83,
0.07,-0.07,0.11,1.01,-0.48,0.57,0.60,
0.073,-0.07,0.11,1.00,-0.48,0.57,0.60,
0.075,-0.07,0.11,0.99,-0.48,0.57,0.60,
0.075,-0.07,0.11,0.99,-0.53,0.58,0.40,
0.078,-0.08,0.10,0.99,-0.53,0.58,0.40,
0.082,-0.08,0.10,0.98,-0.53,0.58,0.40,
0.082,-0.08,0.10,0.98,-0.61,0.56,0.22,
0.083,-0.08,0.09,0.99,-0.61,0.56,0.22,
0.085,-0.08,0.09,0.98,-0.61,0.56,0.22,
0.085,-0.08,0.09,0.98,-0.65,0.44,0.16,
0.088,-0.08,0.09,0.98,-0.65,0.44,0.16,
0.09,-0.08,0.09,0.98,-0.65,0.44,0.16,
0.09,-0.08,0.09,0.98,-0.64,0.37,0.13,
0.092,-0.08,0.09,0.98,-0.64,0.37,0.13,
0.095,-0.08,0.09,0.98,-0.64,0.37,0.13,
0.095,-0.08,0.09,0.98,-0.63,0.31,0.06,
0.099,-0.08,0.09,0.97,-0.63,0.31,0.06,
0.1,-0.09,0.10,0.98,-0.63,0.31,0.06,
0.1,-0.09,0.10,0.98,-0.60,0.33,0.08,
0.102,-0.09,0.11,0.98,-0.60,0.33,0.08,
0.105,-0.08,0.10,0.98,-0.60,0.33,0.08,
0.105,-0.08,0.10,0.98,-0.62,0.38,0.05,
0.107,-0.08,0.10,0.98,-0.62,0.38,0.05,
0.11,-0.09,0.10,0.97,-0.62,0.38,0.05,
0.11,-0.09,0.10,0.97,-0.69,0.47,0.11,
0.117,-0.09,0.10,0.97,-0.69,0.47,0.11,
0.117,-0.09,0.10,0.98,-0.69,0.47,0.11,
0.117,-0.09,0.10,0.98,-0.64,0.39,0.06,
0.117,-0.09,0.10,0.98,-0.64,0.39,0.06,
0.12,-0.09,0.10,0.98,-0.64,0.39,0.06,
0.12,-0.09,0.10,0.98,-0.66,0.39,0.07,
0.122,-0.09,0.11,0.98,-0.66,0.39,0.07,
0.124,-0.09,0.11,0.98,-0.66,0.39,0.07,
0.125,-0.09,0.11,0.98,-0.67,0.44,0.09,
0.127,-0.10,0.12,0.99,-0.67,0.44,0.09,
0.132,-0.11,0.13,0.98,-0.67,0.44,0.09,
0.133,-0.11,0.13,0.98,-0.68,0.50,0.09,
0.133,-0.11,0.14,0.98,-0.68,0.50,0.09,
0.134,-0.10,0.14,0.98,-0.68,0.50,0.09,
0.134,-0.10,0.14,0.98,-0.73,0.65,0.14,
0.137,-0.10,0.14,0.98,-0.73,0.65,0.14,
0.139,-0.10,0.15,0.97,-0.73,0.65,0.14,
0.139,-0.10,0.15,0.97,-0.74,0.78,0.12,
0.142,-0.10,0.14,0.96,-0.74,0.78,0.12,
0.144,-0.11,0.14,0.96,-0.74,0.78,0.12,
0.144,-0.11,0.14,0.96,-0.69,0.83,0.04,
0.149,-0.11,0.14,0.97,-0.69,0.83,0.04,
0.149,-0.12,0.14,0.96,-0.69,0.83,0.04,
0.15,-0.12,0.14,0.96,-0.73,0.82,-0.06,
0.152,-0.12,0.14,0.97,-0.73,0.82,-0.06,
0.154,-0.12,0.14,0.96,-0.73,0.82,-0.06,
0.154,-0.12,0.14,0.96,-0.81,0.79,-0.05,
0.157,-0.12,0.14,0.96,-0.81,0.79,-0.05,
0.159,-0.12,0.14,0.96,-0.81,0.79,-0.05,
0.159,-0.12,0.14,0.96,-0.88,0.75,-0.03,
0.162,-0.12,0.13,0.96,-0.88,0.75,-0.03,
0.165,-0.11,0.14,0.96,-0.88,0.75,-0.03,
0.166,-0.11,0.14,0.96,-0.85,0.73,-0.08,
0.167,-0.11,0.13,0.96,-0.85,0.73,-0.08,
0.169,-0.11,0.12,0.96,-0.85,0.73,-0.08,
0.169,-0.11,0.12,0.96,-0.80,0.70,-0.11,
0.172,-0.12,0.12,0.97,-0.80,0.70,-0.11,
0.174,-0.12,0.12,0.97,-0.80,0.70,-0.11,
0.174,-0.12,0.12,0.97,-0.74,0.64,-0.13,
0.176,-0.12,0.12,0.97,-0.74,0.64,-0.13,
0.181,-0.12,0.12,0.98,-0.74,0.64,-0.13,
0.182,-0.12,0.12,0.98,-0.82,0.58,-0.02,
0.182,-0.12,0.12,0.98,-0.82,0.58,-0.02,
0.184,-0.12,0.12,0.99,-0.82,0.58,-0.02,
0.184,-0.12,0.12,0.99,-0.80,0.59,0.07,
0.186,-0.12,0.11,0.99,-0.80,0.59,0.07,
0.189,-0.12,0.11,0.99,-0.80,0.59,0.07,
0.189,-0.12,0.11,0.99,-0.82,0.55,0.13,
0.191,-0.11,0.11,1.00,-0.82,0.55,0.13,
0.194,-0.11,0.11,1.00,-0.82,0.55,0.13,
0.194,-0.11,0.11,1.00,-0.83,0.48,0.20,
0.198,-0.11,0.10,1.00,-0.83,0.48,0.20,
0.199,-0.11,0.10,1.00,-0.83,0.48,0.20,
0.199,-0.11,0.10,1.00,-0.74,0.49,0.25,
0.201,-0.12,0.09,1.01,-0.74,0.49,0.25,
0.204,-0.12,0.09,1.01,-0.74,0.49,0.25,
0.204,-0.12,0.09,1.01,-0.75,0.40,0.31,
0.206,-0.12,0.08,1.01,-0.75,0.40,0.31,
0.209,-0.12,0.08,1.01,-0.75,0.40,0.31,
0.209,-0.12,0.08,1.01,-0.84,0.30,0.37,
0.211,-0.12,0.08,1.00,-0.84,0.30,0.37,
0.215,-0.12,0.09,1.00,-0.84,0.30,0.37,
