
time,gFx,gFy,gFz,ax,ay,az,
0.002,0.00,0.07,0.92,0.17,0.06,-1.10,
0.003,-0.00,0.07,0.93,0.17,0.06,-1.10,
0.003,-0.00,0.07,0.93,0.17,0.10,-0.94,
0.004,0.00,0.08,0.95,0.17,0.10,-0.94,
0.006,0.01,0.08,0.95,0.17,0.10,-0.94,
0.006,0.01,0.08,0.95,0.23,0.27,-0.68,
0.009,0.01,0.08,0.97,0.23,0.27,-0.68,
0.011,0.00,0.09,0.98,0.23,0.27,-0.68,
0.011,0.00,0.09,0.98,0.29,0.38,-0.41,
0.013,-0.00,0.08,0.99,0.29,0.38,-0.41,
0.016,-0.00,0.08,1.00,0.29,0.38,-0.41,
0.016,-0.00,0.08,1.00,0.29,0.43,-0.19,
0.018,-0.00,0.08,1.01,0.29,0.43,-0.19,
0.021,-0.01,0.08,1.01,0.29,0.43,-0.19,
0.021,-0.01,0.08,1.01,0.18,0.41,0.02,
0.023,-0.01,0.08,1.01,0.18,0.41,0.02,
0.025,-0.01,0.08,1.02,0.18,0.41,0.02,
0.026,-0.01,0.08,1.02,0.12,0.42,0.14,
0.028,-0.01,0.08,1.01,0.12,0.42,0.14,
0.032,-0.01,0.08,1.01,0.12,0.42,0.14,
0.033,-0.01,0.08,1.01,0.09,0.40,0.23,
0.033,-0.01,0.08,1.00,0.09,0.40,0.23,
0.035,-0.01,0.08,1.00,0.09,0.40,0.23,
0.035,-0.01,0.08,1.00,0.09,0.43,0.16,
0.038,-0.01,0.07,0.99,0.09,0.43,0.16,
0.041,-0.01,0.07,0.98,0.09,0.43,0.16,
0.041,-0.01,0.07,0.98,0.11,0.39,0.04,
0.043,-0.02,0.07,0.98,0.11,0.39,0.04,
0.045,-0.02,0.07,0.97,0.11,0.39,0.04,
0.045,-0.02,0.07,0.97,0.07,0.33,-0.07,
0.049,-0.02,0.06,0.97,0.07,0.33,-0.07,
0.05,-0.02,0.06,0.97,0.07,0.33,-0.07,
0.05,-0.02,0.06,0.97,0.03,0.34,-0.20,
0.053,-0.02,0.06,0.96,0.03,0.34,-0.20,
0.055,-0.01,0.06,0.96,0.03,0.34,-0.20,
0.055,-0.01,0.06,0.96,-0.04,0.26,-0.22,
0.058,-0.00,0.06,0.96,-0.04,0.26,-0.22,
0.06,-0.01,0.06,0.96,-0.04,0.26,-0.22,
0.06,-0.01,0.06,0.96,0.04,0.24,-0.34,
0.063,-0.01,0.05,0.96,0.04,0.24,-0.34,
0.065,-0.01,0.05,0.96,0.04,0.24,-0.34,
0.066,-0.01,0.05,0.96,0.11,0.24,-0.35,
0.068,-0.01,0.05,0.96,0.11,0.24,-0.35,
0.07,-0.00,0.06,0.96,0.11,0.24,-0.35,
0.07,-0.00,0.06,0.96,0.05,0.20,-0.33,
0.072,-0.00,0.05,0.97,0.05,0.20,-0.33,
0.075,-0.00,0.05,0.98,0.05,0.20,-0.33,
0.075,-0.00,0.05,0.98,0.10,0.24,-0.31,
0.078,-0.00,0.05,0.98,0.10,0.24,-0.31,
0.08,-0.01,0.04,0.99,0.10,0.24,-0.31,
0.08,-0.01,0.04,0.99,0.13,0.22,-0.19,
0.083,-0.01,0.04,1.00,0.13,0.22,-0.19,
0.085,-0.01,0.04,1.01,0.13,0.22,-0.19,
0.085,-0.01,0.04,1.01,0.10,0.16,-0.05,
0.087,-0.00,0.04,1.01,0.10,0.16,-0.05,
0.09,0.00,0.04,1.02,0.10,0.16,-0.05,
0.09,0.00,0.04,1.02,0.05,0.14,0.15,
0.092,0.01,0.04,1.03,0.05,0.14,0.15,
0.095,0.00,0.04,1.04,0.05,0.14,0.15,
0.095,0.00,0.04,1.04,0.12,0.16,0.23,
0.097,-0.00,0.04,1.05,0.12,0.16,0.23,
0.1,-0.00,0.03,1.05,0.12,0.16,0.23,
0.1,-0.00,0.03,1.05,0.16,0.17,0.38,
0.102,-0.00,0.03,1.05,0.16,0.17,0.38,
0.105,-0.00,0.03,1.05,0.16,0.17,0.38,
0.105,-0.00,0.03,1.05,0.06,0.14,0.52,
0.107,-0.00,0.03,1.05,0.06,0.14,0.52,
0.11,-0.00,0.03,1.05,0.06,0.14,0.52,
0.11,-0.00,0.03,1.05,0.06,0.03,0.51,
0.113,-0.01,0.03,1.04,0.06,0.03,0.51,
0.117,-0.00,0.03,1.04,0.06,0.03,0.51,
0.117,-0.00,0.03,1.04,0.05,0.06,0.51,
0.117,-0.01,0.02,1.04,0.05,0.06,0.51,
0.12,-0.01,0.03,1.04,0.05,0.06,0.51,
0.12,-0.01,0.03,1.04,-0.00,0.04,0.48,
0.123,-0.01,0.02,1.04,-0.00,0.04,0.48,
0.125,-0.02,0.02,1.03,-0.00,0.04,0.48,
0.125,-0.02,0.02,1.03,-0.02,0.02,0.43,
0.127,-0.02,0.02,1.03,-0.02,0.02,0.43,
0.13,-0.02,0.02,1.02,-0.02,0.02,0.43,
0.13,-0.02,0.02,1.02,-0.09,-0.00,0.36,
0.132,-0.02,0.02,1.01,-0.09,-0.00,0.36,
0.135,-0.02,0.02,1.01,-0.09,-0.00,0.36,
0.135,-0.02,0.02,1.01,-0.16,-0.03,0.29,
0.137,-0.03,0.02,1.00,-0.16,-0.03,0.29,
0.139,-0.03,0.02,1.00,-0.21,-0.03,0.14,
0.14,-0.03,0.02,0.99,-0.21,-0.03,0.14,
0.142,-0.03,0.02,1.00,-0.21,-0.03,0.14,
0.144,-0.03,0.01,0.99,-0.21,-0.03,0.14,
0.145,-0.03,0.01,0.99,-0.29,-0.05,0.00,
0.147,-0.03,0.02,0.99,-0.29,-0.05,0.00,
0.149,-0.03,0.02,1.00,-0.29,-0.05,0.00,
0.15,-0.03,0.02,1.00,-0.29,-0.09,-0.06,
0.152,-0.03,0.02,0.99,-0.29,-0.09,-0.06,
0.154,-0.03,0.02,1.00,-0.29,-0.09,-0.06,
0.154,-0.03,0.02,1.00,-0.31,-0.03,-0.03,
0.157,-0.03,0.03,1.00,-0.31,-0.03,-0.03,
0.16,-0.04,0.03,1.00,-0.31,-0.03,-0.03,
0.16,-0.04,0.03,1.00,-0.28,-0.03,-0.01,
0.162,-0.04,0.03,1.00,-0.28,-0.03,-0.01,
