
time,gFx,gFy,gFz,ax,ay,az,
0.002,-0.02,0.10,0.96,-0.05,0.38,-0.56,
0.003,-0.02,0.10,0.96,-0.02,0.29,-0.44,
0.003,-0.01,0.09,0.96,-0.02,0.29,-0.44,
0.004,-0.01,0.09,0.96,-0.02,0.29,-0.44,
0.006,-0.01,0.08,0.97,-0.02,0.29,-0.44,
0.007,-0.01,0.08,0.97,0.04,0.21,-0.37,
0.009,-0.00,0.08,0.96,0.04,0.21,-0.37,
0.011,-0.00,0.08,0.96,0.06,0.13,-0.29,
0.011,0.00,0.08,0.97,0.06,0.13,-0.29,
0.014,0.00,0.09,0.97,0.06,0.13,-0.29,
0.018,0.01,0.08,0.97,0.06,0.13,-0.29,
0.019,0.01,0.08,0.97,0.16,0.09,-0.31,
0.019,0.01,0.08,0.97,0.16,0.09,-0.31,
0.021,0.01,0.08,0.97,0.16,0.09,-0.31,
0.021,0.01,0.08,0.97,0.22,0.10,-0.28,
0.024,0.01,0.08,0.96,0.22,0.10,-0.28,
0.026,0.01,0.09,0.97,0.22,0.10,-0.28,
0.026,0.01,0.09,0.97,0.27,0.09,-0.26,
0.028,0.01,0.09,0.97,0.27,0.09,-0.26,
0.033,0.01,0.08,0.96,0.27,0.09,-0.26,
0.033,0.01,0.08,0.96,0.30,0.10,-0.31,
0.033,0.01,0.08,0.96,0.30,0.10,-0.31,
0.036,0.01,0.08,0.96,0.33,0.08,-0.30,
0.037,0.01,0.09,0.96,0.33,0.08,-0.30,
0.039,0.01,0.08,0.95,0.33,0.08,-0.30,
0.041,0.01,0.08,0.96,0.33,0.08,-0.30,
0.041,0.01,0.08,0.96,0.32,0.10,-0.36,
0.043,0.01,0.09,0.95,0.32,0.10,-0.36,
0.046,0.01,0.08,0.96,0.32,0.10,-0.36,
0.046,0.01,0.08,0.96,0.30,0.09,-0.37,
0.048,0.00,0.08,0.97,0.30,0.09,-0.37,
0.051,0.00,0.08,0.97,0.30,0.10,-0.35,
0.051,0.01,0.08,0.96,0.30,0.10,-0.35,
0.053,0.01,0.08,0.97,0.30,0.10,-0.35,
0.056,0.01,0.08,0.96,0.30,0.10,-0.35,
0.056,0.01,0.08,0.96,0.24,0.06,-0.30,
0.058,0.01,0.08,0.96,0.24,0.06,-0.30,
0.061,0.01,0.08,0.96,0.26,0.07,-0.28,
0.061,0.01,0.08,0.96,0.26,0.07,-0.28,
0.063,0.02,0.08,0.96,0.26,0.07,-0.28,
0.065,0.01,0.08,0.96,0.26,0.07,-0.28,
0.066,0.01,0.08,0.96,0.27,0.07,-0.35,
0.068,0.02,0.07,0.96,0.27,0.07,-0.35,
0.071,0.02,0.07,0.96,0.27,0.07,-0.35,
