
time,gFx,gFy,gFz,ax,ay,az,
0.003,-0.00,0.10,0.97,-0.23,0.22,-0.30,
0.004,-0.00,0.09,0.97,-0.23,0.22,-0.30,
0.004,-0.00,0.09,0.97,-0.22,0.31,-0.32,
0.004,-0.01,0.09,0.97,-0.22,0.31,-0.32,
0.004,-0.01,0.09,0.98,-0.22,0.31,-0.32,
0.004,-0.01,0.09,0.98,-0.26,0.32,-0.27,
0.005,-0.02,0.09,0.99,-0.26,0.32,-0.27,
0.01,-0.02,0.09,0.99,-0.26,0.32,-0.27,
0.01,-0.02,0.09,0.99,-0.34,0.25,-0.21,
0.01,-0.03,0.08,0.99,-0.34,0.25,-0.21,
0.011,-0.03,0.08,1.00,-0.34,0.25,-0.21,
0.011,-0.03,0.08,1.00,-0.42,0.24,-0.08,
0.014,-0.04,0.07,1.01,-0.42,0.24,-0.08,
0.016,-0.04,0.07,1.01,-0.42,0.24,-0.08,
0.017,-0.04,0.07,1.01,-0.53,0.16,-0.02,
0.019,-0.04,0.07,1.01,-0.53,0.16,-0.02,
0.021,-0.04,0.06,1.02,-0.53,0.16,-0.02,
0.025,-0.04,0.06,1.02,-0.57,0.09,0.07,
0.026,-0.03,0.06,1.02,-0.57,0.09,0.07,
0.026,-0.04,0.06,1.03,-0.57,0.09,0.07,
0.026,-0.04,0.06,1.03,-0.59,-0.01,0.17,
0.028,-0.04,0.05,1.02,-0.59,-0.01,0.17,
0.031,-0.04,0.05,1.02,-0.59,-0.01,0.17,
0.032,-0.04,0.05,1.02,-0.57,-0.07,0.24,
0.034,-0.04,0.05,1.02,-0.57,-0.07,0.24,
0.036,-0.04,0.05,1.01,-0.57,-0.07,0.24,
0.036,-0.04,0.05,1.01,-0.57,-0.16,0.21,
0.04,-0.03,0.05,1.00,-0.57,-0.16,0.21,
0.041,-0.04,0.04,1.00,-0.57,-0.16,0.21,
0.041,-0.04,0.04,1.00,-0.58,-0.18,0.15,
0.043,-0.04,0.05,0.99,-0.58,-0.18,0.15,
0.046,-0.04,0.05,0.98,-0.58,-0.18,0.15,
0.046,-0.04,0.05,0.98,-0.56,-0.22,0.04,
0.049,-0.03,0.05,0.98,-0.56,-0.22,0.04,
0.051,-0.03,0.05,0.97,-0.56,-0.22,0.04,
0.051,-0.03,0.05,0.97,-0.57,-0.19,-0.11,
0.053,-0.03,0.06,0.96,-0.57,-0.19,-0.11,
0.056,-0.02,0.06,0.95,-0.57,-0.19,-0.11,
0.056,-0.02,0.06,0.95,-0.48,-0.15,-0.27,
0.058,-0.01,0.06,0.94,-0.48,-0.15,-0.27,
0.061,-0.01,0.07,0.93,-0.48,-0.15,-0.27,
0.061,-0.01,0.07,0.93,-0.39,-0.10,-0.43,
0.064,-0.01,0.07,0.94,-0.39,-0.10,-0.43,
0.066,-0.00,0.07,0.94,-0.39,-0.10,-0.43,
0.067,-0.00,0.07,0.94,-0.29,-0.06,-0.59,
0.068,0.00,0.07,0.93,-0.29,-0.06,-0.59,
0.076,0.01,0.07,0.93,-0.29,-0.06,-0.59,
0.077,0.01,0.07,0.93,-0.24,-0.02,-0.58,
0.077,0.01,0.07,0.94,-0.24,-0.02,-0.58,
0.077,0.02,0.08,0.94,-0.24,-0.02,-0.58,
0.078,0.02,0.08,0.94,-0.13,0.01,-0.62,
0.078,0.02,0.08,0.95,-0.13,0.01,-0.62,
0.08,0.02,0.08,0.94,-0.13,0.01,-0.62,
0.081,0.02,0.08,0.94,-0.02,0.06,-0.58,
0.083,0.02,0.08,0.94,-0.02,0.06,-0.58,
0.086,0.02,0.08,0.94,-0.02,0.06,-0.58,
0.086,0.02,0.08,0.94,0.03,0.12,-0.50,
0.088,0.02,0.08,0.95,0.03,0.12,-0.50,
0.09,0.02,0.08,0.95,0.03,0.12,-0.50,
0.091,0.02,0.08,0.95,0.00,0.13,-0.52,
0.093,0.02,0.08,0.95,0.00,0.13,-0.52,
0.095,0.02,0.08,0.94,0.00,0.13,-0.52,
0.095,0.02,0.08,0.94,-0.01,0.08,-0.46,
0.098,0.02,0.08,0.95,-0.01,0.08,-0.46,
0.101,0.01,0.07,0.95,-0.01,0.08,-0.46,
0.101,0.01,0.07,0.95,-0.03,0.09,-0.47,
0.103,0.01,0.07,0.95,-0.03,0.09,-0.47,
0.107,0.01,0.07,0.95,-0.04,0.08,-0.47,
0.107,0.00,0.07,0.97,-0.04,0.08,-0.47,
0.107,-0.01,0.06,0.97,-0.04,0.08,-0.47,
0.111,-0.06,0.04,0.99,-0.04,0.08,-0.47,
0.111,-0.06,0.04,0.99,-0.12,0.05,-0.33,
0.113,-0.07,0.02,1.01,-0.12,0.05,-0.33,
0.115,-0.06,0.02,1.02,-0.12,0.05,-0.33,
0.116,-0.06,0.02,1.02,-0.57,-0.15,-0.16,
0.118,-0.05,0.03,1.05,-0.57,-0.15,-0.16,
0.121,-0.05,0.04,1.05,-0.57,-0.15,-0.16,
0.121,-0.05,0.04,1.05,-0.82,-0.40,0.22,
0.123,-0.04,0.04,1.07,-0.82,-0.40,0.22,
0.125,-0.03,0.04,1.07,-0.82,-0.40,0.22,
0.126,-0.03,0.04,1.07,-0.70,-0.27,0.56,
0.127,-0.02,0.04,1.08,-0.70,-0.27,0.56,
0.131,-0.02,0.04,1.08,-0.53,-0.21,0.74,
0.131,-0.02,0.06,1.09,-0.53,-0.21,0.74,
0.134,-0.04,0.07,1.10,-0.53,-0.21,0.74,
0.136,-0.05,0.08,1.11,-0.53,-0.21,0.74,
0.136,-0.05,0.08,1.11,-0.40,-0.11,0.86,
0.138,-0.05,0.08,1.11,-0.40,-0.11,0.86,
0.142,-0.04,0.09,1.10,-0.40,-0.11,0.86,
0.142,-0.04,0.09,1.10,-0.61,0.14,1.04,
0.143,-0.05,0.08,1.10,-0.61,0.14,1.04,
0.145,-0.07,0.08,1.10,-0.61,0.14,1.04,
0.145,-0.07,0.08,1.10,-0.62,0.22,1.02,
0.148,-0.07,0.07,1.10,-0.62,0.22,1.02,
0.15,-0.08,0.07,1.10,-0.62,0.22,1.02,
0.15,-0.08,0.07,1.10,-0.76,0.20,1.00,
0.153,-0.09,0.06,1.10,-0.76,0.20,1.00,
0.155,-0.09,0.06,1.09,-0.76,0.20,1.00,
0.155,-0.09,0.06,1.09,-0.94,0.06,0.96,
