
time,ax,ay,az,gFx,gFy,gFz,
0.003,-0.14,0.05,0.21,-0.04,0.09,0.98,
0.003,-0.13,0.05,0.10,-0.04,0.09,0.98,
0.003,-0.13,0.05,0.10,-0.04,0.09,0.98,
0.003,-0.13,0.05,0.10,-0.04,0.09,0.97,
0.004,-0.15,0.04,0.03,-0.04,0.09,0.97,
0.005,-0.15,0.04,0.03,-0.04,0.09,0.97,
0.007,-0.15,0.04,0.03,-0.03,0.09,0.97,
0.007,-0.14,0.03,-0.06,-0.03,0.09,0.97,
0.01,-0.14,0.03,-0.06,-0.03,0.09,0.96,
0.019,-0.14,0.03,-0.06,-0.03,0.09,0.96,
0.019,-0.09,0.02,-0.11,-0.03,0.09,0.96,
0.019,-0.09,0.02,-0.11,-0.03,0.09,0.96,
0.02,-0.09,0.02,-0.11,-0.03,0.09,0.96,
0.02,-0.06,0.03,-0.17,-0.03,0.09,0.96,
0.02,-0.06,0.03,-0.17,-0.03,0.09,0.95,
0.022,-0.06,0.03,-0.17,-0.03,0.09,0.95,
0.022,-0.05,0.06,-0.22,-0.03,0.09,0.95,
0.024,-0.05,0.06,-0.22,-0.03,0.09,0.95,
0.027,-0.03,0.08,-0.26,-0.03,0.09,0.95,
0.027,-0.03,0.08,-0.26,-0.02,0.09,0.95,
0.03,-0.03,0.08,-0.26,-0.02,0.09,0.95,
0.032,-0.03,0.08,-0.26,-0.02,0.09,0.95,
0.032,0.00,0.08,-0.29,-0.02,0.09,0.95,
0.034,0.00,0.08,-0.29,-0.02,0.09,0.95,
0.037,0.00,0.08,-0.29,-0.02,0.09,0.95,
0.037,0.03,0.07,-0.31,-0.02,0.09,0.95,
0.039,0.03,0.07,-0.31,-0.02,0.09,0.95,
0.041,0.03,0.07,-0.31,-0.02,0.09,0.95,
0.042,0.04,0.08,-0.31,-0.02,0.09,0.95,
0.044,0.04,0.08,-0.31,-0.02,0.09,0.95,
0.047,0.04,0.08,-0.31,-0.02,0.09,0.95,
0.047,0.06,0.08,-0.32,-0.02,0.09,0.95,
0.049,0.06,0.08,-0.32,-0.02,0.09,0.95,
0.051,0.06,0.08,-0.32,-0.02,0.09,0.95,
0.051,0.07,0.08,-0.30,-0.02,0.09,0.95,
0.053,0.07,0.08,-0.30,-0.02,0.09,0.96,
0.056,0.07,0.08,-0.30,-0.02,0.09,0.96,
0.056,0.05,0.08,-0.27,-0.02,0.09,0.96,
0.058,0.05,0.08,-0.27,-0.02,0.09,0.96,
0.063,0.05,0.08,-0.27,-0.02,0.09,0.96,
0.063,0.07,0.08,-0.21,-0.02,0.09,0.96,
0.064,0.07,0.08,-0.21,-0.02,0.09,0.96,
0.066,0.07,0.08,-0.21,-0.03,0.09,0.97,
0.066,0.06,0.09,-0.17,-0.03,0.09,0.97,
