
time,ax,ay,az,gFx,gFy,gFz,
0.002,-0.01,0.10,-0.19,-0.02,0.09,0.96,
0.002,0.00,0.10,-0.22,-0.02,0.09,0.96,
0.002,0.00,0.10,-0.22,-0.02,0.09,0.96,
0.003,0.00,0.10,-0.22,-0.02,0.09,0.96,
0.003,0.01,0.11,-0.23,-0.02,0.09,0.96,
0.004,0.01,0.11,-0.23,-0.02,0.09,0.96,
0.007,0.01,0.11,-0.23,-0.02,0.09,0.96,
0.007,0.02,0.12,-0.21,-0.02,0.09,0.96,
0.009,0.02,0.12,-0.21,-0.02,0.08,0.97,
0.013,0.02,0.12,-0.21,-0.02,0.08,0.97,
0.013,0.01,0.12,-0.17,-0.02,0.08,0.97,
0.014,0.01,0.12,-0.17,-0.02,0.08,0.97,
0.016,0.01,0.12,-0.17,-0.02,0.08,0.97,
0.017,0.01,0.10,-0.14,-0.02,0.08,0.97,
0.019,0.01,0.10,-0.14,-0.02,0.08,0.98,
0.021,0.01,0.10,-0.14,-0.02,0.08,0.98,
0.021,0.02,0.09,-0.07,-0.02,0.08,0.98,
0.024,0.02,0.09,-0.07,-0.02,0.08,0.98,
0.026,0.02,0.09,-0.07,-0.02,0.08,0.98,
0.026,0.01,0.08,-0.03,-0.02,0.08,0.98,
0.029,0.01,0.08,-0.03,-0.02,0.08,0.98,
0.031,0.01,0.08,-0.03,-0.02,0.08,0.99,
0.031,0.01,0.07,0.02,-0.02,0.08,0.99,
0.033,0.01,0.07,0.02,-0.03,0.07,0.99,
0.036,0.01,0.07,0.02,-0.03,0.07,0.99,
0.036,-0.01,0.04,0.05,-0.03,0.07,0.99,
0.038,-0.01,0.04,0.05,-0.03,0.07,0.99,
0.041,-0.01,0.04,0.05,-0.03,0.07,0.99,
0.041,-0.04,0.00,0.10,-0.03,0.07,0.99,
0.043,-0.04,0.00,0.10,-0.03,0.07,0.99,
0.046,-0.04,0.00,0.10,-0.03,0.07,0.99,
0.046,-0.06,-0.02,0.13,-0.03,0.07,0.99,
0.048,-0.06,-0.02,0.13,-0.03,0.07,0.99,
0.051,-0.06,-0.02,0.13,-0.03,0.07,0.99,
0.051,-0.06,-0.02,0.11,-0.03,0.07,0.99,
0.053,-0.06,-0.02,0.11,-0.03,0.07,0.99,
0.055,-0.06,-0.02,0.11,-0.03,0.07,0.99,
0.056,-0.05,-0.01,0.11,-0.03,0.07,0.99,
0.058,-0.05,-0.01,0.11,-0.03,0.07,0.99,
0.064,-0.05,-0.01,0.11,-0.03,0.07,0.99,
0.065,-0.05,0.00,0.12,-0.03,0.07,0.99,
0.065,-0.05,0.00,0.12,-0.03,0.08,0.99,
0.065,-0.05,0.00,0.12,-0.03,0.08,0.99,
0.066,-0.05,0.01,0.09,-0.03,0.08,0.99,
0.068,-0.05,0.01,0.09,-0.03,0.08,0.99,
0.07,-0.05,0.01,0.09,-0.02,0.08,0.98,
0.07,-0.02,0.03,0.07,-0.02,0.08,0.98,
0.073,-0.02,0.03,0.07,-0.02,0.08,0.98,
0.075,-0.02,0.03,0.07,-0.03,0.08,0.98,
0.075,-0.00,0.07,0.03,-0.03,0.08,0.98,
0.078,-0.00,0.07,0.03,-0.02,0.09,0.98,
0.08,-0.00,0.07,0.03,-0.02,0.09,0.98,
0.08,-0.00,0.09,-0.00,-0.02,0.09,0.98,
0.082,-0.00,0.09,-0.00,-0.02,0.08,0.98,
0.085,-0.00,0.09,-0.00,-0.02,0.09,0.97,
0.085,0.02,0.11,-0.02,-0.02,0.09,0.97,
0.087,0.02,0.11,-0.02,-0.02,0.09,0.97,
0.09,0.02,0.11,-0.02,-0.02,0.08,0.97,
0.09,0.04,0.10,-0.06,-0.02,0.08,0.97,
0.092,0.04,0.10,-0.06,-0.02,0.09,0.97,
