
time,ax,ay,az,gFx,gFy,gFz,
0.003,0.01,0.07,-0.05,-0.02,0.10,0.97,
0.003,0.01,0.07,-0.05,-0.02,0.10,0.96,
0.003,-0.00,0.08,-0.10,-0.02,0.10,0.96,
0.003,-0.00,0.08,-0.10,-0.02,0.10,0.96,
0.006,-0.00,0.08,-0.10,-0.02,0.10,0.96,
0.006,-0.03,0.08,-0.14,-0.02,0.10,0.96,
0.008,-0.03,0.08,-0.14,-0.02,0.10,0.97,
0.011,-0.03,0.08,-0.14,-0.03,0.10,0.96,
0.011,-0.07,0.08,-0.15,-0.03,0.10,0.96,
0.014,-0.07,0.08,-0.15,-0.03,0.10,0.97,
0.016,-0.09,0.08,-0.14,-0.03,0.10,0.97,
0.016,-0.09,0.08,-0.14,-0.03,0.10,0.97,
0.018,-0.09,0.08,-0.14,-0.03,0.10,0.97,
0.02,-0.09,0.08,-0.14,-0.03,0.10,0.97,
0.021,-0.11,0.08,-0.13,-0.03,0.10,0.97,
0.023,-0.11,0.08,-0.13,-0.03,0.10,0.97,
0.026,-0.11,0.08,-0.13,-0.03,0.10,0.97,
0.026,-0.12,0.10,-0.10,-0.03,0.10,0.97,
0.028,-0.12,0.10,-0.10,-0.02,0.10,0.97,
0.033,-0.12,0.10,-0.10,-0.02,0.10,0.97,
0.033,-0.10,0.10,-0.07,-0.02,0.10,0.97,
0.034,-0.10,0.10,-0.07,-0.02,0.10,0.97,
0.035,-0.10,0.10,-0.07,-0.02,0.10,0.97,
0.035,-0.08,0.10,-0.07,-0.02,0.10,0.97,
0.038,-0.08,0.10,-0.07,-0.02,0.10,0.97,
0.04,-0.08,0.10,-0.07,-0.02,0.10,0.97,
0.04,-0.08,0.09,-0.07,-0.02,0.10,0.97,
0.042,-0.08,0.09,-0.07,-0.02,0.10,0.97,
0.045,-0.08,0.09,-0.07,-0.02,0.10,0.97,
0.045,-0.04,0.09,-0.07,-0.02,0.10,0.97,
0.054,-0.04,0.09,-0.07,-0.01,0.10,0.97,
0.054,-0.04,0.09,-0.07,-0.01,0.10,0.97,
0.055,-0.01,0.11,-0.07,-0.01,0.10,0.97,
0.055,-0.01,0.11,-0.07,-0.01,0.10,0.97,
0.055,-0.01,0.11,-0.07,-0.01,0.10,0.97,
0.055,0.01,0.09,-0.07,-0.01,0.10,0.97,
0.057,0.01,0.09,-0.07,-0.02,0.10,0.97,
0.06,0.01,0.09,-0.07,-0.02,0.10,0.97,
0.06,0.01,0.09,-0.07,-0.02,0.10,0.97,
0.062,0.01,0.09,-0.07,-0.01,0.10,0.97,
0.065,0.01,0.09,-0.07,-0.01,0.10,0.97,
0.065,-0.01,0.08,-0.07,-0.01,0.10,0.97,
0.067,-0.01,0.08,-0.07,-0.02,0.10,0.97,
0.07,0.00,0.09,-0.06,-0.02,0.10,0.97,
0.07,0.00,0.09,-0.06,-0.02,0.10,0.97,
0.072,0.00,0.09,-0.06,-0.02,0.10,0.97,
0.074,0.00,0.09,-0.06,-0.02,0.10,0.97,
0.074,-0.02,0.10,-0.07,-0.02,0.10,0.97,
0.077,-0.02,0.10,-0.07,-0.01,0.10,0.97,
0.079,-0.02,0.10,-0.07,-0.02,0.10,0.97,
0.079,-0.01,0.09,-0.08,-0.02,0.10,0.97,
0.082,-0.01,0.09,-0.08,-0.02,0.10,0.97,
0.084,-0.01,0.09,-0.08,-0.02,0.10,0.97,
0.085,-0.01,0.08,-0.08,-0.02,0.10,0.97,
0.086,-0.01,0.08,-0.08,-0.01,0.10,0.97,
0.089,-0.01,0.08,-0.08,-0.02,0.10,0.97,
0.089,-0.01,0.08,-0.09,-0.02,0.10,0.97,
0.091,-0.01,0.08,-0.09,-0.02,0.10,0.97,
0.094,-0.01,0.08,-0.09,-0.01,0.10,0.97,
0.094,-0.01,0.08,-0.09,-0.01,0.10,0.97,
0.096,-0.01,0.08,-0.09,-0.01,0.10,0.97,
0.099,-0.01,0.08,-0.09,-0.01,0.10,0.97,
0.099,0.00,0.06,-0.11,-0.01,0.10,0.97,
0.101,0.00,0.06,-0.11,-0.01,0.10,0.97,
0.104,0.00,0.06,-0.11,-0.01,0.10,0.97,
0.104,0.03,0.05,-0.07,-0.01,0.10,0.97,
0.106,0.03,0.05,-0.07,-0.01,0.09,0.97,
0.108,0.03,0.05,-0.07,-0.01,0.09,0.97,
0.108,0.03,0.03,-0.07,-0.01,0.09,0.97,
0.111,0.03,0.03,-0.07,-0.01,0.09,0.98,
0.113,0.06,-0.01,-0.04,-0.01,0.09,0.98,
0.114,0.06,-0.01,-0.04,-0.01,0.09,0.98,
0.116,0.06,-0.01,-0.04,-0.01,0.09,0.98,
0.118,0.06,-0.01,-0.04,-0.01,0.09,0.98,
0.118,0.07,-0.02,-0.00,-0.01,0.09,0.98,
0.12,0.07,-0.02,-0.00,-0.01,0.09,0.98,
0.123,0.07,-0.02,-0.00,-0.01,0.09,0.98,
0.123,0.08,-0.02,0.03,-0.01,0.09,0.98,
0.126,0.08,-0.02,0.03,-0.01,0.09,0.99,
0.128,0.08,-0.02,0.03,-0.01,0.09,0.98,
0.128,0.09,-0.04,0.06,-0.01,0.09,0.98,
0.132,0.09,-0.04,0.06,-0.01,0.09,0.98,
0.133,0.09,-0.04,0.06,-0.01,0.09,0.98,
0.134,0.08,-0.04,0.07,-0.01,0.09,0.98,
0.135,0.08,-0.04,0.07,-0.01,0.09,0.98,
0.138,0.08,-0.04,0.07,-0.01,0.09,0.98,
0.138,0.08,-0.03,0.06,-0.01,0.09,0.98,
0.14,0.08,-0.03,0.06,-0.01,0.09,0.98,
0.143,0.08,-0.03,0.06,-0.01,0.09,0.98,
0.143,0.08,-0.05,0.05,-0.01,0.09,0.98,
0.145,0.08,-0.05,0.05,-0.01,0.09,0.98,
0.148,0.08,-0.05,0.05,-0.01,0.09,0.98,
0.148,0.06,-0.03,0.04,-0.01,0.09,0.98,
0.15,0.06,-0.03,0.04,-0.01,0.09,0.98,
0.153,0.06,-0.03,0.04,-0.01,0.08,0.98,
0.153,0.08,-0.04,0.03,-0.01,0.08,0.98,
0.155,0.08,-0.04,0.03,-0.01,0.08,0.98,
0.158,0.08,-0.04,0.03,-0.01,0.08,0.98,
0.158,0.07,-0.06,0.03,-0.01,0.08,0.98,
0.16,0.07,-0.06,0.03,-0.01,0.09,0.98,
0.163,0.07,-0.06,0.03,-0.01,0.09,0.98,
0.163,0.08,-0.06,-0.00,-0.01,0.09,0.98,
0.165,0.08,-0.06,-0.00,-0.01,0.08,0.98,
0.168,0.08,-0.06,-0.00,-0.01,0.08,0.98,
0.168,0.07,-0.04,-0.01,-0.01,0.08,0.98,
0.17,0.07,-0.04,-0.01,-0.01,0.09,0.98,
0.172,0.07,-0.04,-0.01,-0.01,0.09,0.98,
0.172,0.06,-0.05,0.00,-0.01,0.09,0.98,
0.175,0.06,-0.05,0.00,-0.01,0.09,0.98,
0.177,0.06,-0.05,0.00,-0.02,0.09,0.99,
0.177,0.02,-0.03,0.04,-0.02,0.09,0.99,
0.18,0.02,-0.03,0.04,-0.02,0.09,0.99,
0.182,0.02,-0.03,0.04,-0.02,0.09,0.99,
0.182,0.01,-0.04,0.06,-0.02,0.09,0.99,
0.185,0.01,-0.04,0.06,-0.02,0.09,0.99,
0.187,0.01,-0.04,0.06,-0.02,0.09,0.99,
0.187,-0.01,-0.03,0.11,-0.02,0.09,0.99,
0.189,-0.01,-0.03,0.11,-0.02,0.09,0.99,
0.192,-0.01,-0.03,0.11,-0.02,0.09,0.99,
0.192,-0.05,-0.01,0.12,-0.02,0.09,0.99,
0.194,-0.05,-0.01,0.12,-0.02,0.09,1.00,
0.197,-0.05,-0.01,0.12,-0.03,0.09,0.99,
0.197,-0.06,-0.00,0.14,-0.03,0.09,0.99,
0.199,-0.06,-0.00,0.14,-0.03,0.09,0.99,
0.202,-0.06,-0.00,0.14,-0.03,0.09,0.99,
0.202,-0.10,0.00,0.16,-0.03,0.09,0.99,
0.204,-0.10,0.00,0.16,-0.03,0.09,0.99,
0.206,-0.10,0.00,0.16,-0.03,0.10,0.99,
0.207,-0.14,0.01,0.15,-0.03,0.10,0.99,
0.209,-0.14,0.01,0.15,-0.03,0.10,0.99,
0.211,-0.14,0.01,0.15,-0.03,0.10,0.99,
0.212,-0.15,0.04,0.14,-0.03,0.10,0.99,
0.214,-0.15,0.04,0.14,-0.04,0.10,0.99,
0.216,-0.15,0.04,0.14,-0.03,0.10,0.98,
0.217,-0.17,0.08,0.11,-0.03,0.10,0.98,
0.219,-0.17,0.08,0.11,-0.04,0.11,0.98,
0.221,-0.17,0.08,0.11,-0.04,0.11,0.98,
0.221,-0.20,0.12,0.07,-0.04,0.11,0.98,
0.223,-0.20,0.12,0.07,-0.04,0.11,0.98,
0.226,-0.20,0.12,0.07,-0.04,0.12,0.98,
0.226,-0.22,0.19,0.01,-0.04,0.12,0.98,
0.236,-0.22,0.19,0.01,-0.05,0.12,0.97,
0.237,-0.22,0.19,0.01,-0.05,0.12,0.97,
0.237,-0.29,0.25,-0.02,-0.05,0.12,0.97,
0.237,-0.29,0.25,-0.02,-0.06,0.12,0.97,
0.237,-0.29,0.25,-0.02,-0.06,0.13,0.97,
0.238,-0.35,0.30,-0.06,-0.06,0.13,0.97,
